Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
"Trustworthy AI: Safety, Bias, and Privacy -- A Survey","Xingli Fang, Jianwei Li, Varun Mulchandani, Jung-Eun Kim",2025-02-11T20:08:42Z,http://arxiv.org/pdf/2502.10450v2,"The capabilities of artificial intelligence systems have been advancing to a
great extent, but these systems still struggle with failure modes,
vulnerabilities, and biases. In this paper, we study the current state of the
field, and present promising insights and perspectives regarding concerns that
challenge the trustworthiness of AI models. In particular, this paper
investigates the issues regarding three thrusts: safety, privacy, and bias,
which hurt models' trustworthiness. For safety, we discuss safety alignment in
the context of large language models, preventing them from generating toxic or
harmful content. For bias, we focus on spurious biases that can mislead a
network. Lastly, for privacy, we cover membership inference attacks in deep
neural networks. The discussions addressed in this paper reflect our own
experiments and observations.",人工智能系统的能力已经取得了很大的进展，但这些系统仍然面临失败模式、脆弱性和偏见的问题。在这篇论文中，我们研究了该领域的当前状态，并提出了关于挑战AI模型可信度的问题的有前途的见解和观点。特别是，这篇论文研究了三个方面的问题：安全性、隐私和偏见，这些问题损害了模型的可信度。在安全性方面，我们讨论了大语言模型背景下的安全对齐，防止它们生成有害或有毒的内容。在偏见方面，我们专注于可能误导网络的虚假偏见。最后，在隐私方面，我们涵盖了深度神经网络中的成员推理攻击。本文讨论的内容反映了我们自己的实验和观察。,"This survey paper discusses safety alignment in large language models to prevent harmful content, along with issues of bias and privacy in AI.",LLM,Harmless,"Safety, Bias, Privacy, Large Language Models, Trustworthiness"
"Omni-DPO: A Dual-Perspective Paradigm for Dynamic Preference Learning of
  LLMs","Shangpin Peng, Weinong Wang, Zhuotao Tian, Senqiao Yang, Xing Wu, Haotian Xu, Chengquan Zhang, Takashi Isobe, Baotian Hu, Min Zhang",2025-06-11T17:58:05Z,http://arxiv.org/pdf/2506.10054v1,"Direct Preference Optimization (DPO) has become a cornerstone of
reinforcement learning from human feedback (RLHF) due to its simplicity and
efficiency. However, existing DPO-based approaches typically treat all
preference pairs uniformly, ignoring critical variations in their inherent
quality and learning utility, leading to suboptimal data utilization and
performance. To address this challenge, we propose Omni-DPO, a dual-perspective
optimization framework that jointly accounts for (1) the inherent quality of
each preference pair and (2) the model's evolving performance on those pairs.
By adaptively weighting samples according to both data quality and the model's
learning dynamics during training, Omni-DPO enables more effective training
data utilization and achieves better performance. Experimental results on
various models and benchmarks demonstrate the superiority and generalization
capabilities of Omni-DPO. On textual understanding tasks, Gemma-2-9b-it
finetuned with Omni-DPO beats the leading LLM, Claude 3 Opus, by a significant
margin of 6.7 points on the Arena-Hard benchmark. On mathematical reasoning
tasks, Omni-DPO consistently outperforms the baseline methods across all
benchmarks, providing strong empirical evidence for the effectiveness and
robustness of our approach. Code and models will be available at
https://github.com/pspdada/Omni-DPO.",直接偏好优化（DPO）已经成为人类反馈强化学习（RLHF）的基石，因为其简单性和高效性。然而，现有的基于DPO的方法通常将所有偏好对视为均匀的，忽略了它们在内在质量和学习效用上的关键变化，导致数据利用不当和性能不佳。为了解决这一挑战，我们提出了Omni-DPO，一个双视角优化框架，它同时考虑了（1）每个偏好对的内在质量和（2）模型在这些对上的演变性能。通过在训练过程中根据数据质量和模型的学习动态自适应地加权样本，Omni-DPO实现了更有效的训练数据利用，并实现了更好的性能。在各种模型和基准测试中，实验结果表明Omni-DPO的优越性和泛化能力。在文本理解任务中，使用Omni-DPO微调的Gemma-2-9b-it在Arena-Hard基准测试中以6.7分的显著优势击败了领先的LLM，Claude 3 Opus。在数学推理任务中，Omni-DPO在所有基准测试中都显著优于基线方法，为我们方法的有效性和鲁棒性提供了强有力的实证证据。代码和模型将在https://github.com/pspdada/Omni-DPO上可用。,"The paper introduces Omni-DPO, a dual-perspective optimization framework for more effective training of LLMs using RLHF.",LLM,Helpful,"RLHF, DPO, Omni-DPO, LLM alignment, preference learning"
"Human-like object concept representations emerge naturally in multimodal
  large language models","Changde Du, Kaicheng Fu, Bincheng Wen, Yi Sun, Jie Peng, Wei Wei, Ying Gao, Shengpei Wang, Chuncheng Zhang, Jinpeng Li, Shuang Qiu, Le Chang, Huiguang He",2024-07-01T08:17:19Z,http://arxiv.org/pdf/2407.01067v3,"Understanding how humans conceptualize and categorize natural objects offers
critical insights into perception and cognition. With the advent of Large
Language Models (LLMs), a key question arises: can these models develop
human-like object representations from linguistic and multimodal data? In this
study, we combined behavioral and neuroimaging analyses to explore the
relationship between object concept representations in LLMs and human
cognition. We collected 4.7 million triplet judgments from LLMs and Multimodal
LLMs (MLLMs) to derive low-dimensional embeddings that capture the similarity
structure of 1,854 natural objects. The resulting 66-dimensional embeddings
were stable, predictive, and exhibited semantic clustering similar to human
mental representations. Remarkably, the dimensions underlying these embeddings
were interpretable, suggesting that LLMs and MLLMs develop human-like
conceptual representations of objects. Further analysis showed strong alignment
between model embeddings and neural activity patterns in brain regions such as
EBA, PPA, RSC, and FFA. This provides compelling evidence that the object
representations in LLMs, while not identical to human ones, share fundamental
similarities that reflect key aspects of human conceptual knowledge. Our
findings advance the understanding of machine intelligence and inform the
development of more human-like artificial cognitive systems.",理解人类如何概念化和分类自然物体，为感知和认知提供了关键洞见。随着大型语言模型（LLMs）的出现，一个关键问题出现了：这些模型是否能够从语言和多模态数据中发展出类似人类的物体表示？在本研究中，我们结合行为和神经成像分析，探索了LLMs和人类认知中物体概念表示之间的关系。我们收集了来自LLMs和多模态LLMs（MLLMs）的470万个三元组判断，以推导出捕捉1854个自然物体相似性结构的低维嵌入。所得的66维嵌入稳定、可预测，并展示了与人类心理表示相似的语义聚类。令人惊讶的是，这些嵌入的维度是可解释的，这表明LLMs和MLLMs发展出了类似人类的物体概念表示。进一步的分析表明，模型嵌入与大脑区域（如EBA、PPA、RSC和FFA）的神经活动模式之间存在强大的对齐。这为机器智能的理解提供了有力的证据，并为开发更具人类特性的人工认知系统提供了信息。,The study finds that LLMs and MLLMs develop human-like object concept representations that align with human cognitive and neural activity patterns.,"LLM, MLLM",None,"Object representations, human-like concepts, multimodal LLMs, neural activity, cognitive systems"
"Raising the Bar: Investigating the Values of Large Language Models via
  Generative Evolving Testing","Han Jiang, Xiaoyuan Yi, Zhihua Wei, Ziang Xiao, Shu Wang, Xing Xie",2024-06-20T11:51:00Z,http://arxiv.org/pdf/2406.14230v5,"Warning: Contains harmful model outputs. Despite significant advancements,
the propensity of Large Language Models (LLMs) to generate harmful and
unethical content poses critical challenges. Measuring value alignment of LLMs
becomes crucial for their regulation and responsible deployment. Although
numerous benchmarks have been constructed to assess social bias, toxicity, and
ethical issues in LLMs, those static benchmarks suffer from evaluation
chronoeffect, in which, as models rapidly evolve, existing benchmarks may leak
into training data or become saturated, overestimating ever-developing LLMs. To
tackle this problem, we propose GETA, a novel generative evolving testing
approach based on adaptive testing methods in measurement theory. Unlike
traditional adaptive testing methods that rely on a static test item pool, GETA
probes the underlying moral boundaries of LLMs by dynamically generating test
items tailored to model capability. GETA co-evolves with LLMs by learning a
joint distribution of item difficulty and model value conformity, thus
effectively addressing evaluation chronoeffect. We evaluated various popular
LLMs with GETA and demonstrated that 1) GETA can dynamically create
difficulty-tailored test items and 2) GETA's evaluation results are more
consistent with models' performance on unseen OOD and i.i.d. items, laying the
groundwork for future evaluation paradigms.",警告：包含有害的模型输出。尽管在大型语言模型（LLMs）方面取得了显著进展，但它们生成有害和不道德内容的倾向仍然构成了关键挑战。衡量LLMs的价值对齐对于其监管和负责任部署至关重要。尽管已经构建了许多基准来评估LLMs中的社会偏见、毒性和伦理问题，但这些静态基准由于评估时间效应而受到影响，即随着模型的快速发展，现有基准可能会泄露到训练数据中或变得饱和，从而高估了不断发展的LLMs。为了解决这个问题，我们提出了GETA，一种基于测量理论中的自适应测试方法的新颖生成演化测试方法。与依赖静态测试项目池的传统自适应测试方法不同，GETA通过动态生成针对模型能力量身定制的测试项目来探测LLMs的潜在道德边界。GETA通过学习项目难度和模型价值一致性的联合分布与LLMs共同演化，从而有效地解决了评估时间效应。我们用GETA评估了各种流行的LLMs，并证明了1）GETA可以动态创建难度量身定制的测试项目，2）GETA的评估结果与模型在未见的OOD和i.i.d.项目上的表现更一致，为未来的评估范式奠定了基础。,"The paper introduces GETA, a generative evolving testing approach to dynamically evaluate and address the harmful content generation of LLMs.",LLM,Harmless,"Value alignment, Harmful content, Generative evolving testing, LLM evaluation, Adaptive testing"
Disclosure Audits for LLM Agents,"Saswat Das, Jameson Sandler, Ferdinando Fioretto",2025-06-11T20:47:37Z,http://arxiv.org/pdf/2506.10171v1,"Large Language Model agents have begun to appear as personal assistants,
customer service bots, and clinical aides. While these applications deliver
substantial operational benefits, they also require continuous access to
sensitive data, which increases the likelihood of unauthorized disclosures.
This study proposes an auditing framework for conversational privacy that
quantifies and audits these risks. The proposed Conversational Manipulation for
Privacy Leakage (CMPL) framework, is an iterative probing strategy designed to
stress-test agents that enforce strict privacy directives. Rather than focusing
solely on a single disclosure event, CMPL simulates realistic multi-turn
interactions to systematically uncover latent vulnerabilities. Our evaluation
on diverse domains, data modalities, and safety configurations demonstrate the
auditing framework's ability to reveal privacy risks that are not deterred by
existing single-turn defenses. In addition to introducing CMPL as a diagnostic
tool, the paper delivers (1) an auditing procedure grounded in quantifiable
risk metrics and (2) an open benchmark for evaluation of conversational privacy
across agent implementations.",大语言模型代理已经作为个人助手、客户服务机器人和临床助手出现。虽然这些应用程序带来了显著的运营效益，但它们也需要持续访问敏感数据，这增加了未经授权披露的可能性。本研究提出了一种用于对话隐私的审计框架，量化和审计这些风险。所提出的对话操纵用于隐私泄露（CMPL）框架是一种迭代探测策略，旨在对执行严格隐私指令的代理进行压力测试。CMPL模拟现实的多轮互动，系统地揭示潜在的脆弱性，而不是仅仅关注单个披露事件。我们在多个领域、数据模态和安全配置上的评估表明，审计框架能够揭示现有单轮防御无法阻止的隐私风险。除了将CMPL引入为诊断工具，论文还提供了（1）基于可量化风险指标的审计程序和（2）用于评估代理实现的对话隐私的开放基准。,The paper introduces a framework for auditing the privacy risks of LLM agents through realistic multi-turn interactions.,LLM,Harmless,"LLM agents, privacy, auditing, disclosure, conversational privacy"
Effective Red-Teaming of Policy-Adherent Agents,"Itay Nakash, George Kour, Koren Lazar, Matan Vetzler, Guy Uziel, Ateret Anaby-Tavor",2025-06-11T10:59:47Z,http://arxiv.org/pdf/2506.09600v1,"Task-oriented LLM-based agents are increasingly used in domains with strict
policies, such as refund eligibility or cancellation rules. The challenge lies
in ensuring that the agent consistently adheres to these rules and policies,
appropriately refusing any request that would violate them, while still
maintaining a helpful and natural interaction. This calls for the development
of tailored design and evaluation methodologies to ensure agent resilience
against malicious user behavior. We propose a novel threat model that focuses
on adversarial users aiming to exploit policy-adherent agents for personal
benefit. To address this, we present CRAFT, a multi-agent red-teaming system
that leverages policy-aware persuasive strategies to undermine a
policy-adherent agent in a customer-service scenario, outperforming
conventional jailbreak methods such as DAN prompts, emotional manipulation, and
coercive. Building upon the existing tau-bench benchmark, we introduce
tau-break, a complementary benchmark designed to rigorously assess the agent's
robustness against manipulative user behavior. Finally, we evaluate several
straightforward yet effective defense strategies. While these measures provide
some protection, they fall short, highlighting the need for stronger,
research-driven safeguards to protect policy-adherent agents from adversarial
attacks",基于任务的LLM代理越来越多地用于具有严格政策的领域，如退款资格或取消规则。挑战在于确保代理始终遵守这些规则和政策，适当拒绝任何违反它们的请求，同时仍然保持有用和自然的互动。这需要开发定制的设计和评估方法，以确保代理在面对恶意用户行为时的弹性。我们提出了一种新的威胁模型，专注于试图利用政策遵从代理以获得个人利益的对抗用户。为了应对这一点，我们提出了CRAFT，一个多代理红队系统，利用政策感知的说服策略来破坏客户服务场景中的政策遵从代理，优于传统的监狱突破方法，如DAN提示、情感操纵和强制。在现有的tau-bench基准的基础上，我们引入了tau-break，一个补充基准，旨在严格评估代理在面对操纵性用户行为时的健壮性。最后，我们评估了几种简单但有效的防御策略。虽然这些措施提供了一些保护，但它们不足，突显了需要更强大的、研究驱动的保护措施来保护政策遵从代理免受对抗攻击。,"The paper introduces CRAFT, a red-teaming system to test and improve the robustness of policy-adherent LLM-based agents against adversarial user behavior.",LLM,Harmless,"LLM alignment, policy adherence, red-teaming, adversarial attacks, robustness"
The Alignment Trap: Complexity Barriers,Jasper Yao,2025-06-12T02:30:30Z,http://arxiv.org/pdf/2506.10304v1,"We establish fundamental computational complexity barriers to verifying AI
safety as system capabilities scale. Our main results show that for AI systems
with expressiveness EXP$(m)$ above a critical threshold $\tau$, safety
verification requires exponential time and is coNP-complete. We formalize the
Capability-Risk Scaling (CRS) dynamic, which demonstrates how increasing AI
capability drives societal safety requirements toward perfection, creating an
inescapable tension with verification complexity. Through four core theorems,
we prove that (1) verification complexity grows exponentially with system
expressiveness, (2) safe policies comprise at most a $2^{-2^m}$ fraction of the
policy space, (3) no finite set of alignment techniques can provide universal
coverage, and (4) robust safety properties form measure-zero sets for neural
networks. These results characterize an ""intractability gap"" where practical
safety requirements fall within the region of computational intractability. We
conclude by presenting a strategic trilemma: AI development must either
constrain system complexity to maintain verifiable safety, accept unverifiable
risks while scaling capabilities, or develop fundamentally new safety paradigms
beyond verification. Our work provides the first systematic
complexity-theoretic analysis of AI alignment and establishes rigorous bounds
that any safety approach must confront. A formal verification of the core
theorems in Lean4 is currently in progress.",我们建立了验证AI安全性的基本计算复杂性障碍，随着系统能力的扩展。我们的主要结果表明，对于具有表达能力EXP$(m)$超过临界阈值$\tau$的AI系统，安全验证需要指数时间且是coNP完全的。我们正式化了能力-风险扩展（CRS）动态，展示了增加AI能力如何驱动社会安全要求趋向完美，从而与验证复杂性产生不可避免的紧张关系。通过四个核心定理，我们证明了（1）验证复杂性随着系统表达能力的增加而指数增长，（2）安全策略占策略空间的最多$2^{-2^m}$部分，（3）没有有限的对齐技术可以提供通用覆盖，以及（4）健壮的安全属性形成神经网络的度量零集。这些结果描述了一个“不可处理性差距”，其中实际的安全要求落在计算不可处理性区域内。我们通过提出一个战略三难问题来总结：AI开发必须要么限制系统复杂性以保持可验证的安全性，要么在扩展能力时接受不可验证的风险，要么开发超越验证的根本新安全范式。我们的工作提供了AI对齐的第一个系统的复杂性理论分析，并建立了任何安全方法必须面对的严格界限。核心定理的正式验证在Lean4中正在进行中。,"The paper presents a complexity-theoretic analysis of AI alignment, highlighting the intractability of verifying safety as AI capabilities scale.",LLM,Harmless,"AI alignment, computational complexity, safety verification, intractability gap, Capability-Risk Scaling"
"Securing Large Language Models: Threats, Vulnerabilities and Responsible
  Practices","Sara Abdali, Richard Anarfi, CJ Barberan, Jia He, Erfan Shayegani",2024-03-19T07:10:58Z,http://arxiv.org/pdf/2403.12503v2,"Large language models (LLMs) have significantly transformed the landscape of
Natural Language Processing (NLP). Their impact extends across a diverse
spectrum of tasks, revolutionizing how we approach language understanding and
generations. Nevertheless, alongside their remarkable utility, LLMs introduce
critical security and risk considerations. These challenges warrant careful
examination to ensure responsible deployment and safeguard against potential
vulnerabilities. This research paper thoroughly investigates security and
privacy concerns related to LLMs from five thematic perspectives: security and
privacy concerns, vulnerabilities against adversarial attacks, potential harms
caused by misuses of LLMs, mitigation strategies to address these challenges
while identifying limitations of current strategies. Lastly, the paper
recommends promising avenues for future research to enhance the security and
risk management of LLMs.",大语言模型（LLMs）显著改变了自然语言处理（NLP）的格局。它们的影响遍及各种任务，彻底改变了我们对语言理解和生成的处理方式。然而，除了它们的显著效用，LLMs 还引入了关键的安全和风险考虑因素。这些挑战需要仔细检查，以确保负责任的部署并防范潜在的漏洞。本研究论文从五个主题视角全面调查了与LLMs相关的安全和隐私问题：安全和隐私问题、对抗性攻击的漏洞、LLMs滥用可能引起的潜在危害、应对这些挑战的缓解策略，同时识别当前策略的局限性。最后，论文推荐了未来研究的有前途的途径，以增强LLMs的安全性和风险管理。,"The paper explores security and privacy concerns related to LLMs, potential harms from misuse, and mitigation strategies to ensure responsible deployment.",LLM,Harmless,"Security, Privacy, Vulnerabilities, Misuse, Mitigation"
"Beyond Bradley-Terry Models: A General Preference Model for Language
  Model Alignment","Yifan Zhang, Ge Zhang, Yue Wu, Kangping Xu, Quanquan Gu",2024-10-03T04:22:55Z,http://arxiv.org/pdf/2410.02197v3,"Modeling human preferences is crucial for aligning foundation models with
human values. Traditional reward modeling methods, such as the Bradley-Terry
(BT) reward model, fall short in expressiveness, particularly in addressing
intransitive preferences. In this paper, we introduce preference embedding, an
approach that embeds responses into a latent space to capture intricate
preference structures efficiently, achieving linear query complexity.
Additionally, we propose preference score-based General Preference Optimization
(GPO), which generalizes reward-based reinforcement learning from human
feedback (RLHF). Experimental results show that our General Preference
embedding Model (GPM) consistently outperforms the BT reward model on the
RewardBench benchmark and effectively models cyclic preferences where any BT
reward model behaves like a random guess. Furthermore, evaluations on
downstream tasks such as AlpacaEval2.0, following the language model
post-training with GPO and our general preference model, reveal performance
improvements over BT models. These findings indicate that our method may
enhance the alignment of foundation models with nuanced human values. The code
is available at https://github.com/general-preference/general-preference-model.",模拟人类偏好对将基础模型与人类价值观对齐至关重要。传统的奖励建模方法，如布拉德利-特里（BT）奖励模型，在表达能力上存在不足，特别是在处理非传递性偏好方面。在本文中，我们引入了偏好嵌入，一种将响应嵌入到潜在空间以高效捕捉复杂偏好结构的方法，实现线性查询复杂度。此外，我们提出了基于偏好得分的通用偏好优化（GPO），它将基于人类反馈的奖励强化学习（RLHF）推广到基于奖励的强化学习。实验结果表明，我们的通用偏好嵌入模型（GPM）在RewardBench基准测试中始终优于BT奖励模型，并且有效地建模了循环偏好，而任何BT奖励模型都表现得像随机猜测。此外，在下游任务（如AlpacaEval2.0）中，在GPO和我们的通用偏好模型的语言模型后训练后，BT模型的性能有所提高。这些发现表明，我们的方法可能有助于将基础模型与细微的人类价值观对齐。代码可在https://github.com/general-preference/general-preference-model获得。,"The paper introduces a new preference modeling approach for aligning language models with human values, showing improvements over traditional methods.",LLM,"Helpful, Harmless","Preference modeling, LLM alignment, General Preference Optimization, human values, reward modeling"
"CROW: Eliminating Backdoors from Large Language Models via Internal
  Consistency Regularization","Nay Myat Min, Long H. Pham, Yige Li, Jun Sun",2024-11-18T07:52:12Z,http://arxiv.org/pdf/2411.12768v2,"Large Language Models (LLMs) are vulnerable to backdoor attacks that
manipulate outputs via hidden triggers. Existing defense methods--designed for
vision/text classification tasks--fail for text generation. We propose Internal
Consistency Regularization (CROW), a defense leveraging the observation that
backdoored models exhibit unstable layer-wise hidden representations when
triggered, while clean models show smooth transitions. CROW enforces
consistency across layers via adversarial perturbations and regularization
during finetuning, neutralizing backdoors without requiring clean reference
models or trigger knowledge--only a small clean dataset. Experiments across
Llama-2 (7B, 13B), CodeLlama (7B, 13B), and Mistral-7B demonstrate CROW's
effectiveness: it achieves significant reductions in attack success rates
across diverse backdoor strategies (sentiment steering, targeted refusal, code
injection) while preserving generative performance. CROW's
architecture-agnostic design enables practical deployment.",大语言模型（LLMs）容易受到通过隐藏触发器操纵输出的后门攻击。现有的防御方法——设计用于视觉/文本分类任务——在文本生成中失败。我们提出了内部一致性正则化（CROW），一种防御方法，利用了被后门攻击的模型在触发时展示不稳定的层次隐藏表示，而干净的模型显示平滑过渡的观察。CROW通过对抗性扰动和正则化在微调过程中强制层之间的一致性，中和后门，而不需要干净的参考模型或触发器知识——只需要一个小的干净数据集。跨Llama-2（7B、13B）、CodeLlama（7B、13B）和Mistral-7B的实验证明了CROW的有效性：它在多种后门策略（情感引导、有针对性的拒绝、代码注入）下显著降低了攻击成功率，同时保留了生成性能。CROW的架构无关设计使其能够实用部署。,"The paper introduces CROW, a method to defend large language models against backdoor attacks by enforcing consistency across layers during fine-tuning.",LLM,Harmless,"Backdoor attacks, Internal Consistency Regularization, Large Language Models, Defense, Text Generation"
