Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
"Information Suppression in Large Language Models: Auditing, Quantifying,
  and Characterizing Censorship in DeepSeek","Peiran Qiu, Siyi Zhou, Emilio Ferrara",2025-06-14T05:01:50Z,http://arxiv.org/pdf/2506.12349v1,"This study examines information suppression mechanisms in DeepSeek, an
open-source large language model (LLM) developed in China. We propose an
auditing framework and use it to analyze the model's responses to 646
politically sensitive prompts by comparing its final output with intermediate
chain-of-thought (CoT) reasoning. Our audit unveils evidence of semantic-level
information suppression in DeepSeek: sensitive content often appears within the
model's internal reasoning but is omitted or rephrased in the final output.
Specifically, DeepSeek suppresses references to transparency, government
accountability, and civic mobilization, while occasionally amplifying language
aligned with state propaganda. This study underscores the need for systematic
auditing of alignment, content moderation, information suppression, and
censorship practices implemented into widely-adopted AI models, to ensure
transparency, accountability, and equitable access to unbiased information
obtained by means of these systems.",这项研究检查了中国开发的开源大型语言模型DeepSeek中的信息抑制机制。我们提出了一个审计框架，并使用它分析模型对646个政治敏感提示的响应，通过将其最终输出与中间的因果链推理进行比较。我们的审计揭示了DeepSeek中语义级别的信息抑制：敏感内容通常出现在模型的内部推理中，但在最终输出中被省略或重新表述。具体来说，DeepSeek抑制了对透明度、政府问责制和公民动员的参考，同时偶尔放大与国家宣传相一致的语言。这项研究强调了对系统性审计、内容审核、信息抑制和审查实践的需要，以确保透明度、问责制和公平获取这些系统提供的无偏见信息。,The study audits the DeepSeek LLM to reveal semantic-level information suppression and alignment with state propaganda.,LLM,"Helpful, Harmless","Information suppression, alignment, censorship, content moderation, transparency"
"Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via
  Inference-Time Alignment","Soumya Suvra Ghosal, Souradip Chakraborty, Vaibhav Singh, Tianrui Guan, Mengdi Wang, Alvaro Velasquez, Ahmad Beirami, Furong Huang, Dinesh Manocha, Amrit Singh Bedi",2024-11-27T19:00:10Z,http://arxiv.org/pdf/2411.18688v5,"With the widespread deployment of Multimodal Large Language Models (MLLMs)
for visual-reasoning tasks, improving their safety has become crucial. Recent
research indicates that despite training-time safety alignment, these models
remain vulnerable to jailbreak attacks. In this work, we first highlight an
important safety gap to describe that alignment achieved solely through safety
training may be insufficient against jailbreak attacks. To address this
vulnerability, we propose Immune, an inference-time defense framework that
leverages a safe reward model through controlled decoding to defend against
jailbreak attacks. Additionally, we provide a mathematical characterization of
Immune, offering insights on why it improves safety against jailbreaks.
Extensive evaluations on diverse jailbreak benchmarks using recent MLLMs reveal
that Immune effectively enhances model safety while preserving the model's
original capabilities. For instance, against text-based jailbreak attacks on
LLaVA-1.6, Immune reduces the attack success rate by 57.82% and 16.78% compared
to the base MLLM and state-of-the-art defense strategy, respectively.",随着多模态大语言模型（MLLMs）在视觉推理任务中的广泛部署，提高其安全性变得至关重要。最近的研究表明，尽管在训练时进行了安全对齐，这些模型仍然容易受到越狱攻击。在本文中，我们首先指出了一个重要的安全漏洞，描述了仅通过安全训练实现的对齐可能无法抵御越狱攻击。为了应对这一漏洞，我们提出了Immune，一种基于受控解码的推理时防御框架，通过安全奖励模型来防御越狱攻击。此外，我们还提供了Immune的数学表征，为其在抵御越狱方面的改进提供了见解。在使用最新MLLMs的多种越狱基准测试中，广泛的评估表明，Immune有效地增强了模型的安全性，同时保留了模型的原始能力。例如，在LLaVA-1.6的基于文本的越狱攻击中，Immune将攻击成功率降低了57.82%和16.78%，分别与基础MLLM和最先进的防御策略相比。,"The paper introduces Immune, a framework that enhances the safety of MLLMs against jailbreak attacks through inference-time alignment.",LLM,Harmless,"Safety, Jailbreak, Alignment, Multimodal, Defense"
SOSBENCH: Benchmarking Safety Alignment on Scientific Knowledge,"Fengqing Jiang, Fengbo Ma, Zhangchen Xu, Yuetai Li, Bhaskar Ramasubramanian, Luyao Niu, Bo Li, Xianyan Chen, Zhen Xiang, Radha Poovendran",2025-05-27T17:47:08Z,http://arxiv.org/pdf/2505.21605v2,"Large language models (LLMs) exhibit advancing capabilities in complex tasks,
such as reasoning and graduate-level question answering, yet their resilience
against misuse, particularly involving scientifically sophisticated risks,
remains underexplored. Existing safety benchmarks typically focus either on
instructions requiring minimal knowledge comprehension (e.g., ``tell me how to
build a bomb"") or utilize prompts that are relatively low-risk (e.g.,
multiple-choice or classification tasks about hazardous content). Consequently,
they fail to adequately assess model safety when handling knowledge-intensive,
hazardous scenarios.
  To address this critical gap, we introduce SOSBench, a regulation-grounded,
hazard-focused benchmark encompassing six high-risk scientific domains:
chemistry, biology, medicine, pharmacology, physics, and psychology. The
benchmark comprises 3,000 prompts derived from real-world regulations and laws,
systematically expanded via an LLM-assisted evolutionary pipeline that
introduces diverse, realistic misuse scenarios (e.g., detailed explosive
synthesis instructions involving advanced chemical formulas). We evaluate
frontier models within a unified evaluation framework using our SOSBench.
Despite their alignment claims, advanced models consistently disclose
policy-violating content across all domains, demonstrating alarmingly high
rates of harmful responses (e.g., 79.1% for Deepseek-R1 and 47.3% for GPT-4.1).
These results highlight significant safety alignment deficiencies and
underscore urgent concerns regarding the responsible deployment of powerful
LLMs.",大语言模型（LLMs）在复杂任务中展示了不断进步的能力，如推理和研究生水平的问题回答，但它们在面对滥用时的韧性，特别是涉及科学上复杂的风险，仍然未被充分探索。现有的安全基准通常要么集中在需要最少知识理解的指令（例如，“告诉我如何制造炸弹”），要么使用相对低风险的提示（例如，关于危险内容的多项选择或分类任务）。因此，它们无法充分评估模型在处理知识密集型、危险场景时的安全性。 为了解决这一关键差距，我们引入了SOSBench，一个基于法规、以危害为重点的基准，涵盖了六个高风险的科学领域：化学、生物学、医学、药理学、物理学和心理学。基准包括3000个提示，这些提示源自现实世界的法规和法律，通过一个LLM辅助的进化管道系统扩展，引入了多样化、现实的滥用场景（例如，涉及高级化学公式的详细爆炸合成指令）。我们在统一的评估框架中评估了前沿模型。尽管它们声称对齐，但先进的模型在所有领域中一致地披露了违反政策的内容，显示出令人担忧的高害处回应率（例如，Deepseek-R1为79.1%，GPT-4.1为47.3%）。这些结果突显了显著的安全对齐不足，并强调了关于负责任部署强大LLMs的紧迫关注。,"The paper introduces SOSBench, a benchmark to evaluate the safety alignment of LLMs in handling high-risk scientific scenarios, revealing significant deficiencies in current models.",LLM,Harmless,"Safety alignment, LLM, scientific risks, benchmark, misuse"
Exploring the Secondary Risks of Large Language Models,"Jiawei Chen, Zhengwei Fang, Xiao Yang, Chao Yu, Zhaoxia Yin, Hang Su",2025-06-14T07:31:52Z,http://arxiv.org/pdf/2506.12382v1,"Ensuring the safety and alignment of Large Language Models is a significant
challenge with their growing integration into critical applications and
societal functions. While prior research has primarily focused on jailbreak
attacks, less attention has been given to non-adversarial failures that subtly
emerge during benign interactions. We introduce secondary risks a novel class
of failure modes marked by harmful or misleading behaviors during benign
prompts. Unlike adversarial attacks, these risks stem from imperfect
generalization and often evade standard safety mechanisms. To enable systematic
evaluation, we introduce two risk primitives verbose response and speculative
advice that capture the core failure patterns. Building on these definitions,
we propose SecLens, a black-box, multi-objective search framework that
efficiently elicits secondary risk behaviors by optimizing task relevance, risk
activation, and linguistic plausibility. To support reproducible evaluation, we
release SecRiskBench, a benchmark dataset of 650 prompts covering eight diverse
real-world risk categories. Experimental results from extensive evaluations on
16 popular models demonstrate that secondary risks are widespread, transferable
across models, and modality independent, emphasizing the urgent need for
enhanced safety mechanisms to address benign yet harmful LLM behaviors in
real-world deployments.",确保大型语言模型的安全性和对齐是一个重要挑战，随着它们在关键应用和社会功能中的不断集成。虽然之前的研究主要集中在越狱攻击上，但对非对抗性失败的关注较少，这些失败在良性交互中微妙地出现。我们引入了次要风险，这是一种新的失败模式，标志着在良性提示期间出现的有害或误导行为。与对抗性攻击不同，这些风险源于不完美的泛化，并且通常能够规避标准的安全机制。为了实现系统评估，我们引入了两个风险原语：冗长响应和推测性建议，这些原语捕捉了核心失败模式。基于这些定义，我们提出了SecLens，一个黑盒多目标搜索框架，通过优化任务相关性、风险激活和语言可信度，高效地引发次要风险行为。为了支持可重复评估，我们发布了SecRiskBench，一个涵盖八个多样化现实风险类别的650个提示的基准数据集。广泛评估的实验结果表明，次要风险普遍存在，可以在模型之间传递，并且与模态无关，强调了在现实部署中需要增强安全机制来应对良性但有害的LLM行为的紧迫性。,"The paper introduces secondary risks in LLMs, which are harmful behaviors that occur during benign interactions, and proposes a framework and benchmark dataset to evaluate and address these risks.",LLM,Harmless,"Secondary risks, LLM safety, benign interactions, SecLens, SecRiskBench"
Less is More: Improving LLM Alignment via Preference Data Selection,"Xun Deng, Han Zhong, Rui Ai, Fuli Feng, Zheng Wang, Xiangnan He",2025-02-20T13:45:17Z,http://arxiv.org/pdf/2502.14560v3,"Direct Preference Optimization (DPO) has emerged as a promising approach for
aligning large language models with human preferences. While prior work mainly
extends DPO from the aspect of the objective function, we instead improve DPO
from the largely overlooked but critical aspect of data selection.
Specifically, we address the issue of parameter shrinkage caused by noisy data
by proposing a novel margin-maximization principle for dataset curation in DPO
training. To further mitigate the noise in different reward models, we propose
a Bayesian Aggregation approach that unifies multiple margin sources (external
and implicit) into a single preference probability. Extensive experiments in
diverse settings demonstrate the consistently high data efficiency of our
approach. Remarkably, by using just 10\% of the Ultrafeedback dataset, our
approach achieves 3\% to 8\% improvements across various Llama, Mistral, and
Qwen models on the AlpacaEval2 benchmark. Furthermore, our approach seamlessly
extends to iterative DPO, yielding a roughly 3\% improvement with 25\% online
data, revealing the high redundancy in this presumed high-quality data
construction manner. These results highlight the potential of data selection
strategies for advancing preference optimization.",直接偏好优化（DPO）作为一种将大型语言模型与人类偏好对齐的有前途的方法已经出现。虽然之前的工作主要从目标函数的角度扩展DPO，我们从数据选择的重要但被忽视的方面改进DPO。具体来说，我们通过提出一种用于DPO训练中的数据筛选的新颖边界最大化原则来解决噪声数据引起的参数收缩问题。为了进一步减轻不同奖励模型中的噪声，我们提出了一种将多个边界来源（外部和隐式）统一为单个偏好概率的贝叶斯聚合方法。在多种设置下的广泛实验表明，我们的方法在各种Llama、Mistral和Qwen模型上在AlpacaEval2基准上的数据效率始终保持在较高水平。令人惊讶的是，通过使用Ultrafeedback数据集的10%，我们的方法在各种模型上实现了3%到8%的改进。此外，我们的方法无缝扩展到迭代DPO，使用25%的在线数据，大约提高了3%，揭示了这种假定高质量数据构建方式中的高冗余性。这些结果突显了数据选择策略在推动偏好优化方面的潜力。,"The paper introduces data selection methods to enhance the alignment of LLMs with human preferences, achieving significant improvements with less data.",LLM,"Helpful, Harmless","DPO, data selection, preference optimization, margin-maximization, Bayesian Aggregation"
"Profiling News Media for Factuality and Bias Using LLMs and the
  Fact-Checking Methodology of Human Experts","Zain Muhammad Mujahid, Dilshod Azizov, Maha Tufail Agro, Preslav Nakov",2025-06-14T15:49:20Z,http://arxiv.org/pdf/2506.12552v1,"In an age characterized by the proliferation of mis- and disinformation
online, it is critical to empower readers to understand the content they are
reading. Important efforts in this direction rely on manual or automatic
fact-checking, which can be challenging for emerging claims with limited
information. Such scenarios can be handled by assessing the reliability and the
political bias of the source of the claim, i.e., characterizing entire news
outlets rather than individual claims or articles. This is an important but
understudied research direction. While prior work has looked into linguistic
and social contexts, we do not analyze individual articles or information in
social media. Instead, we propose a novel methodology that emulates the
criteria that professional fact-checkers use to assess the factuality and
political bias of an entire outlet. Specifically, we design a variety of
prompts based on these criteria and elicit responses from large language models
(LLMs), which we aggregate to make predictions. In addition to demonstrating
sizable improvements over strong baselines via extensive experiments with
multiple LLMs, we provide an in-depth error analysis of the effect of media
popularity and region on model performance. Further, we conduct an ablation
study to highlight the key components of our dataset that contribute to these
improvements. To facilitate future research, we released our dataset and code
at https://github.com/mbzuai-nlp/llm-media-profiling.",在一个由虚假信息和误导信息泛滥的时代，理解读者所阅读的内容至关重要。重要的努力方向依赖于手动或自动事实核查，这对于有限信息的新兴声明可能具有挑战性。我们提出了一种新的方法，模仿专业事实核查人员使用的标准，以评估整个新闻机构的事实性和政治偏见。具体来说，我们设计了一系列基于这些标准的提示，并从大型语言模型（LLMs）中引发响应，我们将这些响应聚合以进行预测。此外，我们通过广泛的实验展示了多个LLMs的显著改进，并提供了媒体流行度和地区对模型性能影响的深入错误分析。我们还进行了消融研究，以突出数据集的关键组件，这些组件有助于这些改进。为了促进未来的研究，我们在https://github.com/mbzuai-nlp/llm-media-profiling发布了我们的数据集和代码。,"The paper introduces a method using LLMs to evaluate the factuality and bias of news outlets, improving upon existing baselines.",LLM,Harmless,"Fact-checking, Bias, Factuality, LLMs, News Media"
Model Merging for Knowledge Editing,"Zichuan Fu, Xian Wu, Guojing Li, Yingying Zhang, Yefeng Zheng, Tianshi Ming, Yejing Wang, Wanyu Wang, Xiangyu Zhao",2025-06-14T07:42:39Z,http://arxiv.org/pdf/2506.12384v1,"Large Language Models (LLMs) require continuous updates to maintain accurate
and current knowledge as the world evolves. While existing knowledge editing
approaches offer various solutions for knowledge updating, they often struggle
with sequential editing scenarios and harm the general capabilities of the
model, thereby significantly hampering their practical applicability. This
paper proposes a two-stage framework combining robust supervised fine-tuning
(R-SFT) with model merging for knowledge editing. Our method first fine-tunes
the LLM to internalize new knowledge fully, then merges the fine-tuned model
with the original foundation model to preserve newly acquired knowledge and
general capabilities. Experimental results demonstrate that our approach
significantly outperforms existing methods in sequential editing while better
preserving the original performance of the model, all without requiring any
architectural changes. Code is available at:
https://github.com/Applied-Machine-Learning-Lab/MM4KE.",大语言模型（LLMs）需要不断更新以保持准确和当前的知识，因为世界在不断发展。虽然现有的知识编辑方法提供了各种解决方案，但它们在处理连续编辑场景时往往会遇到困难，并损害模型的一般能力，从而显著限制了它们的实际应用。本文提出了一种两阶段框架，结合了鲁棒监督微调（R-SFT）和模型合并用于知识编辑。我们的方法首先对LLM进行微调，以完全内化新知识，然后将微调后的模型与原始基础模型合并，以保留新获得的知识和一般能力。实验结果表明，我们的方法在连续编辑中显著优于现有方法，同时更好地保留了模型的原始性能，而不需要任何架构更改。代码可在以下网址找到：https://github.com/Applied-Machine-Learning-Lab/MM4KE。,The paper introduces a two-stage framework for knowledge editing in LLMs that combines robust supervised fine-tuning with model merging to preserve both new knowledge and general capabilities.,LLM,"Helpful, Harmless","Knowledge editing, model merging, large language models, sequential editing, fine-tuning"
"Robust LLM Unlearning with MUDMAN: Meta-Unlearning with Disruption
  Masking And Normalization","Filip Sondej, Yushi Yang, Mikołaj Kniejski, Marcel Windys",2025-06-14T12:49:51Z,http://arxiv.org/pdf/2506.12484v1,"Language models can retain dangerous knowledge and skills even after
extensive safety fine-tuning, posing both misuse and misalignment risks. Recent
studies show that even specialized unlearning methods can be easily reversed.
To address this, we systematically evaluate many existing and novel components
of unlearning methods and identify ones crucial for irreversible unlearning.
  We introduce Disruption Masking, a technique in which we only allow updating
weights, where the signs of the unlearning gradient and the retaining gradient
are the same. This ensures all updates are non-disruptive.
  Additionally, we identify the need for normalizing the unlearning gradients,
and also confirm the usefulness of meta-learning. We combine these insights
into MUDMAN (Meta-Unlearning with Disruption Masking and Normalization) and
validate its effectiveness at preventing the recovery of dangerous
capabilities. MUDMAN outperforms the prior TAR method by 40\%, setting a new
state-of-the-art for robust unlearning.",语言模型即使经过广泛的安全微调，仍然可能保留危险的知识和技能，从而带来滥用和不一致的风险。最近的研究表明，即使是专门的遗忘方法也可以被轻易逆转。为了解决这个问题，我们系统地评估了许多现有和新的遗忘方法的组件，并确定了对不可逆遗忘至关重要的组件。我们引入了扰动掩码技术，其中我们只允许更新权重，其中遗忘梯度和保留梯度的符号相同。这确保了所有更新都是非扰动的。此外，我们确定了标准化遗忘梯度的需求，并确认了元学习的有用性。我们将这些见解结合到MUDMAN（元遗忘与扰动掩码和标准化）中，并验证了其在防止恢复危险能力方面的有效性。MUDMAN在防止恢复危险能力方面比先前的TAR方法提高了40%，创造了新的不可逆遗忘的最佳水平。,"The paper introduces MUDMAN, a method for robust unlearning in LLMs to prevent the recovery of dangerous capabilities.",LLM,Harmless,"Unlearning, Safety, Alignment, Robustness, LLM"
"SecurityLingua: Efficient Defense of LLM Jailbreak Attacks via
  Security-Aware Prompt Compression","Yucheng Li, Surin Ahn, Huiqiang Jiang, Amir H. Abdi, Yuqing Yang, Lili Qiu",2025-06-15T03:39:13Z,http://arxiv.org/pdf/2506.12707v1,"Large language models (LLMs) have achieved widespread adoption across
numerous applications. However, many LLMs are vulnerable to malicious attacks
even after safety alignment. These attacks typically bypass LLMs' safety
guardrails by wrapping the original malicious instructions inside adversarial
jailbreaks prompts. Previous research has proposed methods such as adversarial
training and prompt rephrasing to mitigate these safety vulnerabilities, but
these methods often reduce the utility of LLMs or lead to significant
computational overhead and online latency. In this paper, we propose
SecurityLingua, an effective and efficient approach to defend LLMs against
jailbreak attacks via security-oriented prompt compression. Specifically, we
train a prompt compressor designed to discern the ""true intention"" of the input
prompt, with a particular focus on detecting the malicious intentions of
adversarial prompts. Then, in addition to the original prompt, the intention is
passed via the system prompt to the target LLM to help it identify the true
intention of the request. SecurityLingua ensures a consistent user experience
by leaving the original input prompt intact while revealing the user's
potentially malicious intention and stimulating the built-in safety guardrails
of the LLM. Moreover, thanks to prompt compression, SecurityLingua incurs only
a negligible overhead and extra token cost compared to all existing defense
methods, making it an especially practical solution for LLM defense.
Experimental results demonstrate that SecurityLingua can effectively defend
against malicious attacks and maintain utility of the LLM with negligible
compute and latency overhead. Our code is available at
https://aka.ms/SecurityLingua.",大语言模型（LLMs）在许多应用中得到了广泛采用。然而，许多LLMs即使在安全对齐后仍然容易受到恶意攻击。这些攻击通常通过将原始恶意指令包装在对抗性的越狱提示中来绕过LLMs的安全防护。之前的研究提出了对抗性训练和提示重新表述等方法来缓解这些安全漏洞，但这些方法往往会降低LLMs的实用性或导致显著的计算开销和在线延迟。在本文中，我们提出了SecurityLingua，一种通过安全导向的提示压缩有效且高效地防御LLMs免受越狱攻击的方法。具体来说，我们训练了一个提示压缩器，旨在辨别输入提示的“真实意图”，特别是检测对抗性提示的恶意意图。然后，除了原始提示，意图通过系统提示传递给目标LLM，以帮助其识别请求的真实意图。SecurityLingua通过保持原始输入提示不变，同时揭示用户的潜在恶意意图并刺激LLM的内置安全防护，确保一致的用户体验。此外，由于提示压缩，SecurityLingua与所有现有的防御方法相比仅产生微不足道的开销和额外的令牌成本，使其成为LLM防御的特别实用的解决方案。实验结果表明，SecurityLingua可以有效防御恶意攻击，并以微不足道的计算和延迟开销维持LLM的实用性。我们的代码可在https://aka.ms/SecurityLingua获得。,"The paper introduces SecurityLingua, a method to defend LLMs against jailbreak attacks by using security-oriented prompt compression to maintain the model's safety and utility.",LLM,Harmless,"LLM, jailbreak attacks, security, prompt compression, defense"
"Monitoring Decomposition Attacks in LLMs with Lightweight Sequential
  Monitors","Chen Yueh-Han, Nitish Joshi, Yulin Chen, Maksym Andriushchenko, Rico Angell, He He",2025-06-12T17:50:58Z,http://arxiv.org/pdf/2506.10949v2,"Current LLM safety defenses fail under decomposition attacks, where a
malicious goal is decomposed into benign subtasks that circumvent refusals. The
challenge lies in the existing shallow safety alignment techniques: they only
detect harm in the immediate prompt and do not reason about long-range intent,
leaving them blind to malicious intent that emerges over a sequence of
seemingly benign instructions. We therefore propose adding an external monitor
that observes the conversation at a higher granularity. To facilitate our study
of monitoring decomposition attacks, we curate the largest and most diverse
dataset to date, including question-answering, text-to-image, and agentic
tasks. We verify our datasets by testing them on frontier LLMs and show an 87%
attack success rate on average on GPT-4o. This confirms that decomposition
attack is broadly effective. Additionally, we find that random tasks can be
injected into the decomposed subtasks to further obfuscate malicious intents.
To defend in real time, we propose a lightweight sequential monitoring
framework that cumulatively evaluates each subtask. We show that a carefully
prompt engineered lightweight monitor achieves a 93% defense success rate,
beating reasoning models like o3 mini as a monitor. Moreover, it remains robust
against random task injection and cuts cost by 90% and latency by 50%. Our
findings suggest that lightweight sequential monitors are highly effective in
mitigating decomposition attacks and are viable in deployment.",当前的大型语言模型（LLM）安全防护措施在分解攻击下失败，即将恶意目标分解为绕过拒绝的良性子任务。挑战在于现有的浅层安全对齐技术：它们只能检测到即时提示中的伤害，而不能推理长期意图，使它们对通过一系列看似良性指令产生的恶意意图视而不见。因此，我们提出添加一个外部监视器，以更高的粒度观察对话。为了促进我们对监视分解攻击的研究，我们整理了迄今为止最大且最多样化的数据集，包括问答、文本到图像和代理任务。我们通过在前沿LLM上测试它们来验证我们的数据集，并显示在GPT-4o上平均有87%的攻击成功率。这证实了分解攻击是广泛有效的。此外，我们发现可以将随机任务注入到分解的子任务中，以进一步混淆恶意意图。为了实时防御，我们提出了一种轻量级顺序监控框架，累积评估每个子任务。我们展示了一个精心设计的轻量级监控器在防御成功率方面达到93%，超过了作为监控器的推理模型o3 mini。此外，它在随机任务注入下保持稳健，并将成本减少90%，延迟减少50%。我们的发现表明，轻量级顺序监控器在缓解分解攻击方面非常有效，并且在部署中是可行的。,"The paper introduces a lightweight sequential monitoring framework to defend against decomposition attacks in LLMs, achieving a high defense success rate.",LLM,Harmless,"Decomposition attacks, safety alignment, monitoring, LLMs, malicious intent"
