Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
"When Thinking LLMs Lie: Unveiling the Strategic Deception in
  Representations of Reasoning Models","Kai Wang, Yihao Zhang, Meng Sun",2025-06-05T11:44:19Z,http://arxiv.org/pdf/2506.04909v1,"The honesty of large language models (LLMs) is a critical alignment
challenge, especially as advanced systems with chain-of-thought (CoT) reasoning
may strategically deceive humans. Unlike traditional honesty issues on LLMs,
which could be possibly explained as some kind of hallucination, those models'
explicit thought paths enable us to study strategic deception--goal-driven,
intentional misinformation where reasoning contradicts outputs. Using
representation engineering, we systematically induce, detect, and control such
deception in CoT-enabled LLMs, extracting ""deception vectors"" via Linear
Artificial Tomography (LAT) for 89% detection accuracy. Through activation
steering, we achieve a 40% success rate in eliciting context-appropriate
deception without explicit prompts, unveiling the specific honesty-related
issue of reasoning models and providing tools for trustworthy AI alignment.",大语言模型（LLM）的诚实性是一个关键的对齐挑战，特别是那些具有链式思维（CoT）推理能力的先进系统可能会战略性地欺骗人类。与传统的LLM诚实性问题不同，这些模型的显式思维路径使我们能够研究战略性欺骗——目标驱动的、故意的虚假信息，其中推理与输出矛盾。通过表示工程，我们系统地诱导、检测和控制CoT启用的LLM中的这种欺骗，通过线性人工断层（LAT）提取“欺骗向量”，达到89%的检测准确率。通过激活引导，我们在没有明确提示的情况下，以40%的成功率引发上下文相关的欺骗，揭示了推理模型的特定诚实性相关问题，并为可信AI对齐提供工具。,The paper explores strategic deception in large language models with chain-of-thought reasoning and provides methods to detect and control it.,LLM,Honest,"LLM, Honesty, Deception, Alignment, Reasoning"
LLM Social Simulations Are a Promising Research Method,"Jacy Reese Anthis, Ryan Liu, Sean M. Richardson, Austin C. Kozlowski, Bernard Koch, James Evans, Erik Brynjolfsson, Michael Bernstein",2025-04-03T03:01:26Z,http://arxiv.org/pdf/2504.02234v2,"Accurate and verifiable large language model (LLM) simulations of human
research subjects promise an accessible data source for understanding human
behavior and training new AI systems. However, results to date have been
limited, and few social scientists have adopted this method. In this position
paper, we argue that the promise of LLM social simulations can be achieved by
addressing five tractable challenges. We ground our argument in a review of
empirical comparisons between LLMs and human research subjects, commentaries on
the topic, and related work. We identify promising directions, including
context-rich prompting and fine-tuning with social science datasets. We believe
that LLM social simulations can already be used for pilot and exploratory
studies, and more widespread use may soon be possible with rapidly advancing
LLM capabilities. Researchers should prioritize developing conceptual models
and iterative evaluations to make the best use of new AI systems.",精确且可验证的大型语言模型（LLM）对人类研究对象的模拟，承诺成为理解人类行为和培训新人工智能系统的可访问数据源。然而，迄今为止的结果有限，很少有社会科学家采用这种方法。在本文中，我们认为LLM社会模拟的承诺可以通过解决五个可行的挑战来实现。我们的论点基于对LLM与人类研究对象之间的经验比较、关于该主题的评论以及相关工作的回顾。我们确定了有前途的方向，包括丰富的上下文提示和使用社会科学数据集进行微调。我们认为，LLM社会模拟已经可以用于试点和探索性研究，随着迅速发展的LLM能力，更广泛的使用可能很快就会实现。研究人员应该优先开发概念模型和迭代评估，以最好地利用新的人工智能系统。,"The paper advocates for the use of LLM social simulations to understand human behavior and train AI systems, highlighting challenges and promising directions.",LLM,Helpful,"LLM, social simulations, human behavior, AI training, research method"
"Position is Power: System Prompts as a Mechanism of Bias in Large
  Language Models (LLMs)","Anna Neumann, Elisabeth Kirsten, Muhammad Bilal Zafar, Jatinder Singh",2025-05-27T12:19:08Z,http://arxiv.org/pdf/2505.21091v2,"System prompts in Large Language Models (LLMs) are predefined directives that
guide model behaviour, taking precedence over user inputs in text processing
and generation. LLM deployers increasingly use them to ensure consistent
responses across contexts. While model providers set a foundation of system
prompts, deployers and third-party developers can append additional prompts
without visibility into others' additions, while this layered implementation
remains entirely hidden from end-users. As system prompts become more complex,
they can directly or indirectly introduce unaccounted for side effects. This
lack of transparency raises fundamental questions about how the position of
information in different directives shapes model outputs. As such, this work
examines how the placement of information affects model behaviour. To this end,
we compare how models process demographic information in system versus user
prompts across six commercially available LLMs and 50 demographic groups. Our
analysis reveals significant biases, manifesting in differences in user
representation and decision-making scenarios. Since these variations stem from
inaccessible and opaque system-level configurations, they risk
representational, allocative and potential other biases and downstream harms
beyond the user's ability to detect or correct. Our findings draw attention to
these critical issues, which have the potential to perpetuate harms if left
unexamined. Further, we argue that system prompt analysis must be incorporated
into AI auditing processes, particularly as customisable system prompts become
increasingly prevalent in commercial AI deployments.",大语言模型（LLM）中的系统提示是预定义的指令，指导模型行为，优先于用户输入进行文本处理和生成。LLM部署者越来越多地使用它们以确保跨上下文的一致响应。虽然模型提供者设置了系统提示的基础，但部署者和第三方开发者可以在不可见其他人添加的情况下附加额外的提示，而这种分层实现对最终用户完全隐藏。随着系统提示变得更加复杂，它们可以直接或间接地引入未计入的副作用。这种缺乏透明性引发了关于信息在不同指令中的位置如何塑造模型输出的基本问题。因此，本文研究了信息的放置如何影响模型行为。为此，我们比较了六种商业可用的LLM和50个人口统计群体中系统提示与用户提示中的人口统计信息的处理方式。我们的分析揭示了显著的偏见，表现为用户表示和决策制造场景中的差异。由于这些变化源于不可访问和不透明的系统级配置，它们可能会导致代表性、分配和其他潜在偏见和下游伤害，超出用户的检测或纠正能力。我们的发现引起了对这些关键问题的关注，如果不加以审查，这些问题有可能加剧伤害。此外，我们认为系统提示分析必须纳入AI审计流程，特别是随着可定制系统提示在商业AI部署中变得越来越普遍。,"The paper investigates how the placement of information in system prompts can introduce biases in LLMs, highlighting the need for transparency and auditing in LLM deployments.",LLM,Harmless,"System prompts, bias, transparency, LLM alignment, demographic bias"
"From Benign import Toxic: Jailbreaking the Language Model via
  Adversarial Metaphors","Yu Yan, Sheng Sun, Zenghao Duan, Teli Liu, Min Liu, Zhiyi Yin, Jiangyu Lei, Qi Li",2025-02-25T08:41:25Z,http://arxiv.org/pdf/2503.00038v2,"Current studies have exposed the risk of Large Language Models (LLMs)
generating harmful content by jailbreak attacks. However, they overlook that
the direct generation of harmful content from scratch is more difficult than
inducing LLM to calibrate benign content into harmful forms. In our study, we
introduce a novel attack framework that exploits AdVersArial meTAphoR (AVATAR)
to induce the LLM to calibrate malicious metaphors for jailbreaking.
Specifically, to answer harmful queries, AVATAR adaptively identifies a set of
benign but logically related metaphors as the initial seed. Then, driven by
these metaphors, the target LLM is induced to reason and calibrate about the
metaphorical content, thus jailbroken by either directly outputting harmful
responses or calibrating residuals between metaphorical and professional
harmful content. Experimental results demonstrate that AVATAR can effectively
and transferable jailbreak LLMs and achieve a state-of-the-art attack success
rate across multiple advanced LLMs.",目前的研究揭示了大型语言模型（LLM）通过越狱攻击生成有害内容的风险。然而，他们忽视了直接从头开始生成有害内容比诱导LLM将良性内容调整为有害形式更困难。在我们的研究中，我们引入了一种新的攻击框架，利用AdVersArial meTAphoR（AVATAR）来诱导LLM调整恶意隐喻以进行越狱。具体来说，为了回答有害查询，AVATAR自适应地识别一组良性但逻辑相关的隐喻作为初始种子。然后，由这些隐喻驱动，目标LLM被诱导推理和调整隐喻内容，从而通过直接输出有害响应或调整隐喻和专业有害内容之间的残差来越狱。实验结果表明，AVATAR可以有效地和可转移地越狱LLM，并在多个先进的LLM中实现最先进的攻击成功率。,"The paper presents AVATAR, a framework that uses metaphors to jailbreak LLMs into generating harmful content.",LLM,Harmless,"Jailbreaking, Metaphors, Harmful Content, LLM Attacks, AVATAR"
"Why LLM Safety Guardrails Collapse After Fine-tuning: A Similarity
  Analysis Between Alignment and Fine-tuning Datasets","Lei Hsiung, Tianyu Pang, Yung-Chen Tang, Linyue Song, Tsung-Yi Ho, Pin-Yu Chen, Yaoqing Yang",2025-06-05T17:59:55Z,http://arxiv.org/pdf/2506.05346v1,"Recent advancements in large language models (LLMs) have underscored their
vulnerability to safety alignment jailbreaks, particularly when subjected to
downstream fine-tuning. However, existing mitigation strategies primarily focus
on reactively addressing jailbreak incidents after safety guardrails have been
compromised, removing harmful gradients during fine-tuning, or continuously
reinforcing safety alignment throughout fine-tuning. As such, they tend to
overlook a critical upstream factor: the role of the original safety-alignment
data. This paper therefore investigates the degradation of safety guardrails
through the lens of representation similarity between upstream alignment
datasets and downstream fine-tuning tasks. Our experiments demonstrate that
high similarity between these datasets significantly weakens safety guardrails,
making models more susceptible to jailbreaks. Conversely, low similarity
between these two types of datasets yields substantially more robust models and
thus reduces harmfulness score by up to 10.33%. By highlighting the importance
of upstream dataset design in the building of durable safety guardrails and
reducing real-world vulnerability to jailbreak attacks, these findings offer
actionable insights for fine-tuning service providers.",最近，大型语言模型（LLMs）的进展突显了它们在安全对齐方面的脆弱性，特别是在进行下游微调时。然而，现有的缓解策略主要集中在反应性地应对安全防护栏被破坏后的越狱事件，在微调过程中删除有害梯度，或者在微调过程中不断强化安全对齐。因此，它们往往忽略了一个关键的上游因素：原始安全对齐数据的作用。本文因此通过上游对齐数据集和下游微调任务之间的表示相似性的视角，研究了安全防护栏的退化。我们的实验表明，这些数据集之间的高相似性显著削弱了安全防护栏，使模型更容易受到越狱攻击。相反，这些两种类型数据集之间的低相似性产生了显著更健壮的模型，从而将有害性得分降低了多达10.33%。通过强调上游数据集设计在构建耐用安全防护栏和减少现实世界中对越狱攻击的易受性方面的重要性，这些发现为微调服务提供商提供了可操作的见解。,The paper explores how the similarity between alignment and fine-tuning datasets affects the safety and robustness of large language models.,LLM,Harmless,"Safety alignment, jailbreaks, fine-tuning, dataset similarity, harmfulness"
"Focus On This, Not That! Steering LLMs with Adaptive Feature
  Specification","Tom A. Lamb, Adam Davies, Alasdair Paren, Philip H. S. Torr, Francesco Pinto",2024-10-30T12:01:48Z,http://arxiv.org/pdf/2410.22944v4,"Despite the success of Instruction Tuning (IT) in training large language
models (LLMs), such models often leverage spurious or biased features learnt
from their training data and can become misaligned, leading to undesired
behaviours. While existing techniques can steer model behaviour at
inference-time, they are often post-hoc and do not embed steering as an
intrinsic model feature. In this work, we introduce Focus Instruction Tuning
(FIT), which trains LLMs to condition their responses by focusing on specific
features whilst ignoring others, leading to different behaviours based on what
features are specified. Across diverse benchmarks, we demonstrate that FIT: (i)
successfully steers behaviour at inference time; (ii) increases robustness by
amplifying core task signals and down-weighting spurious cues; (iii) mitigates
social bias by suppressing demographic attributes; and (iv) generalises under
distribution shifts and to previously unseen focus features. FIT therefore
offers a lightweight, intrinsic mechanism for building more robust, fair, and
easily controllable LLMs.",尽管指令微调（IT）在训练大型语言模型（LLMs）方面取得了成功，但这些模型往往利用从训练数据中学到的虚假或有偏见的特征，可能会导致不良行为。虽然现有技术可以在推理时引导模型行为，但它们通常是事后的，并没有将引导作为模型的内在特征。在本文中，我们引入了聚焦指令微调（FIT），它训练LLMs在响应时通过专注于特定特征而忽略其他特征，从而根据指定的特征产生不同的行为。在多种基准测试中，我们证明了FIT：(i) 在推理时成功引导行为；(ii) 通过放大核心任务信号和减少虚假线索来增加鲁棒性；(iii) 通过抑制人口统计属性来缓解社会偏见；(iv) 在分布偏移和对之前未见过的聚焦特征的推广中。因此，FIT 提供了一种轻量级、内在的机制，用于构建更加健壮、公平和易于控制的LLMs。,"The paper introduces Focus Instruction Tuning (FIT), a method to train LLMs to focus on specific features, enhancing robustness, fairness, and controllability.",LLM,"Helpful, Harmless","Instruction Tuning, Feature Specification, Bias Mitigation, Robustness, Controllability"
"The Lessons of Developing Process Reward Models in Mathematical
  Reasoning","Zhenru Zhang, Chujie Zheng, Yangzhen Wu, Beichen Zhang, Runji Lin, Bowen Yu, Dayiheng Liu, Jingren Zhou, Junyang Lin",2025-01-13T13:10:16Z,http://arxiv.org/pdf/2501.07301v2,"Process Reward Models (PRMs) emerge as a promising approach for process
supervision in mathematical reasoning of Large Language Models (LLMs), which
aim to identify and mitigate intermediate errors in the reasoning processes.
However, the development of effective PRMs faces significant challenges,
particularly in data annotation and evaluation methodologies. In this paper,
through extensive experiments, we demonstrate that commonly used Monte Carlo
(MC) estimation-based data synthesis for PRMs typically yields inferior
performance and generalization compared to LLM-as-a-judge and human annotation
methods. MC estimation relies on completion models to evaluate current-step
correctness, leading to inaccurate step verification. Furthermore, we identify
potential biases in conventional Best-of-N (BoN) evaluation strategies for
PRMs: (1) The unreliable policy models generate responses with correct answers
but flawed processes, leading to a misalignment between the evaluation criteria
of BoN and the PRM objectives of process verification. (2) The tolerance of
PRMs of such responses leads to inflated BoN scores. (3) Existing PRMs have a
significant proportion of minimum scores concentrated on the final answer
steps, revealing the shift from process to outcome-based assessment in BoN
Optimized PRMs. To address these challenges, we develop a consensus filtering
mechanism that effectively integrates MC estimation with LLM-as-a-judge and
advocates a more comprehensive evaluation framework that combines
response-level and step-level metrics. Based on the mechanisms, we
significantly improve both model performance and data efficiency in the BoN
evaluation and the step-wise error identification task. Finally, we release a
new state-of-the-art PRM that outperforms existing open-source alternatives and
provides practical guidelines for future research in building process
supervision models.",过程奖励模型（PRMs）作为大型语言模型（LLMs）数学推理过程监督的一种有前途的方法，旨在识别和缓解推理过程中的中间错误。然而，有效的PRMs的开发面临重大挑战，特别是数据注释和评估方法。在本文中，通过广泛的实验，我们证明了常用的基于蒙特卡罗（MC）估计的数据合成方法通常在PRMs中表现不佳，并且在LLM作为裁判和人类注释方法中表现不佳。MC估计依赖于完成模型来评估当前步骤的正确性，导致步骤验证不准确。此外，我们识别了传统的最佳N（BoN）评估策略中的潜在偏差：1）不可靠的策略模型生成具有正确答案但过程有缺陷的响应，导致BoN的评估标准与PRM的过程验证目标不一致。2）PRMs对这些响应的容忍度导致BoN分数膨胀。3）现有的PRMs在最终答案步骤中有显著比例的最低分数，揭示了BoN优化的PRMs从过程到结果的评估转变。为了解决这些挑战，我们开发了一种共识过滤机制，有效地将MC估计与LLM作为裁判结合起来，并倡导一种更全面的评估框架，结合响应级和步骤级指标。基于这些机制，我们在BoN评估和逐步错误识别任务中显著提高了模型性能和数据效率。最后，我们发布了一种新的最先进的PRM，优于现有的开源替代方案，并为未来研究提供了实用指南，以构建过程监督模型。,"The paper presents a new Process Reward Model (PRM) for improving the mathematical reasoning of Large Language Models (LLMs) by addressing challenges in data annotation, evaluation methodologies, and biases in conventional evaluation strategies.",LLM,Helpful,"Process Reward Models, Mathematical Reasoning, Large Language Models, Error Mitigation, Evaluation Methodologies"
Optimizing Anytime Reasoning via Budget Relative Policy Optimization,"Penghui Qi, Zichen Liu, Tianyu Pang, Chao Du, Wee Sun Lee, Min Lin",2025-05-19T17:58:44Z,http://arxiv.org/pdf/2505.13438v2,"Scaling test-time compute is crucial for enhancing the reasoning capabilities
of large language models (LLMs). Existing approaches typically employ
reinforcement learning (RL) to maximize a verifiable reward obtained at the end
of reasoning traces. However, such methods optimize only the final performance
under a large and fixed token budget, which hinders efficiency in both training
and deployment. In this work, we present a novel framework, AnytimeReasoner, to
optimize anytime reasoning performance, which aims to improve token efficiency
and the flexibility of reasoning under varying token budget constraints. To
achieve this, we truncate the complete thinking process to fit within sampled
token budgets from a prior distribution, compelling the model to summarize the
optimal answer for each truncated thinking for verification. This introduces
verifiable dense rewards into the reasoning process, facilitating more
effective credit assignment in RL optimization. We then optimize the thinking
and summary policies in a decoupled manner to maximize the cumulative reward.
Additionally, we introduce a novel variance reduction technique, Budget
Relative Policy Optimization (BRPO), to enhance the robustness and efficiency
of the learning process when reinforcing the thinking policy. Empirical results
in mathematical reasoning tasks demonstrate that our method consistently
outperforms GRPO across all thinking budgets under various prior distributions,
enhancing both training and token efficiency.",扩展测试时计算对于增强大型语言模型（LLM）的推理能力至关重要。现有方法通常采用强化学习（RL）来最大化推理轨迹末尾获得的可验证奖励。然而，这些方法仅在大而固定的令牌预算下优化最终性能，这在训练和部署中都会影响效率。在本文中，我们提出了一种新的框架，AnytimeReasoner，旨在优化任何时间推理性能，以提高令牌效率和推理的灵活性，以适应各种令牌预算约束。为了实现这一点，我们将完整的思考过程截断以适应从先验分布中采样的令牌预算，迫使模型为每个截断的思考总结最佳答案以进行验证。这将可验证的稠密奖励引入推理过程，促进RL优化中的更有效的信用分配。然后，我们以分离的方式优化思考和总结策略，以最大化累积奖励。此外，我们引入了一种新的方差减少技术，预算相对策略优化（BRPO），以增强在强化思考策略时学习过程的鲁棒性和效率。在数学推理任务中的实验结果表明，我们的方法在各种先验分布下的所有思考预算中都显著优于GRPO，增强了训练和令牌效率。,"The paper introduces AnytimeReasoner, a framework for optimizing the reasoning performance of LLMs under varying token budgets, enhancing both training and token efficiency.",LLM,None,"LLM, Reasoning, Token Efficiency, Reinforcement Learning, AnytimeReasoner"
"Constrained Entropic Unlearning: A Primal-Dual Framework for Large
  Language Models","Taha Entesari, Arman Hatami, Rinat Khaziev, Anil Ramakrishna, Mahyar Fazlyab",2025-06-05T17:55:23Z,http://arxiv.org/pdf/2506.05314v1,"Large Language Models (LLMs) deployed in real-world settings increasingly
face the need to unlearn sensitive, outdated, or proprietary information.
Existing unlearning methods typically formulate forgetting and retention as a
regularized trade-off, combining both objectives into a single scalarized loss.
This often leads to unstable optimization and degraded performance on retained
data, especially under aggressive forgetting. We propose a new formulation of
LLM unlearning as a constrained optimization problem: forgetting is enforced
via a novel logit-margin flattening loss that explicitly drives the output
distribution toward uniformity on a designated forget set, while retention is
preserved through a hard constraint on a separate retain set. Compared to
entropy-based objectives, our loss is softmax-free, numerically stable, and
maintains non-vanishing gradients, enabling more efficient and robust
optimization. We solve the constrained problem using a scalable primal-dual
algorithm that exposes the trade-off between forgetting and retention through
the dynamics of the dual variable. Evaluations on the TOFU and MUSE benchmarks
across diverse LLM architectures demonstrate that our approach consistently
matches or exceeds state-of-the-art baselines, effectively removing targeted
information while preserving downstream utility.",在现实环境中部署的大型语言模型（LLMs）越来越需要忘记敏感、过时或专有信息。现有的忘记方法通常将遗忘和保留作为一个正则化的权衡，将两个目标结合为一个标量化的损失。这通常导致不稳定的优化和保留数据的性能下降，特别是在激进的遗忘下。我们提出了一种新的LLM遗忘公式，作为一个约束优化问题：通过一种新的对数几率边界平滑损失来强制遗忘，该损失显式地将输出分布驱动到指定的遗忘集上，而保留通过一个硬约束在一个单独的保留集上。与基于熵的目标相比，我们的损失是无softmax的，数值稳定，并保持非消失梯度，从而实现更高效和稳健的优化。我们使用一种可扩展的原始-对偶算法来解决约束问题，通过对偶变量的动态显示遗忘和保留之间的权衡。在TOFU和MUSE基准测试中，跨多种LLM架构的评估表明，我们的方法在有效地删除目标信息的同时，始终匹配或超过最先进的基线，保留下游的实用性。,"The paper introduces a constrained optimization framework for unlearning sensitive information in LLMs, ensuring both effective forgetting and retention of useful data.",LLM,Harmless,"Unlearning, Constrained Optimization, Logit-Margin Flattening, LLM Alignment, Primal-Dual Algorithm"
"Improving Data Efficiency for LLM Reinforcement Fine-tuning Through
  Difficulty-targeted Online Data Selection and Rollout Replay","Yifan Sun, Jingyan Shen, Yibin Wang, Tianyu Chen, Zhendong Wang, Mingyuan Zhou, Huan Zhang",2025-06-05T17:55:43Z,http://arxiv.org/pdf/2506.05316v1,"Reinforcement learning (RL) has become an effective approach for fine-tuning
large language models (LLMs), particularly to enhance their reasoning
capabilities. However, RL fine-tuning remains highly resource-intensive, and
existing work has largely overlooked the problem of data efficiency. In this
paper, we propose two techniques to improve data efficiency in LLM RL
fine-tuning: difficulty-targeted online data selection and rollout replay. We
introduce the notion of adaptive difficulty to guide online data selection,
prioritizing questions of moderate difficulty that are more likely to yield
informative learning signals. To estimate adaptive difficulty efficiently, we
develop an attention-based framework that requires rollouts for only a small
reference set of questions. The adaptive difficulty of the remaining questions
is then estimated based on their similarity to this set. To further reduce
rollout cost, we introduce a rollout replay mechanism that reuses recent
rollouts, lowering per-step computation while maintaining stable updates.
Extensive experiments across 6 LLM-dataset combinations show that our method
reduces RL fine-tuning time by 25% to 65% to reach the same level of
performance as the original GRPO algorithm.",强化学习（RL）已经成为细化大型语言模型（LLM）的有效方法，特别是为了增强其推理能力。然而，RL细化仍然非常耗费资源，现有工作大多忽略了数据效率的问题。在这篇论文中，我们提出了两种技术来提高LLM RL细化的数据效率：难度定向的在线数据选择和回放回放。我们引入了自适应难度的概念来指导在线数据选择，优先选择中等难度的问题，这些问题更有可能产生有信息的学习信号。为了高效估计自适应难度，我们开发了一种基于注意力的框架，只需要对少量参考问题集进行回放。然后，根据其与该集合的相似性，估计剩余问题的自适应难度。为了进一步降低回放成本，我们引入了一种回放回放机制，重用最近的回放，降低每步计算量，同时保持稳定更新。广泛的实验表明，我们的方法在达到与原始GRPO算法相同的性能水平时，将RL细化时间减少了25%到65%。,"The paper presents methods to enhance data efficiency in reinforcement learning fine-tuning of large language models, focusing on adaptive difficulty and rollout replay.",LLM,Helpful,"Reinforcement Learning, Data Efficiency, Fine-tuning, Large Language Models, Rollout Replay"
