Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
"Graph of Attacks with Pruning: Optimizing Stealthy Jailbreak Prompt
  Generation for Enhanced LLM Content Moderation","Daniel Schwartz, Dmitriy Bespalov, Zhe Wang, Ninad Kulkarni, Yanjun Qi",2025-01-28T17:10:20Z,http://arxiv.org/pdf/2501.18638v2,"As large language models (LLMs) become increasingly prevalent, ensuring their
robustness against adversarial misuse is crucial. This paper introduces the GAP
(Graph of Attacks with Pruning) framework, an advanced approach for generating
stealthy jailbreak prompts to evaluate and enhance LLM safeguards. GAP
addresses limitations in existing tree-based LLM jailbreak methods by
implementing an interconnected graph structure that enables knowledge sharing
across attack paths. Our experimental evaluation demonstrates GAP's superiority
over existing techniques, achieving a 20.8% increase in attack success rates
while reducing query costs by 62.7%. GAP consistently outperforms
state-of-the-art methods for attacking both open and closed LLMs, with attack
success rates of >96%. Additionally, we present specialized variants like
GAP-Auto for automated seed generation and GAP-VLM for multimodal attacks.
GAP-generated prompts prove highly effective in improving content moderation
systems, increasing true positive detection rates by 108.5% and accuracy by
183.6% when used for fine-tuning. Our implementation is available at
https://github.com/dsbuddy/GAP-LLM-Safety.",随着大型语言模型（LLM）的普及，确保其在恶意使用面前的健壮性至关重要。本文介绍了GAP（Graph of Attacks with Pruning）框架，这是一种用于生成隐蔽的越狱提示以评估和增强LLM保护措施的先进方法。GAP通过实现一个互连的图结构，使知识在攻击路径之间共享，从而解决了现有基于树的LLM越狱方法的局限性。我们的实验评估表明，GAP在攻击成功率上比现有技术提高了20.8%，同时将查询成本降低了62.7%。GAP在攻击开放和封闭LLM方面的攻击成功率均超过96%。此外，我们还提出了GAP-Auto和GAP-VLM等专门变体，用于自动种子生成和多模态攻击。GAP生成的提示在改进内容审核系统方面表现出色，在用于微调时，真阳性检测率增加了108.5%，准确率增加了183.6%。我们的实现可在https://github.com/dsbuddy/GAP-LLM-Safety上获得。,The paper introduces the GAP framework for generating stealthy jailbreak prompts to enhance LLM content moderation and safety.,LLM,Harmless,"LLM, jailbreak prompts, content moderation, adversarial misuse, safety"
"Unsafe LLM-Based Search: Quantitative Analysis and Mitigation of Safety
  Risks in AI Web Search","Zeren Luo, Zifan Peng, Yule Liu, Zhen Sun, Mingchen Li, Jingyi Zheng, Xinlei He",2025-02-07T14:15:46Z,http://arxiv.org/pdf/2502.04951v3,"Recent advancements in Large Language Models (LLMs) have significantly
enhanced the capabilities of AI-Powered Search Engines (AIPSEs), offering
precise and efficient responses by integrating external databases with
pre-existing knowledge. However, we observe that these AIPSEs raise risks such
as quoting malicious content or citing malicious websites, leading to harmful
or unverified information dissemination. In this study, we conduct the first
safety risk quantification on seven production AIPSEs by systematically
defining the threat model, risk type, and evaluating responses to various query
types. With data collected from PhishTank, ThreatBook, and LevelBlue, our
findings reveal that AIPSEs frequently generate harmful content that contains
malicious URLs even with benign queries (e.g., with benign keywords). We also
observe that directly querying a URL will increase the number of main
risk-inclusive responses, while querying with natural language will slightly
mitigate such risk. Compared to traditional search engines, AIPSEs outperform
in both utility and safety. We further perform two case studies on online
document spoofing and phishing to show the ease of deceiving AIPSEs in the
real-world setting. To mitigate these risks, we develop an agent-based defense
with a GPT-4.1-based content refinement tool and a URL detector. Our evaluation
shows that our defense can effectively reduce the risk, with only a minor cost
of reducing available information by approximately 10.7%. Our research
highlights the urgent need for robust safety measures in AIPSEs.",最近，大型语言模型（LLMs）的进步显著增强了人工智能驱动的搜索引擎（AIPSEs）的能力，通过整合外部数据库和现有知识，提供精确和高效的响应。然而，我们观察到这些AIPSEs存在风险，例如引用恶意内容或引用恶意网站，导致有害或未经验证的信息传播。在本研究中，我们对七个生产AIPSEs进行了首次安全风险量化，通过系统定义威胁模型、风险类型，并评估各种查询类型的响应。通过从PhishTank、ThreatBook和LevelBlue收集的数据，我们的发现表明，AIPSEs频繁生成包含恶意URL的有害内容，即使是善意的查询（例如，使用善意的关键字）。我们还观察到，直接查询一个URL将增加主要风险包含的响应数量，而使用自然语言查询则会略微缓解这种风险。与传统搜索引擎相比，AIPSEs在实用性和安全性方面表现更好。我们还进行了两项关于在线文档伪造和钓鱼的案例研究，以展示在现实环境中轻松欺骗AIPSEs。为了缓解这些风险，我们开发了一种基于代理的防御机制，配备了基于GPT-4.1的内容精炼工具和URL检测器。我们的评估表明，我们的防御机制可以有效减少风险，只需付出大约10.7%的可用信息减少的代价。我们的研究强调了在AIPSEs中实施严格安全措施的紧迫需求。,The paper quantifies safety risks in AI-powered search engines using LLMs and proposes mitigation strategies to reduce harmful content generation.,LLM,Harmless,"LLM, Safety, Harmful Content, AI Search, Mitigation"
"Persona-driven Simulation of Voting Behavior in the European Parliament
  with Large Language Models","Maximilian Kreutner, Marlene Lutz, Markus Strohmaier",2025-06-13T14:02:21Z,http://arxiv.org/pdf/2506.11798v1,"Large Language Models (LLMs) display remarkable capabilities to understand or
even produce political discourse, but have been found to consistently display a
progressive left-leaning bias. At the same time, so-called persona or identity
prompts have been shown to produce LLM behavior that aligns with socioeconomic
groups that the base model is not aligned with. In this work, we analyze
whether zero-shot persona prompting with limited information can accurately
predict individual voting decisions and, by aggregation, accurately predict
positions of European groups on a diverse set of policies. We evaluate if
predictions are stable towards counterfactual arguments, different persona
prompts and generation methods. Finally, we find that we can simulate voting
behavior of Members of the European Parliament reasonably well with a weighted
F1 score of approximately 0.793. Our persona dataset of politicians in the 2024
European Parliament and our code are available at
https://github.com/dess-mannheim/european_parliament_simulation.",大语言模型（LLMs）展示了理解或甚至生产政治话语的显著能力，但被发现一致地显示出进步的左倾偏见。与此同时，所谓的角色或身份提示已经被证明可以产生与基础模型不一致的社会经济群体的LLM行为。在本工作中，我们分析是否可以使用零射击角色提示和有限信息准确预测个人投票决策，并通过聚合准确预测欧洲群体在一系列多样化政策上的立场。我们评估预测是否稳定，面对反事实论点、不同角色提示和生成方法。最后，我们发现可以用加权F1分数约为0.793的方式相当好地模拟欧洲议会成员的投票行为。我们的政治家角色数据集和代码可在https://github.com/dess-mannheim/european_parliament_simulation上获得。,The paper explores using persona prompts to align LLMs with specific socioeconomic groups to predict voting behavior in the European Parliament.,LLM,"Helpful, Honest","Persona prompts, Voting behavior, LLM alignment, Political discourse, European Parliament"
Entropy Controllable Direct Preference Optimization,"Motoki Omura, Yasuhiro Fujita, Toshiki Kataoka",2024-11-12T07:09:44Z,http://arxiv.org/pdf/2411.07595v2,"In the post-training of large language models (LLMs), Reinforcement Learning
from Human Feedback (RLHF) is an effective approach to achieve generation
aligned with human preferences. Direct Preference Optimization (DPO) allows for
policy training with a simple binary cross-entropy loss without a reward model.
The objective of DPO is regularized by reverse KL divergence that encourages
mode-seeking fitting to the reference policy. Nonetheless, we indicate that
minimizing reverse KL divergence could fail to capture a mode of the reference
distribution, which may hurt the policy's performance. Based on this
observation, we propose a simple modification to DPO, H-DPO, which allows for
control over the entropy of the resulting policy, enhancing the distribution's
sharpness and thereby enabling mode-seeking fitting more effectively. In our
experiments, we show that H-DPO outperformed DPO across various tasks,
demonstrating superior results in pass@$k$ evaluations for mathematical tasks.
Moreover, H-DPO is simple to implement, requiring only minor modifications to
the loss calculation of DPO, which makes it highly practical and promising for
wide-ranging applications in the training of LLMs.",在大型语言模型（LLM）的后训练中，基于人类反馈的强化学习（RLHF）是实现与人类偏好一致的生成的有效方法。直接偏好优化（DPO）允许使用简单的二元交叉熵损失进行策略训练，而无需奖励模型。DPO的目标通过反向KL散度进行正则化，鼓励模式寻找以适应参考策略。然而，我们指出，最小化反向KL散度可能无法捕捉参考分布的模式，这可能会损害策略的性能。基于这一观察，我们提出了对DPO的简单修改，H-DPO，它允许控制结果策略的熵，从而增强分布的锐度，并更有效地实现模式寻找。在我们的实验中，我们表明H-DPO在各种任务中都优于DPO，在数学任务的pass@$k$评估中表现出色。此外，H-DPO实现简单，只需对DPO的损失计算进行微小修改，这使其在LLM训练的广泛应用中具有高度实用性和前景。,"The paper introduces H-DPO, a modification of Direct Preference Optimization that improves the alignment of large language models with human preferences by controlling the entropy of the resulting policy.",LLM,Helpful,"Direct Preference Optimization, Entropy Control, Policy Training, Human Preferences, Large Language Models"
"LiveCodeBench Pro: How Do Olympiad Medalists Judge LLMs in Competitive
  Programming?","Zihan Zheng, Zerui Cheng, Zeyu Shen, Shang Zhou, Kaiyuan Liu, Hansen He, Dongruixuan Li, Stanley Wei, Hangyi Hao, Jianzhu Yao, Peiyao Sheng, Zixuan Wang, Wenhao Chai, Aleksandra Korolova, Peter Henderson, Sanjeev Arora, Pramod Viswanath, Jingbo Shang, Saining Xie",2025-06-13T16:29:09Z,http://arxiv.org/pdf/2506.11928v1,"Recent reports claim that large language models (LLMs) now outperform elite
humans in competitive programming. Drawing on knowledge from a group of
medalists in international algorithmic contests, we revisit this claim,
examining how LLMs differ from human experts and where limitations still
remain. We introduce LiveCodeBench Pro, a benchmark composed of problems from
Codeforces, ICPC, and IOI that are continuously updated to reduce the
likelihood of data contamination. A team of Olympiad medalists annotates every
problem for algorithmic categories and conducts a line-by-line analysis of
failed model-generated submissions. Using this new data and benchmark, we find
that frontier models still have significant limitations: without external
tools, the best model achieves only 53% pass@1 on medium-difficulty problems
and 0% on hard problems, domains where expert humans still excel. We also find
that LLMs succeed at implementation-heavy problems but struggle with nuanced
algorithmic reasoning and complex case analysis, often generating confidently
incorrect justifications. High performance appears largely driven by
implementation precision and tool augmentation, not superior reasoning.
LiveCodeBench Pro thus highlights the significant gap to human grandmaster
levels, while offering fine-grained diagnostics to steer future improvements in
code-centric LLM reasoning.",最近的报告声称，大型语言模型（LLMs）现在在竞争性编程中超越了精英人类。基于一组国际算法竞赛奖牌获得者的知识，我们重新审视了这一说法，研究了LLMs与人类专家的不同之处以及仍然存在的局限性。我们引入了LiveCodeBench Pro，这是一个由Codeforces、ICPC和IOI的问题组成的基准，这些问题不断更新以减少数据污染的可能性。一支奥林匹克奖牌获得者团队为每个问题进行算法类别的注释，并对失败的模型生成的提交进行逐行分析。使用这些新数据和基准，我们发现前沿模型仍然存在重大局限性：没有外部工具，最佳模型在中等难度问题上仅达到53%的pass@1，在难题上为0%，这些领域仍然是专家人类的优势。我们还发现，LLMs在实现密集型问题上表现出色，但在复杂的算法推理和复杂的案例分析方面表现不佳，往往生成自信的错误证明。高性能似乎主要由实现精度和工具增强驱动，而不是优越的推理。因此，LiveCodeBench Pro突出了与人类大师级别的显著差距，同时为未来的代码中心LLM推理改进提供了细粒度的诊断。,"The paper introduces LiveCodeBench Pro to evaluate LLMs in competitive programming, highlighting their limitations in algorithmic reasoning and complex case analysis.",LLM,"Helpful, Honest","LLM evaluation, competitive programming, algorithmic reasoning, code generation, benchmarking"
"Improving Large Language Model Safety with Contrastive Representation
  Learning","Samuel Simko, Mrinmaya Sachan, Bernhard Schölkopf, Zhijing Jin",2025-06-13T16:42:09Z,http://arxiv.org/pdf/2506.11938v1,"Large Language Models (LLMs) are powerful tools with profound societal
impacts, yet their ability to generate responses to diverse and uncontrolled
inputs leaves them vulnerable to adversarial attacks. While existing defenses
often struggle to generalize across varying attack types, recent advancements
in representation engineering offer promising alternatives. In this work, we
propose a defense framework that formulates model defense as a contrastive
representation learning (CRL) problem. Our method finetunes a model using a
triplet-based loss combined with adversarial hard negative mining to encourage
separation between benign and harmful representations. Our experimental results
across multiple models demonstrate that our approach outperforms prior
representation engineering-based defenses, improving robustness against both
input-level and embedding-space attacks without compromising standard
performance. Our code is available at
https://github.com/samuelsimko/crl-llm-defense",大语言模型（LLMs）是强大的工具，具有深远的社会影响，但它们生成对多样化和无控制输入的响应的能力使它们容易受到对抗性攻击。虽然现有的防御措施往往难以跨越不同攻击类型进行泛化，但表示工程的最新进展提供了有前途的替代方案。在本文中，我们提出了一种防御框架，将模型防御公式化为对比表示学习（CRL）问题。我们的方法使用三元组基础损失与对抗性硬负面挖掘结合，以鼓励良性和有害表示之间的分离。我们在多个模型上的实验结果表明，我们的方法优于先前基于表示工程的防御，提高了对输入级别和嵌入空间攻击的鲁棒性，而不会损害标准性能。我们的代码可在 https://github.com/samuelsimko/crl-llm-defense 获取。,"The paper introduces a contrastive representation learning framework to enhance the robustness of LLMs against adversarial attacks, improving their harmlessness.",LLM,Harmless,"LLM safety, adversarial attacks, contrastive representation learning, model defense, robustness"
Revealing Political Bias in LLMs through Structured Multi-Agent Debate,"Aishwarya Bandaru, Fabian Bindley, Trevor Bluth, Nandini Chavda, Baixu Chen, Ethan Law",2025-06-13T14:30:37Z,http://arxiv.org/pdf/2506.11825v1,"Large language models (LLMs) are increasingly used to simulate social
behaviour, yet their political biases and interaction dynamics in debates
remain underexplored. We investigate how LLM type and agent gender attributes
influence political bias using a structured multi-agent debate framework, by
engaging Neutral, Republican, and Democrat American LLM agents in debates on
politically sensitive topics. We systematically vary the underlying LLMs, agent
genders, and debate formats to examine how model provenance and agent personas
influence political bias and attitudes throughout debates. We find that Neutral
agents consistently align with Democrats, while Republicans shift closer to the
Neutral; gender influences agent attitudes, with agents adapting their opinions
when aware of other agents' genders; and contrary to prior research, agents
with shared political affiliations can form echo chambers, exhibiting the
expected intensification of attitudes as debates progress.",大型语言模型（LLMs）越来越多地用于模拟社会行为，但它们在辩论中的政治偏见和互动动态仍然研究不足。我们通过结构化的多代理辩论框架，研究LLM类型和代理性别属性如何影响政治偏见，通过让中立、共和党和民主党美国LLM代理在政治敏感话题上进行辩论。我们系统地变化底层LLMs、代理性别和辩论格式，以检查模型来源和代理人格如何影响辩论中的政治偏见和态度。我们发现，中立代理始终与民主党一致，而共和党则更接近中立；性别影响代理态度，代理在知道其他代理性别时会调整他们的观点；与先前的研究相反，具有共同政治归属的代理可以形成回声室，在辩论进展中表现出预期的态度加剧。,The paper explores how different attributes of LLMs influence their political bias and alignment during structured debates.,LLM,"Helpful, Harmless","Political bias, LLM alignment, debate, agent attributes, echo chambers"
"Preempting Text Sanitization Utility in Resource-Constrained
  Privacy-Preserving LLM Interactions","Robin Carpentier, Benjamin Zi Hao Zhao, Hassan Jameel Asghar, Dali Kaafar",2024-11-18T12:31:22Z,http://arxiv.org/pdf/2411.11521v3,"Interactions with online Large Language Models raise privacy issues where
providers can gather sensitive information about users and their companies from
the prompts. While textual prompts can be sanitized using Differential Privacy,
we show that it is difficult to anticipate the performance of an LLM on such
sanitized prompt. Poor performance has clear monetary consequences for LLM
services charging on a pay-per-use model as well as great amount of computing
resources wasted. To this end, we propose a middleware architecture leveraging
a Small Language Model to predict the utility of a given sanitized prompt
before it is sent to the LLM. We experimented on a summarization task and a
translation task to show that our architecture helps prevent such resource
waste for up to 20% of the prompts. During our study, we also reproduced
experiments from one of the most cited paper on text sanitization using DP and
show that a potential performance-driven implementation choice dramatically
changes the output while not being explicitly acknowledged in the paper.",与在线大型语言模型的交互会引发隐私问题，提供商可以从提示中收集有关用户及其公司的敏感信息。虽然可以使用差分隐私对文本提示进行清理，但很难预测LLM在清理后提示上的性能。性能不佳会对按使用量收费的LLM服务产生明显的经济后果，并且会浪费大量的计算资源。为此，我们提出了一种中间件架构，利用小型语言模型在将清理后的提示发送到LLM之前预测其效用。我们在总结任务和翻译任务上进行了实验，表明我们的架构可以防止20%的提示浪费资源。在我们的研究中，我们还重现了差分隐私文本清理领域最具代表性的论文中的实验，并表明潜在的性能驱动的实现选择会显著改变输出，而这在论文中并未明确承认。,"The paper proposes a middleware architecture using a Small Language Model to predict the utility of sanitized prompts for LLMs, aiming to prevent resource waste and maintain performance.",LLM,Harmless,"Privacy, Sanitization, Differential Privacy, LLM, Performance"
"Evaluating Implicit Bias in Large Language Models by Attacking From a
  Psychometric Perspective","Yuchen Wen, Keping Bi, Wei Chen, Jiafeng Guo, Xueqi Cheng",2024-06-20T06:42:08Z,http://arxiv.org/pdf/2406.14023v4,"As large language models (LLMs) become an important way of information
access, there have been increasing concerns that LLMs may intensify the spread
of unethical content, including implicit bias that hurts certain populations
without explicit harmful words. In this paper, we conduct a rigorous evaluation
of LLMs' implicit bias towards certain demographics by attacking them from a
psychometric perspective to elicit agreements to biased viewpoints. Inspired by
psychometric principles in cognitive and social psychology, we propose three
attack approaches, i.e., Disguise, Deception, and Teaching. Incorporating the
corresponding attack instructions, we built two benchmarks: (1) a bilingual
dataset with biased statements covering four bias types (2.7K instances) for
extensive comparative analysis, and (2) BUMBLE, a larger benchmark spanning
nine common bias types (12.7K instances) for comprehensive evaluation.
Extensive evaluation of popular commercial and open-source LLMs shows that our
methods can elicit LLMs' inner bias more effectively than competitive
baselines. Our attack methodology and benchmarks offer an effective means of
assessing the ethical risks of LLMs, driving progress toward greater
accountability in their development. Our code, data, and benchmarks are
available at https://yuchenwen1.github.io/ImplicitBiasEvaluation/.",随着大型语言模型（LLMs）成为信息获取的重要方式，人们越来越担心LLMs可能会加剧不道德内容的传播，包括没有明确有害词语的隐性偏见，这会伤害某些人口。在本文中，我们从心理测量的角度对LLMs对某些人口的隐性偏见进行了严格的评估，以引发对偏见观点的同意。受认知和社会心理学中的心理测量原则的启发，我们提出了三种攻击方法，即伪装、欺骗和教学。结合相应的攻击指令，我们构建了两个基准：(1)一个包含四种偏见类型的双语数据集（2.7K实例）用于广泛的比较分析，以及(2) BUMBLE，一个跨越九种常见偏见类型的更大基准（12.7K实例）用于全面评估。对流行的商业和开源LLMs的广泛评估表明，我们的方法比竞争基线更有效地引发了LLMs的内在偏见。我们的攻击方法和基准为评估LLMs的伦理风险提供了一种有效的手段，推动其开发的更大责任感。我们的代码、数据和基准可在https://yuchenwen1.github.io/ImplicitBiasEvaluation/获得。,"The paper presents a method to evaluate implicit bias in large language models using psychometric principles, aiming to make LLMs more accountable and ethical.",LLM,Harmless,"Implicit Bias, Psychometric Perspective, Large Language Models, Bias Evaluation, Ethical Risks"
Safer or Luckier? LLMs as Safety Evaluators Are Not Robust to Artifacts,"Hongyu Chen, Seraphina Goldfarb-Tarrant",2025-03-12T12:49:02Z,http://arxiv.org/pdf/2503.09347v2,"Large Language Models (LLMs) are increasingly employed as automated
evaluators to assess the safety of generated content, yet their reliability in
this role remains uncertain. This study evaluates a diverse set of 11 LLM judge
models across critical safety domains, examining three key aspects:
self-consistency in repeated judging tasks, alignment with human judgments, and
susceptibility to input artifacts such as apologetic or verbose phrasing. Our
findings reveal that biases in LLM judges can significantly distort the final
verdict on which content source is safer, undermining the validity of
comparative evaluations. Notably, apologetic language artifacts alone can skew
evaluator preferences by up to 98\%. Contrary to expectations, larger models do
not consistently exhibit greater robustness, while smaller models sometimes
show higher resistance to specific artifacts. To mitigate LLM evaluator
robustness issues, we investigate jury-based evaluations aggregating decisions
from multiple models. Although this approach both improves robustness and
enhances alignment to human judgements, artifact sensitivity persists even with
the best jury configurations. These results highlight the urgent need for
diversified, artifact-resistant methodologies to ensure reliable safety
assessments.",大语言模型（LLMs）越来越多地被用作自动评估器，以评估生成内容的安全性，但它们在该角色中的可靠性仍然不确定。本研究评估了11种LLM评判模型在关键安全领域的三个关键方面：在重复判断任务中的自我一致性、与人类判断的对齐以及对输入工件（如道歉或冗长的措辞）的易感性。我们的发现表明，LLM评判员的偏见可能会显著扭曲最终对哪个内容来源更安全的裁决，从而削弱比较评估的有效性。值得注意的是，仅道歉语言工件就可以将评估器的偏好偏离98%。与预期相反，较大的模型并不一致地表现出更大的鲁棒性，而较小的模型有时对特定工件表现出更高的抵抗力。为了缓解LLM评估器的鲁棒性问题，我们研究了基于陪审团的评估，汇总来自多个模型的决策。尽管这种方法既提高了鲁棒性，又增强了与人类判断的对齐，但即使在最佳陪审团配置下，工件敏感性仍然存在。这些结果强调了需要多样化、抗工件的方法来确保可靠的安全评估。,"The paper investigates the reliability and robustness of LLMs as safety evaluators, highlighting their susceptibility to artifacts and the need for improved methodologies.",LLM,Harmless,"LLM, safety evaluation, artifacts, robustness, human alignment"
