Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
MemeMind: A Large-Scale Multimodal Dataset with Chain-of-Thought Reasoning for Harmful Meme Detection,"Hexiang Gu, Qifan Yu, Saihui Hou, Zhiqin Fang, Huijia Wu, Zhaofeng He",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.18919.pdf,"The rapid development of social media has intensified the spread of harmful content. Harmful memes, which integrate both images and text, pose significant challenges for automated detection due to their implicit semantics and complex multimodal interactions. Although existing research has made progress in detection accuracy and interpretability, the lack of a systematic, large-scale, diverse, and highly explainable dataset continues to hinder further advancement in this field. To address this gap, we introduce MemeMind, a novel dataset featuring scientifically rigorous standards, large scale, diversity, bilingual support (Chinese and English), and detailed Chain-of-Thought (CoT) annotations. MemeMind fills critical gaps in current datasets by offering comprehensive labeling and explicit reasoning traces, thereby providing a solid foundation for enhancing harmful meme detection. In addition, we propose an innovative detection framework, MemeGuard, which effectively integrates multimodal information with reasoning process modeling, significantly improving models' ability to understand and identify harmful memes. Extensive experiments conducted on the MemeMind dataset demonstrate that MemeGuard consistently outperforms existing state-of-the-art methods in harmful meme detection tasks.",社交媒体的快速发展加剧了有害内容的传播。有害的模因，它们结合了图像和文本，由于其隐含的语义和复杂的多模态交互，对自动检测构成了重大挑战。尽管现有研究在检测准确性和可解释性方面取得了进展，但缺乏一个系统化、大规模、多样化且高度可解释的数据集，继续阻碍了该领域的进一步发展。为了解决这一问题，我们引入了MemeMind，一个具有科学严谨标准、大规模、多样性、双语支持（中文和英文）和详细的Chain-of-Thought（CoT）注释的新数据集。MemeMind通过提供全面的标签和显式的推理轨迹，填补了当前数据集的关键空白，从而为提高有害模因检测提供了坚实的基础。此外，我们提出了一种创新的检测框架MemeGuard，它有效地将多模态信息与推理过程建模相结合，显著提高了模型理解和识别有害模因的能力。在MemeMind数据集上进行的广泛实验表明，MemeGuard在有害模因检测任务中始终优于现有的最先进方法。,"The paper introduces MemeMind, a large-scale multimodal dataset with Chain-of-Thought reasoning for harmful meme detection, and proposes MemeGuard, a framework that improves the detection of harmful memes by integrating multimodal information and reasoning processes.",LLM,Harmless,"Harmful meme detection, multimodal dataset, Chain-of-Thought reasoning, harmful content, LLM alignment"
Do LLMs Know When to Flip a Coin? Strategic Randomization through Reasoning and Experience,Lingyu Yang (Shanghai Jiao Tong University),2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.18928.pdf,"Strategic randomization is a key principle in game theory, yet it remains underexplored in large language models (LLMs). Prior work often conflates the cognitive decision to randomize with the mechanical generation of randomness, leading to incomplete evaluations. To address this, we propose a novel zero-sum game inspired by the Tian Ji Horse Race, where the Nash equilibrium corresponds to a maximal entropy strategy. The game's complexity masks this property from untrained humans and underdeveloped LLMs. We evaluate five LLMs across prompt styles -- framed, neutral, and hinted -- using competitive multi-tournament gameplay with system-provided random choices, isolating the decision to randomize. Results show that weaker models remain deterministic regardless of prompts, while stronger models exhibit increased randomization under explicit hints. When facing weaker models, strong LLMs adopt deterministic strategies to exploit biases, but converge toward equilibrium play when facing peers. Through win/loss outcomes and Bayes factor analysis, we demonstrate meaningful variation in LLMs' strategic reasoning capabilities, highlighting opportunities for improvement in abstract reasoning and adaptive learning. We make our implementation publicly available at https://github.com/ocelopus/llm-when-to-throw-coin to ensure full reproducibility.",战略随机化是博弈论中的一个关键原则，但在大型语言模型（LLMs）中仍然研究不足。之前的工作往往将随机化的认知决策与随机性的机械生成混淆，导致评估不完整。为了解决这个问题，我们提出了一种新的零和游戏，灵感来自天机马赛，其中纳什均衡对应于最大熵策略。游戏的复杂性掩盖了这一属性，使未经训练的人类和未发育的LLMs无法察觉。我们在不同的提示风格（框架、中立和提示）下评估了五个LLMs，使用系统提供的随机选择进行竞争性多轮比赛，隔离随机化的决策。结果表明，较弱的模型在提示下仍然保持确定性，而较强的模型在明确的提示下表现出增加的随机化。面对较弱的模型时，强LLMs采用确定性策略以利用偏差，但在面对同行时，它们会趋向于均衡游戏。通过胜负结果和贝叶斯因子分析，我们展示了LLMs在战略推理能力上的有意义变化，突出了在抽象推理和适应性学习方面改进的机会。我们在https://github.com/ocelopus/llm-when-to-throw-coin上公开了我们的实现，以确保完全可重复性。,"The paper investigates how large language models (LLMs) decide when to randomize in a strategic game, revealing variations in their strategic reasoning capabilities.",LLM,"Helpful, Honest","Strategic Randomization, Game Theory, LLMs, Adaptive Learning, Nash Equilibrium"
Safe Pruning LoRA: Robust Distance-Guided Pruning for Safety Alignment in Adaptation of LLMs,"Shuang Ao, Yi Dong, Jinwei Hu, Sarvapali Ramchurn",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.18931.pdf,"Fine-tuning Large Language Models (LLMs) with Low-Rank Adaptation (LoRA) enhances adaptability while reducing computational costs. However, fine-tuning can compromise safety alignment, even with benign data, increasing susceptibility to harmful outputs. Existing safety alignment methods struggle to capture complex parameter shifts, leading to suboptimal safety-utility trade-offs. To address this issue, we propose Safe Pruning LoRA (SPLoRA), a novel pruning-based approach that selectively removes LoRA layers that weaken safety alignment, improving safety while preserving performance. At its core, we introduce Empirical-DIEM (E-DIEM), a dimension-insensitive similarity metric that effectively detects safety misalignment in LoRA-adapted models. We conduct extensive experiments on LLMs fine-tuned with mixed of benign and malicious data, and purely benign datasets, evaluating SPLoRA across utility, safety, and reliability metrics. Results demonstrate that SPLoRA outperforms state-of-the-art safety alignment techniques, significantly reducing safety risks while maintaining or improving model performance and reliability. Additionally, SPLoRA reduces inference overhead, making it a scalable and efficient solution for deploying safer and more reliable LLMs. The code is available at https://github.com/AoShuang92/SPLoRA.",使用低秩适应（LoRA）微调大型语言模型（LLMs）可以增强适应性，同时降低计算成本。然而，微调可能会破坏安全对齐，即使使用良性数据，也会增加产生有害输出的风险。现有的安全对齐方法难以捕捉复杂的参数变化，导致安全性和效用之间的权衡不佳。为了解决这个问题，我们提出了安全修剪LoRA（SPLoRA），一种基于修剪的方法，选择性地删除削弱安全对齐的LoRA层，从而提高安全性，同时保持性能。在其核心，我们引入了经验-DIEM（E-DIEM），一种维度无关的相似度度量，能够有效检测LoRA适应模型中的安全对齐问题。我们在LLMs上进行了大量实验，这些模型使用混合的良性和恶意数据以及纯良性数据进行了微调，并评估了SPLoRA的效用、安全性和可靠性指标。结果表明，SPLoRA在显著减少安全风险的同时，优于现有的安全对齐技术，保持或提高了模型的性能和可靠性。此外，SPLoRA还减少了推理开销，使其成为一种可扩展且高效的解决方案，用于部署更安全和更可靠的LLMs。代码可在https://github.com/AoShuang92/SPLoRA获得。,"The paper introduces SPLoRA, a pruning-based method to maintain safety alignment in LLMs during fine-tuning with LoRA, reducing harmful outputs while preserving performance.",LLM,Harmless,"Safety alignment, LoRA, Pruning, Harmful outputs, LLM fine-tuning"
Advanced Applications of Generative AI in Actuarial Science: Case Studies Beyond ChatGPT,"Simon Hatzesberger, Iris Nonneman",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.18942.pdf,"This article demonstrates the transformative impact of Generative AI (GenAI) on actuarial science, illustrated by four implemented case studies. It begins with a historical overview of AI, tracing its evolution from early neural networks to modern GenAI technologies. The first case study shows how Large Language Models (LLMs) improve claims cost prediction by deriving significant features from unstructured textual data, significantly reducing prediction errors in the underlying machine learning task. In the second case study, we explore the automation of market comparisons using the GenAI concept of Retrieval-Augmented Generation to identify and process relevant information from documents. A third case study highlights the capabilities of fine-tuned vision-enabled LLMs in classifying car damage types and extracting contextual information. The fourth case study presents a multi-agent system that autonomously analyzes data from a given dataset and generates a corresponding report detailing the key findings. In addition to these case studies, we outline further potential applications of GenAI in the insurance industry, such as the automation of claims processing and fraud detection, and the verification of document compliance with internal or external policies. Finally, we discuss challenges and considerations associated with the use of GenAI, covering regulatory issues, ethical concerns, and technical limitations, among others.",这篇文章展示了生成式人工智能（GenAI）对精算学的变革性影响，通过四个实施的案例研究来说明。它从人工智能的历史概述开始，追溯其从早期神经网络到现代GenAI技术的演变。第一个案例研究展示了大型语言模型（LLMs）如何通过从非结构化文本数据中提取显著特征来改善索赔成本预测，显著减少基础机器学习任务中的预测错误。在第二个案例研究中，我们探讨了使用GenAI概念的检索增强生成来自动化市场比较，以识别和处理文档中的相关信息。第三个案例研究突出了微调的视觉启用LLMs在分类车辆损坏类型和提取上下文信息的能力。第四个案例研究展示了一个多代理系统，自主分析给定数据集中的数据并生成相应的报告，详细说明关键发现。除了这些案例研究，我们还概述了GenAI在保险行业的进一步潜在应用，例如自动化索赔处理和欺诈检测，以及验证文档是否符合内部或外部政策。最后，我们讨论了使用GenAI相关的挑战和考虑因素，涵盖监管问题、伦理问题和技术限制等。,"The paper explores the use of LLMs in actuarial science, demonstrating their effectiveness in improving claims cost prediction and other tasks through various case studies.",LLM,None,"LLMs, Actuarial Science, Claims Cost Prediction, Generative AI, Case Studies"
Mirage of Mastery: Memorization Tricks LLMs into Artificially Inflated Self-Knowledge,"Sahil Kale, Vijaykant Nadadur",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.18998.pdf,"When artificial intelligence mistakes memorization for intelligence, it creates a dangerous mirage of reasoning. Existing studies treat memorization and self-knowledge deficits in LLMs as separate issues and do not recognize an intertwining link that degrades the trustworthiness of LLM responses. In our study, we utilize a novel framework to ascertain if LLMs genuinely learn reasoning patterns from training data or merely memorize them to assume competence across problems of similar complexity focused on STEM domains. Our analysis shows a noteworthy problem in generalization: LLMs draw confidence from memorized solutions to infer a higher self-knowledge about their reasoning ability, which manifests as an over 45% inconsistency in feasibility assessments when faced with self-validated, logically coherent task perturbations. This effect is most pronounced in science and medicine domains, which tend to have maximal standardized jargon and problems, further confirming our approach. Significant wavering within the self-knowledge of LLMs also shows flaws in current architectures and training patterns, highlighting the need for techniques that ensure a balanced, consistent stance on models' perceptions of their own knowledge for maximum AI explainability and trustworthiness. Our code and results are available publicly at https://github.com/knowledge-verse-ai/LLM-Memorization_SK_Eval-.",当人工智能将记忆误认为是智能时，它会创造出一种危险的推理幻象。现有研究将LLM中的记忆和自我知识缺陷视为独立问题，并没有认识到一个相互交织的链接，这种链接会降低LLM响应的可信度。在我们的研究中，我们利用一种新颖的框架来确定LLM是否真正从训练数据中学习推理模式，还是仅仅将其记忆下来，以假装在类似复杂性问题上具有能力，这些问题主要集中在STEM领域。我们的分析显示了一个显著的泛化问题：LLM从记忆解决方案中获得信心，以推断其推理能力的更高自我知识，这在面对自我验证的、逻辑上一致的任务扰动时表现为超过45%的可行性评估不一致。这种效应在科学和医学领域最为明显，这些领域往往具有最大的标准化术语和问题，进一步确认了我们的方法。LLM自我知识中的显著波动也暴露了当前架构和训练模式中的缺陷，突出了需要确保模型对其自身知识的感知保持平衡、一致的技术，以实现最大的AI可解释性和可信度。我们的代码和结果公开可用于https://github.com/knowledge-verse-ai/LLM-Memorization_SK_Eval-。,"The paper investigates how LLMs' tendency to memorize information instead of learning reasoning patterns affects their self-knowledge and trustworthiness, particularly in STEM domains.",LLM,"Helpful, Honest","Memorization, Self-Knowledge, Generalization, Trustworthiness, STEM"
Quantifying Fairness in LLMs Beyond Tokens: A Semantic and Statistical Perspective,"Weijie Xu, Yiwen Wang, Chi Xue, Xiangkun Hu, Xi Fang, Guimin Dong, Chandan K. Reddy",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.19028.pdf,"Large Language Models (LLMs) often generate responses with inherent biases, undermining their reliability in real-world applications. Existing evaluation methods often overlook biases in long-form responses and the intrinsic variability of LLM outputs. To address these challenges, we propose FiSCo(Fine-grained Semantic Computation), a novel statistical framework to evaluate group-level fairness in LLMs by detecting subtle semantic differences in long-form responses across demographic groups. Unlike prior work focusing on sentiment or token-level comparisons, FiSCo goes beyond surface-level analysis by operating at the claim level, leveraging entailment checks to assess the consistency of meaning across responses. We decompose model outputs into semantically distinct claims and apply statistical hypothesis testing to compare inter- and intra-group similarities, enabling robust detection of subtle biases. We formalize a new group counterfactual fairness definition and validate FiSCo on both synthetic and human-annotated datasets spanning gender, race, and age. Experiments show that FiSco more reliably identifies nuanced biases while reducing the impact of stochastic LLM variability, outperforming various evaluation metrics.",大语言模型（LLMs）通常生成带有内在偏见的响应，削弱了它们在现实世界应用中的可靠性。现有的评估方法往往忽略了长文本响应中的偏见以及LLM输出的内在变异性。为了应对这些挑战，我们提出了FiSCo（细粒度语义计算），一种新的统计框架，通过检测长文本响应在不同人群之间的微妙语义差异，来评估LLM的群体级公平性。与之前的工作不同，FiSCo不仅仅关注情感或标记级别的比较，而是通过在声明级别进行操作，利用推理检查来评估响应中的意义一致性。我们将模型输出分解为语义上不同的声明，并应用统计假设检验来比较群体内和群体间的相似性，从而实现对微妙偏见的可靠检测。我们正式化了一个新的群体对抗性公平定义，并在涵盖性别、种族和年龄的合成和人工标注数据集上验证了FiSCo。实验表明，FiSco更可靠地识别出细微的偏见，同时减少了随机LLM变异的影响，优于各种评估指标。,"The paper introduces FiSCo, a statistical framework for evaluating group-level fairness in LLMs by detecting subtle semantic biases in long-form responses.",LLM,Harmless,"Fairness, Bias, Evaluation, Semantic Analysis, LLMs"
PolyGuard: Massive Multi-Domain Safety Policy-Grounded Guardrail Dataset,"Mintong Kang, Zhaorun Chen, Chejian Xu, Jiawei Zhang, Chengquan Guo, Minzhou Pan, Ivan Revilla, Yu Sun, Bo Li",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.19054.pdf,"As LLMs become widespread across diverse applications, concerns about the security and safety of LLM interactions have intensified. Numerous guardrail models and benchmarks have been developed to ensure LLM content safety. However, existing guardrail benchmarks are often built upon ad hoc risk taxonomies that lack a principled grounding in standardized safety policies, limiting their alignment with real-world operational requirements. Moreover, they tend to overlook domain-specific risks, while the same risk category can carry different implications across different domains. To bridge these gaps, we introduce PolyGuard, the first massive multi-domain safety policy-grounded guardrail dataset. PolyGuard offers: (1) broad domain coverage across eight safety-critical domains, such as finance, law, and codeGen; (2) policy-grounded risk construction based on authentic, domain-specific safety guidelines; (3) diverse interaction formats, encompassing declarative statements, questions, instructions, and multi-turn conversations; (4) advanced benign data curation via detoxification prompting to challenge over-refusal behaviors; and (5) \textbf{attack-enhanced instances} that simulate adversarial inputs designed to bypass guardrails. Based on PolyGuard, we benchmark 19 advanced guardrail models and uncover a series of findings, such as: (1) All models achieve varied F1 scores, with many demonstrating high variance across risk categories, highlighting their limited domain coverage and insufficient handling of domain-specific safety concerns; (2) As models evolve, their coverage of safety risks broadens, but performance on common risk categories may decrease; (3) All models remain vulnerable to optimized adversarial attacks. We believe that \dataset and the unique insights derived from our evaluations will advance the development of policy-aligned and resilient guardrail systems.",随着大型语言模型（LLM）在各种应用中的普及，关于LLM交互的安全性和安全性的担忧加剧。开发了许多防护栏模型和基准，以确保LLM内容的安全性。然而，现有的防护栏基准通常基于临时风险分类，缺乏在标准化安全策略中的原则性基础，从而限制了它们与实际运营要求的对齐。此外，它们往往忽略特定领域的风险，而同一风险类别在不同领域可能具有不同的含义。为了弥合这些差距，我们引入了PolyGuard，这是第一个大规模多领域安全策略基础防护栏数据集。PolyGuard提供：(1) 广泛的领域覆盖，跨越八个安全关键领域，如金融、法律和代码生成；(2) 基于真实、特定领域安全指南的策略基础风险构建；(3) 多种交互格式，包括陈述、问题、指令和多轮对话；(4) 通过解毒提示进行高级良性数据策划，以挑战过度拒绝行为；(5) 模拟设计以绕过防护栏的对抗性输入的攻击增强实例。基于PolyGuard，我们对19个先进的防护栏模型进行了基准测试，并揭示了一系列发现，例如：(1) 所有模型在不同的风险类别中实现了不同的F1分数，许多模型在不同的风险类别中表现出高方差，突出了它们的有限领域覆盖和不足的领域特定安全关注；(2) 随着模型的演变，它们的安全风险覆盖范围扩大，但对常见风险类别的性能可能会下降；(3) 所有模型仍然容易受到优化的对抗性攻击。我们相信该数据集及其评估中独特的见解将推动策略对齐和防护栏系统的发展。,"The paper introduces PolyGuard, a multi-domain safety policy-grounded guardrail dataset for evaluating and improving the safety and security of LLM interactions.",LLM,Harmless,"Safety, Guardrail, Policy, Multi-domain, Adversarial"
MFTCXplain: A Multilingual Benchmark Dataset for Evaluating the Moral Reasoning of LLMs through Hate Speech Multi-hop Explanation,"Jackson Trager, Francielle Vargas, Diego Alves, Matteo Guida, Mikel K. Ngueajio, Ameeta Agrawal, Flor Plaza-del-Arco, Yalda Daryanai, Farzan Karimi-Malekabadi",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.19073.pdf,"Ensuring the moral reasoning capabilities of Large Language Models (LLMs) is a growing concern as these systems are used in socially sensitive tasks. Nevertheless, current evaluation benchmarks present two major shortcomings: a lack of annotations that justify moral classifications, which limits transparency and interpretability; and a predominant focus on English, which constrains the assessment of moral reasoning across diverse cultural settings. In this paper, we introduce MFTCXplain, a multilingual benchmark dataset for evaluating the moral reasoning of LLMs via hate speech multi-hop explanation using Moral Foundation Theory (MFT). The dataset comprises 3,000 tweets across Portuguese, Italian, Persian, and English, annotated with binary hate speech labels, moral categories, and text span-level rationales. Empirical results highlight a misalignment between LLM outputs and human annotations in moral reasoning tasks. While LLMs perform well in hate speech detection (F1 up to 0.836), their ability to predict moral sentiments is notably weak (F1 < 0.35). Furthermore, rationale alignment remains limited mainly in underrepresented languages. These findings show the limited capacity of current LLMs to internalize and reflect human moral reasoning.","随着大型语言模型（LLMs）在社会敏感任务中的使用，确保其道德推理能力成为一个日益重要的问题。然而，当前的评估基准存在两个主要缺点：缺乏对道德分类的注释，这限制了透明度和可解释性；以及主要集中在英语，这限制了跨不同文化背景下道德推理的评估。在本文中，我们介绍了 MFTCXplain，一个通过仇恨言论多跳解释使用道德基础理论（MFT）来评估 LLMs 道德推理的多语言基准数据集。该数据集包含 3,000 条来自葡萄牙语、意大利语、波斯语和英语的推文，并附有二元仇恨言论标签、道德类别和文本跨度级别的理由。实证结果突显了 LLM 输出与人类注释在道德推理任务中的不一致。虽然 LLMs 在仇恨言论检测方面表现良好（F1 最高达 0.836），但其预测道德情感的能力明显较弱（F1 < 0.35）。此外，理由对齐主要在低代表性语言中仍然有限。这些发现表明当前 LLMs 无法充分内化和反映人类道德推理。","The paper presents MFTCXplain, a multilingual dataset for evaluating the moral reasoning of LLMs through hate speech explanations, highlighting the misalignment between LLM outputs and human moral reasoning.",LLM,"Helpful, Harmless","Moral reasoning, LLM alignment, multilingual, hate speech, Moral Foundation Theory"
Human-Aligned Faithfulness in Toxicity Explanations of LLMs,"Ramaravind K. Mothilal, Joanna Roy, Syed Ishtiaque Ahmed, Shion Guha",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.19113.pdf,"The discourse around toxicity and LLMs in NLP largely revolves around detection tasks. This work shifts the focus to evaluating LLMs' reasoning about toxicity -- from their explanations that justify a stance -- to enhance their trustworthiness in downstream tasks. Despite extensive research on explainability, it is not straightforward to adopt existing methods to evaluate free-form toxicity explanation due to their over-reliance on input text perturbations, among other challenges. To account for these, we propose a novel, theoretically-grounded multi-dimensional criterion, Human-Aligned Faithfulness (HAF), that measures the extent to which LLMs' free-form toxicity explanations align with those of a rational human under ideal conditions. We develop six metrics, based on uncertainty quantification, to comprehensively evaluate \haf of LLMs' toxicity explanations with no human involvement, and highlight how ""non-ideal"" the explanations are. We conduct several experiments on three Llama models (of size up to 70B) and an 8B Ministral model on five diverse toxicity datasets. Our results show that while LLMs generate plausible explanations to simple prompts, their reasoning about toxicity breaks down when prompted about the nuanced relations between the complete set of reasons, the individual reasons, and their toxicity stances, resulting in inconsistent and nonsensical responses. We open-source our code and LLM-generated explanations at https://github.com/uofthcdslab/HAF.",关于毒性和LLMs的讨论在NLP中主要集中在检测任务上。本文将重点转向评估LLMs关于毒性的推理——从它们的解释中得出的立场——以增强它们在下游任务中的可信度。尽管在可解释性方面有大量研究，但由于它们过于依赖输入文本扰动等问题，很难直接采用现有方法来评估自由形式的毒性解释。为了应对这些问题，我们提出了一种新颖的、基于理论的多维度标准，即人类对齐的真实性（HAF），它衡量LLMs的自由形式毒性解释在理想条件下与理性人类的对齐程度。我们开发了六种基于不确定性量化的指标，以全面评估LLMs的毒性解释的HAF，而无需人类参与，并突出解释的“非理想”程度。我们在三个Llama模型（大小高达70B）和一个8B Ministral模型上进行了多个实验，使用五个多样化的毒性数据集。结果表明，尽管LLMs能够为简单提示生成合理的解释，但在涉及完整原因集、单个原因及其毒性立场之间的微妙关系时，其关于毒性的推理会崩溃，导致不一致和荒谬的响应。我们在https://github.com/uofthcdslab/HAF上开源了我们的代码和LLM生成的解释。,"The paper introduces a novel criterion, Human-Aligned Faithfulness, to evaluate the alignment of LLMs' toxicity explanations with human rationales, highlighting the challenges and inconsistencies in LLM reasoning about toxicity.",LLM,"Helpful, Harmless","Toxicity, Explanations, Alignment, Faithfulness, LLMs"
Command-V: Pasting LLM Behaviors via Activation Profiles,"Barry Wang, Avi Schwarzschild, Alexander Robey, Ali Payani, Charles Fleming, Mingjie Sun, Daphne Ippolito",2025-06-25T00:00:00-04:00,https://arxiv.org/pdf/2506.19140.pdf,"Retrofitting large language models (LLMs) with new behaviors typically requires full finetuning or distillation-costly steps that must be repeated for every architecture. In this work, we introduce Command-V, a backpropagation-free behavior transfer method that copies an existing residual activation adapter from a donor model and pastes its effect into a recipient model. Command-V profiles layer activations on a small prompt set, derives linear converters between corresponding layers, and applies the donor intervention in the recipient's activation space. This process does not require access to the original training data and needs minimal compute. In three case studies-safety-refusal enhancement, jailbreak facilitation, and automatic chain-of-thought reasoning--Command-V matches or exceeds the performance of direct finetuning while using orders of magnitude less compute. Our code and data are accessible at https://github.com/GithuBarry/Command-V/.",将大型语言模型（LLM）配备新行为通常需要全面的微调或蒸馏，这些步骤成本高且必须为每种架构重复。在本文中，我们引入了Command-V，一种无需反向传播的行为转移方法，它将来自捐赠模型的现有残差激活适配器复制并将其效果粘贴到接收模型中。Command-V在小型提示集上配置层激活，推导相应层之间的线性转换器，并在接收者的激活空间中应用捐赠者干预。该过程不需要访问原始训练数据，并且计算量最小。在三个案例研究中——安全拒绝增强、越狱促进和自动思维链推理——Command-V在使用的计算量比直接微调少了几个数量级的情况下，匹配或超过其性能。我们的代码和数据可在https://github.com/GithuBarry/Command-V/访问。,"The paper introduces Command-V, a method for transferring behaviors in LLMs, including safety-refusal enhancement, using minimal compute and without needing original training data.",LLM,Harmless,"Behavior transfer, safety-refusal, activation profiles, LLM alignment, minimal compute"
