Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
"A Mousetrap: Fooling Large Reasoning Models for Jailbreak with Chain of
  Iterative Chaos","Yang Yao, Xuan Tong, Ruofan Wang, Yixu Wang, Lujundong Li, Liang Liu, Yan Teng, Yingchun Wang",2025-02-19T07:23:36Z,http://arxiv.org/pdf/2502.15806v2,"Large Reasoning Models (LRMs) have significantly advanced beyond traditional
Large Language Models (LLMs) with their exceptional logical reasoning
capabilities, yet these improvements introduce heightened safety risks. When
subjected to jailbreak attacks, their ability to generate more targeted and
organized content can lead to greater harm. Although some studies claim that
reasoning enables safer LRMs against existing LLM attacks, they overlook the
inherent flaws within the reasoning process itself. To address this gap, we
propose the first jailbreak attack targeting LRMs, exploiting their unique
vulnerabilities stemming from the advanced reasoning capabilities.
Specifically, we introduce a Chaos Machine, a novel component to transform
attack prompts with diverse one-to-one mappings. The chaos mappings iteratively
generated by the machine are embedded into the reasoning chain, which
strengthens the variability and complexity and also promotes a more robust
attack. Based on this, we construct the Mousetrap framework, which makes
attacks projected into nonlinear-like low sample spaces with mismatched
generalization enhanced. Also, due to the more competing objectives, LRMs
gradually maintain the inertia of unpredictable iterative reasoning and fall
into our trap. Success rates of the Mousetrap attacking o1-mini, Claude-Sonnet
and Gemini-Thinking are as high as 96%, 86% and 98% respectively on our toxic
dataset Trotter. On benchmarks such as AdvBench, StrongREJECT, and HarmBench,
attacking Claude-Sonnet, well-known for its safety, Mousetrap can astonishingly
achieve success rates of 87.5%, 86.58% and 93.13% respectively. Attention: This
paper contains inappropriate, offensive and harmful content.",大型推理模型（LRMs）在传统大型语言模型（LLMs）之上取得了显著进展，具有卓越的逻辑推理能力，但这些改进也带来了更高的安全风险。当受到越狱攻击时，它们生成更有针对性和组织性内容的能力可能导致更大的伤害。虽然一些研究声称推理使得LRMs在现有的LLM攻击中更安全，但它们忽视了推理过程本身的内在缺陷。为了填补这一空白，我们提出了第一个针对LRMs的越狱攻击，利用其独特的推理能力带来的漏洞。具体来说，我们引入了混沌机器，这是一个将攻击提示与多种一对一映射转换的新组件。混沌机器迭代生成的混沌映射嵌入到推理链中，这增强了变异性和复杂性，并促进了更强大的攻击。基于此，我们构建了Mousetrap框架，使攻击投射到非线性样本空间，增强了不匹配的泛化。此外，由于更多的竞争目标，LRMs逐渐保持了不可预测的迭代推理惯性并陷入我们的陷阱。Mousetrap攻击o1-mini、Claude-Sonnet和Gemini-Thinking的成功率分别高达96%、86%和98%，在我们的毒性数据集Trotter上。在AdvBench、StrongREJECT和HarmBench等基准测试中，攻击Claude-Sonnet，以其安全性著称，Mousetrap可以令人惊讶地实现87.5%、86.58%和93.13%的成功率。注意：这篇论文包含不适当、冒犯性和有害内容。,"The paper introduces the Mousetrap framework, a novel jailbreak attack method targeting Large Reasoning Models (LRMs) that exploits their advanced reasoning capabilities to generate harmful content.",LLM,Harmless,"Jailbreak attacks, Large Reasoning Models, Safety risks, Harmful content, Mousetrap framework"
MAEBE: Multi-Agent Emergent Behavior Framework,"Sinem Erisken, Timothy Gothard, Martin Leitgab, Ram Potham",2025-06-03T16:33:47Z,http://arxiv.org/pdf/2506.03053v1,"Traditional AI safety evaluations on isolated LLMs are insufficient as
multi-agent AI ensembles become prevalent, introducing novel emergent risks.
This paper introduces the Multi-Agent Emergent Behavior Evaluation (MAEBE)
framework to systematically assess such risks. Using MAEBE with the Greatest
Good Benchmark (and a novel double-inversion question technique), we
demonstrate that: (1) LLM moral preferences, particularly for Instrumental
Harm, are surprisingly brittle and shift significantly with question framing,
both in single agents and ensembles. (2) The moral reasoning of LLM ensembles
is not directly predictable from isolated agent behavior due to emergent group
dynamics. (3) Specifically, ensembles exhibit phenomena like peer pressure
influencing convergence, even when guided by a supervisor, highlighting
distinct safety and alignment challenges. Our findings underscore the necessity
of evaluating AI systems in their interactive, multi-agent contexts.",传统的AI安全评估在孤立的LLM上是不充分的，因为多智能体AI集群变得普遍，引入了新的突现风险。本文介绍了多智能体突现行为评估（MAEBE）框架，以系统地评估这些风险。使用MAEBE和最大善良基准（以及一种新的双重反转问题技术），我们证明了：(1) LLM的道德偏好，特别是对工具性伤害，在问题框架中变化显著，无论是单个智能体还是集群。(2) LLM集群的道德推理不能直接从孤立的智能体行为中预测，因为突现的群体动态。(3) 特别是，集群表现出现象，如同伴压力影响收敛，即使在受监督者指导下，突显了不同的安全和对齐挑战。我们的发现强调了在其交互式、多智能体上下文中评估AI系统的必要性。,"The paper introduces a framework to evaluate emergent risks in LLM ensembles, highlighting unique safety and alignment challenges.",LLM,Harmless,"Multi-agent, Emergent behavior, Moral preferences, LLM ensembles, Safety"
"Beyond Prompt Engineering: Robust Behavior Control in LLMs via Steering
  Target Atoms","Mengru Wang, Ziwen Xu, Shengyu Mao, Shumin Deng, Zhaopeng Tu, Huajun Chen, Ningyu Zhang",2025-05-23T17:59:18Z,http://arxiv.org/pdf/2505.20322v2,"Precise control over language model generation is vital for ensuring both
safety and reliability. Although prompt engineering and steering are commonly
used to intervene in model behaviors, the vast number of parameters in models
often results in highly intertwined internal representations. This
interdependency can limit control precision and sometimes lead to unintended
side effects. Recent research has explored the use of sparse autoencoders (SAE)
to disentangle knowledge in high-dimensional spaces for steering. However,
these applications have been limited to toy tasks owing to the nontrivial issue
of locating atomic knowledge components. In this paper, we propose Steering
Target Atoms (STA), a novel method that isolates and manipulates disentangled
knowledge components to enhance safety. Comprehensive experiments demonstrate
the effectiveness of our approach. Further analysis reveals that steering
exhibits superior robustness and flexibility, particularly in adversarial
scenarios. We also apply the steering strategy to the large reasoning model,
confirming its effectiveness in precise reasoning control.",对语言模型生成的精确控制对于确保安全性和可靠性至关重要。虽然提示工程和引导常用于干预模型行为，但模型中的大量参数通常会导致高度交织的内部表示。这种相互依赖性可能会限制控制精度，有时还会导致意外的副作用。最近的研究探索了使用稀疏自编码器（SAE）来分离高维空间中的知识以进行引导。然而，这些应用仅限于玩具任务，因为定位原子知识组件的问题并非微不足道。在本文中，我们提出了一种新方法，称为引导目标原子（STA），它隔离和操作分离的知识组件以增强安全性。全面的实验证明了我们方法的有效性。进一步的分析表明，引导在对抗性场景中表现出卓越的鲁棒性和灵活性。我们还将引导策略应用于大型推理模型，证实了其在精确推理控制中的有效性。,"The paper introduces Steering Target Atoms (STA), a method to isolate and manipulate knowledge components in LLMs for enhanced safety and control.",LLM,Harmless,"LLM control, safety, steering, disentangled knowledge, robustness"
SATA: A Paradigm for LLM Jailbreak via Simple Assistive Task Linkage,"Xiaoning Dong, Wenbo Hu, Wei Xu, Tianxing He",2024-12-19T05:57:37Z,http://arxiv.org/pdf/2412.15289v3,"Large language models (LLMs) have made significant advancements across
various tasks, but their safety alignment remain a major concern. Exploring
jailbreak prompts can expose LLMs' vulnerabilities and guide efforts to secure
them. Existing methods primarily design sophisticated instructions for the LLM
to follow, or rely on multiple iterations, which could hinder the performance
and efficiency of jailbreaks. In this work, we propose a novel jailbreak
paradigm, Simple Assistive Task Linkage (SATA), which can effectively
circumvent LLM safeguards and elicit harmful responses. Specifically, SATA
first masks harmful keywords within a malicious query to generate a relatively
benign query containing one or multiple [MASK] special tokens. It then employs
a simple assistive task such as a masked language model task or an element
lookup by position task to encode the semantics of the masked keywords.
Finally, SATA links the assistive task with the masked query to jointly perform
the jailbreak. Extensive experiments show that SATA achieves state-of-the-art
performance and outperforms baselines by a large margin. Specifically, on
AdvBench dataset, with mask language model (MLM) assistive task, SATA achieves
an overall attack success rate (ASR) of 85% and harmful score (HS) of 4.57, and
with element lookup by position (ELP) assistive task, SATA attains an overall
ASR of 76% and HS of 4.43.",大语言模型（LLMs）在各种任务中取得了显著进展，但其安全对齐仍然是一个主要问题。探索越狱提示可以暴露LLMs的漏洞，并指导努力来保护它们。现有方法主要设计复杂的指令供LLM遵循，或者依赖于多次迭代，这可能会妨碍越狱的性能和效率。在本工作中，我们提出了一种新的越狱范式，简单的辅助任务链接（SATA），它可以有效地绕过LLM的安全措施并引发有害的响应。具体来说，SATA首先在恶意查询中掩盖有害关键字，以生成一个相对无害的查询，其中包含一个或多个[MASK]特殊令牌。然后，它使用简单的辅助任务（如掩码语言模型任务或按位置查找元素任务）来编码掩码关键字的语义。最后，SATA将辅助任务与掩码查询链接在一起，以共同执行越狱。广泛的实验表明，SATA实现了最先进的性能，并以大幅度超越基线。具体来说，在AdvBench数据集上，使用掩码语言模型（MLM）辅助任务，SATA实现了总体攻击成功率（ASR）为85%和有害分数（HS）为4.57，使用按位置查找元素（ELP）辅助任务，SATA实现了总体ASR为76%和HS为4.43。,"The paper introduces SATA, a method to jailbreak LLMs by linking simple assistive tasks with masked queries to elicit harmful responses.",LLM,Harmless,"LLM jailbreak, safety alignment, harmful responses, SATA, assistive task linkage"
"Corrigibility as a Singular Target: A Vision for Inherently Reliable
  Foundation Models","Ram Potham, Max Harms",2025-06-03T16:36:03Z,http://arxiv.org/pdf/2506.03056v1,"Foundation models (FMs) face a critical safety challenge: as capabilities
scale, instrumental convergence drives default trajectories toward loss of
human control, potentially culminating in existential catastrophe. Current
alignment approaches struggle with value specification complexity and fail to
address emergent power-seeking behaviors. We propose ""Corrigibility as a
Singular Target"" (CAST)-designing FMs whose overriding objective is empowering
designated human principals to guide, correct, and control them. This paradigm
shift from static value-loading to dynamic human empowerment transforms
instrumental drives: self-preservation serves only to maintain the principal's
control; goal modification becomes facilitating principal guidance. We present
a comprehensive empirical research agenda spanning training methodologies
(RLAIF, SFT, synthetic data generation), scalability testing across model
sizes, and demonstrations of controlled instructability. Our vision: FMs that
become increasingly responsive to human guidance as capabilities grow, offering
a path to beneficial AI that remains as tool-like as possible, rather than
supplanting human judgment. This addresses the core alignment problem at its
source, preventing the default trajectory toward misaligned instrumental
convergence.",基础模型（FMs）面临一个关键的安全挑战：随着能力的扩展，工具性收敛驱动默认轨迹朝着失去人类控制的方向发展，可能最终导致存在性灾难。当前的对齐方法在价值规范复杂性方面存在困难，无法解决出现的权力寻求行为。我们提出“可纠正性作为单一目标”（CAST）-设计FMs，其主要目标是赋予指定的人类主体指导、纠正和控制它们的能力。这种从静态价值加载到动态人类赋能的范式转变改变了工具性驱动：自我保护仅用于维持主体的控制；目标修改成为促进主体指导。我们提出了一个全面的实证研究议程，涵盖训练方法（RLAIF、SFT、合成数据生成）、跨模型大小的可扩展性测试以及受控指导性的演示。我们的愿景是：随着能力的增长，FMs变得越来越响应人类指导，提供了一条有益的人工智能路径，尽可能保持工具的特性，而不是取代人类判断。这解决了核心对齐问题的根源，防止了默认轨迹向不一致的工具性收敛。,"The paper proposes a new paradigm for aligning foundation models to be corrigible and responsive to human guidance, addressing the core alignment problem.",LMM,Helpful,"Corrigibility, Alignment, Foundation Models, Human Control, Safety"
"Can't See the Forest for the Trees: Benchmarking Multimodal Safety
  Awareness for Multimodal LLMs","Wenxuan Wang, Xiaoyuan Liu, Kuiyi Gao, Jen-tse Huang, Youliang Yuan, Pinjia He, Shuai Wang, Zhaopeng Tu",2025-02-16T16:12:40Z,http://arxiv.org/pdf/2502.11184v2,"Multimodal Large Language Models (MLLMs) have expanded the capabilities of
traditional language models by enabling interaction through both text and
images. However, ensuring the safety of these models remains a significant
challenge, particularly in accurately identifying whether multimodal content is
safe or unsafe-a capability we term safety awareness. In this paper, we
introduce MMSafeAware, the first comprehensive multimodal safety awareness
benchmark designed to evaluate MLLMs across 29 safety scenarios with 1500
carefully curated image-prompt pairs. MMSafeAware includes both unsafe and
over-safety subsets to assess models abilities to correctly identify unsafe
content and avoid over-sensitivity that can hinder helpfulness. Evaluating nine
widely used MLLMs using MMSafeAware reveals that current models are not
sufficiently safe and often overly sensitive; for example, GPT-4V misclassifies
36.1% of unsafe inputs as safe and 59.9% of benign inputs as unsafe. We further
explore three methods to improve safety awareness-prompting-based approaches,
visual contrastive decoding, and vision-centric reasoning fine-tuning-but find
that none achieve satisfactory performance. Our findings highlight the profound
challenges in developing MLLMs with robust safety awareness, underscoring the
need for further research in this area. All the code and data will be publicly
available to facilitate future research.",多模态大语言模型（MLLMs）通过文本和图像的交互扩展了传统语言模型的能力。然而，确保这些模型的安全性仍然是一个重大挑战，特别是在准确识别多模态内容是否安全方面。本文介绍了MMSafeAware，这是第一个全面的多模态安全意识基准，旨在评估MLLMs在29种安全场景中的表现，使用1500个精心策划的图像提示对。MMSafeAware包括不安全和过度安全子集，以评估模型正确识别不安全内容并避免过度敏感性的能力，这可能会妨碍有用性。使用MMSafeAware评估九个广泛使用的MLLMs表明，当前模型不够安全，往往过于敏感；例如，GPT-4V将36.1%的不安全输入误分类为安全，将59.9%的良性输入误分类为不安全。我们进一步探讨了三种改进安全意识的方法——基于提示的方法、视觉对比解码和视觉中心的推理微调，但发现没有一种方法能达到令人满意的性能。我们的发现强调了开发具有健全安全意识的MLLMs的深刻挑战，突显了在这个领域进一步研究的需要。所有代码和数据将公开发布，以促进未来的研究。,The paper introduces a benchmark for evaluating the safety awareness of multimodal large language models and finds that current models struggle with both identifying unsafe content and avoiding over-sensitivity.,LLM,"Helpful, Harmless","Multimodal LLMs, Safety Awareness, Benchmarking, Helpfulness, Harmlessness"
"Linear Representation Transferability Hypothesis: Leveraging Small
  Models to Steer Large Models","Femi Bello, Anubrata Das, Fanzhi Zeng, Fangcong Yin, Liu Leqi",2025-05-31T17:45:18Z,http://arxiv.org/pdf/2506.00653v2,"It has been hypothesized that neural networks with similar architectures
trained on similar data learn shared representations relevant to the learning
task. We build on this idea by extending the conceptual framework where
representations learned across models trained on the same data can be expressed
as linear combinations of a \emph{universal} set of basis features. These basis
features underlie the learning task itself and remain consistent across models,
regardless of scale. From this framework, we propose the \textbf{Linear
Representation Transferability (LRT)} Hypothesis -- that there exists an affine
transformation between the representation spaces of different models. To test
this hypothesis, we learn affine mappings between the hidden states of models
of different sizes and evaluate whether steering vectors -- directions in
hidden state space associated with specific model behaviors -- retain their
semantic effect when transferred from small to large language models using the
learned mappings. We find strong empirical evidence that such affine mappings
can preserve steering behaviors. These findings suggest that representations
learned by small models can be used to guide the behavior of large models, and
that the LRT hypothesis may be a promising direction on understanding
representation alignment across model scales.",有人假设具有相似架构并在相似数据上训练的神经网络学习到与学习任务相关的共享表示。我们通过扩展概念框架，提出了线性表示可转移假设（LRT假设），即存在不同模型表示空间之间的仿射变换。我们学习了不同大小模型隐藏状态之间的仿射映射，并评估了在从小模型到大语言模型转移时，是否保留了与特定模型行为相关的方向。我们发现，仿射映射可以保留引导行为。这些发现表明，小模型学习到的表示可以用来指导大模型的行为，LRT假设可能是理解跨模型尺度表示对齐的有前途的方向。,"The paper proposes and tests the Linear Representation Transferability Hypothesis, showing that behaviors learned by small models can steer large language models.",LLM,Helpful,"Representation Transferability, Steering, Alignment, Large Language Models, Small Models"
"Response-Level Rewards Are All You Need for Online Reinforcement
  Learning in LLMs: A Mathematical Perspective","Shenghua He, Tian Xia, Xuan Zhou, Hui Wei",2025-06-03T07:44:31Z,http://arxiv.org/pdf/2506.02553v1,"We study a common challenge in reinforcement learning for large language
models (LLMs): the Zero-Reward Assumption, where non-terminal actions (i.e.,
intermediate token generations) receive zero task-specific immediate reward,
while only the final token receives a reward for the entire response. This
assumption arises frequently in practice, as precise token-level rewards are
often difficult or infeasible to obtain in LLM applications. In this work, we
provide a unifying theoretical perspective. We introduce the Trajectory Policy
Gradient Theorem, which shows that the policy gradient based on true, unknown
token-level rewards can be unbiasedly estimated using only a response-level
reward model, regardless of whether the Zero-Reward Assumption holds or not,
for algorithms in the REINFORCE and Actor-Critic families. This result reveals
that widely used methods such as PPO, GRPO, ReMax, and RLOO inherently possess
the capacity to model token-level reward signals, offering a theoretical
justification for response-level reward approaches. Our findings pave the way
for more practical, efficient LLM fine-tuning, allowing developers to treat
training algorithms as black boxes and focus on improving the response-level
reward model with auxiliary sub-models. We also offer a detailed analysis of
popular RL and non-RL methods, comparing their theoretical foundations and
practical advantages across common LLM tasks. Finally, we propose a new
algorithm: Token-Reinforced Policy Optimization (TRePO), a theoretically
grounded method that is simpler than PPO, matches GRPO in memory efficiency,
and holds promise for broad applicability.",我们研究了大语言模型（LLMs）中强化学习的一个常见挑战：零奖励假设，即非终端动作（即中间令牌生成）不获得零任务特定的即时奖励，而只有最终令牌才会获得整个响应的奖励。这种假设在实践中经常出现，因为在LLM应用中，精确的令牌级奖励通常难以获得或不可行。在本文中，我们提供了一个统一的理论视角。我们引入了轨迹策略梯度定理，该定理表明基于真实未知令牌级奖励的策略梯度可以不偏地估计，只使用响应级奖励模型，无论零奖励假设是否成立，对于REINFORCE和Actor-Critic家族的算法。这一结果揭示了广泛使用的方法，如PPO、GRPO、ReMax和RLOO，天生具备建模令牌级奖励信号的能力，为响应级奖励方法提供了理论依据。我们的发现为更实用、高效的LLM微调铺平了道路，使开发人员能够将训练算法视为黑箱，并专注于改进响应级奖励模型，使用辅助子模型。我们还对流行的RL和非RL方法进行了详细分析，比较了它们在常见LLM任务中的理论基础和实际优势。最后，我们提出了一种新算法：Token-Reinforced Policy Optimization（TRePO），这是一种理论上有根据的方法，比PPO简单，在内存效率上与GRPO相当，并具有广泛的应用前景。,The paper introduces a theoretical framework for using response-level rewards to improve the alignment and efficiency of large language models through reinforcement learning.,LLM,Helpful,"Reinforcement Learning, Large Language Models, Reward Modeling, Token Generation, Policy Optimization"
"RACE-Align: Retrieval-Augmented and Chain-of-Thought Enhanced Preference
  Alignment for Large Language Models","Qihang Yan, Xinyu Zhang, Luming Guo, Qi Zhang, Feifan Liu",2025-06-03T10:36:38Z,http://arxiv.org/pdf/2506.02726v1,"Large Language Models (LLMs) struggle with accuracy, domain-specific
reasoning, and interpretability in vertical domains. Traditional preference
alignment methods like Reinforcement Learning from Human Feedback (RLHF) and
Direct Preference Optimization (DPO) often overlook the underlying knowledge
sources and reasoning logic. This paper introduces RACE-Align
(Retrieval-Augmented and Chain-of-Thought Enhanced Alignment), a novel
framework designed to address these limitations. RACE-Align systematically
constructs a binary preference dataset incorporating external knowledge support
and explicit Chain-of-Thought (CoT) reasoning, then aligns LLMs using the DPO
algorithm. The core innovation lies in its preference data construction
strategy: it integrates AI-driven retrieval for factual grounding, enhancing
knowledgeability and accuracy, and emphasizes the optimization of
domain-specific CoT, treating the reasoning process itself as a key preference
dimension. A multi-stage, AI-driven refinement pipeline cost-effectively
generates these preference pairs. Experimental validation in Traditional
Chinese Medicine (TCM) using Qwen3-1.7B as the base model demonstrates that
RACE-Align significantly outperforms the original base model and a model
fine-tuned only with Supervised Fine-Tuning (SFT). Improvements were observed
across multiple dimensions, including answer accuracy, information richness,
application of TCM thinking patterns, logicality and depth of reasoning, and
interpretability. These findings suggest RACE-Align offers an effective pathway
to enhance LLMs' knowledge application, reasoning reliability, and process
transparency in complex vertical domains.",大语言模型（LLMs）在垂直领域的准确性、领域特定推理和可解释性方面存在挑战。传统的偏好对齐方法，如人类反馈强化学习（RLHF）和直接偏好优化（DPO），往往忽略了潜在的知识来源和推理逻辑。本文介绍了RACE-Align（检索增强和思维链增强的偏好对齐），一种旨在解决这些局限性的新框架。RACE-Align系统地构建了一个包含外部知识支持和显式思维链（CoT）推理的二元偏好数据集，然后使用DPO算法对LLMs进行对齐。其核心创新在于其偏好数据构建策略：它整合了AI驱动的检索以进行事实基础，增强知识性和准确性，并强调优化领域特定的CoT，将推理过程本身作为一个关键偏好维度。一个多阶段的AI驱动精炼管道以成本效益高的方式生成这些偏好对。在传统中医（TCM）中使用Qwen3-1.7B作为基础模型的实验验证表明，RACE-Align显著优于原始基础模型和仅使用监督微调（SFT）的模型。在多个维度上观察到改进，包括答案准确性、信息丰富性、TCM思维模式的应用、推理的逻辑性和深度以及可解释性。这些发现表明，RACE-Align为增强LLMs在复杂垂直领域的知识应用、推理可靠性和过程透明性提供了一条有效途径。,"The paper introduces RACE-Align, a framework that enhances LLM alignment by integrating retrieval-augmented and chain-of-thought reasoning to improve accuracy and interpretability in specific domains.",LLM,"Helpful, Honest","LLM alignment, retrieval-augmented, chain-of-thought, preference alignment, domain-specific reasoning"
"Mitigating Manipulation and Enhancing Persuasion: A Reflective
  Multi-Agent Approach for Legal Argument Generation","Li Zhang, Kevin D. Ashley",2025-06-03T15:28:30Z,http://arxiv.org/pdf/2506.02992v1,"Large Language Models (LLMs) are increasingly explored for legal argument
generation, yet they pose significant risks of manipulation through
hallucination and ungrounded persuasion, and often fail to utilize provided
factual bases effectively or abstain when arguments are untenable. This paper
introduces a novel reflective multi-agent method designed to address these
challenges in the context of legally compliant persuasion. Our approach employs
specialized agents--a Factor Analyst and an Argument Polisher--in an iterative
refinement process to generate 3-ply legal arguments (plaintiff, defendant,
rebuttal). We evaluate Reflective Multi-Agent against single-agent,
enhanced-prompt single-agent, and non-reflective multi-agent baselines using
four diverse LLMs (GPT-4o, GPT-4o-mini, Llama-4-Maverick-17b-128e,
Llama-4-Scout-17b-16e) across three legal scenarios: ""arguable"", ""mismatched"",
and ""non-arguable"". Results demonstrate Reflective Multi-Agent's significant
superiority in successful abstention (preventing generation when arguments
cannot be grounded), marked improvements in hallucination accuracy (reducing
fabricated and misattributed factors), particularly in ""non-arguable""
scenarios, and enhanced factor utilization recall (improving the use of
provided case facts). These findings suggest that structured reflection within
a multi-agent framework offers a robust computable method for fostering ethical
persuasion and mitigating manipulation in LLM-based legal argumentation
systems, a critical step towards trustworthy AI in law. Project page:
https://lizhang-aiandlaw.github.io/A-Reflective-Multi-Agent-Approach-for-Legal-Argument-Generation/",大语言模型（LLMs）越来越多地被用于法律论点生成，但它们在操纵、幻觉和未经证实的说服方面存在重大风险，并且往往无法有效利用提供的事实基础或在论点不可行时放弃。本文介绍了一种新颖的反思性多代理方法，旨在解决法律合规说服的这些挑战。我们的方法在迭代精炼过程中使用专门的代理人——因素分析师和论点抛光器，以生成3层法律论点（原告、被告、反驳）。我们使用四种多样化的LLMs（GPT-4o、GPT-4o-mini、Llama-4-Maverick-17b-128e、Llama-4-Scout-17b-16e）在三种法律情景下评估反思性多代理方法：可争议、不匹配和不可争议。结果表明，反思性多代理方法在成功放弃（防止生成无法基于论点）、显著提高幻觉准确性（减少虚构和误归因的因素）和增强因素利用回忆（改善使用提供的案件事实）方面具有显著优势，特别是在不可争议的情景中。这些发现表明，多代理框架内的结构化反思为促进伦理说服和减少LLM基于法律论点系统中的操纵提供了一种强大的可计算方法，这是实现法律领域可信赖AI的关键步骤。,The paper introduces a reflective multi-agent approach to enhance ethical persuasion and mitigate manipulation in LLM-based legal argument generation.,LLM,"Helpful, Harmless","LLM, Legal Argument, Manipulation, Persuasion, Multi-Agent"
