Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
Efficient and Stealthy Jailbreak Attacks via Adversarial Prompt Distillation from LLMs to SLMs,"Xiang Li, Chong Zhang, Jia Wang, Fangyu Wu, Yushi Li, Xiaobo Jin",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17231.pdf,"Attacks on large language models (LLMs) in jailbreaking scenarios raise many security and ethical issues. Current jailbreak attack methods face problems such as low efficiency, high computational cost, and poor cross-model adaptability and versatility, which make it difficult to cope with the rapid development of LLM and new defense strategies. Our work proposes an Adversarial Prompt Distillation, which combines masked language modeling, reinforcement learning, and dynamic temperature control through a prompt generation and distillation method. It enables small language models (SLMs) to jailbreak attacks on mainstream LLMs. The experimental results verify the superiority of the proposed method in terms of attack success rate and harm, and reflect the resource efficiency and cross-model adaptability. This research explores the feasibility of distilling the jailbreak ability of LLM to SLM, reveals the model's vulnerability, and provides a new idea for LLM security research.",对大型语言模型（LLMs）在越狱场景下的攻击引发了许多安全和伦理问题。目前的越狱攻击方法面临效率低、计算成本高和跨模型适应性和多功能性差等问题，这使得难以应对LLM的快速发展和新的防御策略。我们的工作提出了一种对抗性提示蒸馏方法，通过提示生成和蒸馏方法结合掩码语言建模、强化学习和动态温度控制。它使小型语言模型（SLMs）能够对主流LLMs进行越狱攻击。实验结果验证了所提出方法在攻击成功率和伤害方面的优越性，并反映了资源效率和跨模型适应性。该研究探讨了将LLM的越狱能力蒸馏到SLM的可行性，揭示了模型的脆弱性，并为LLM安全研究提供了新的思路。,"The paper introduces a method for small language models to perform jailbreak attacks on large language models, highlighting security vulnerabilities and efficiency.",LLM,Harmless,"Jailbreak attacks, Adversarial Prompt Distillation, LLMs, SLMs, Security"
Training-free LLM Verification via Recycling Few-shot Examples,"Dongseok Lee, Jimyung Hong, Dongyoung Kim, Jaehyung Kim",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17251.pdf,"Although LLMs have achieved remarkable performance, the inherent stochasticity of their reasoning process and varying conclusions present significant challenges. Majority voting or Best-of-N with external verification models has been explored to find the most promising solution among multiple LLM outputs. However, these approaches have certain limitations, such as limited applicability or the cost of an additional training step. To address this problem, we propose a novel and effective framework that Recycles Few-shot examples to verify LLM outputs (Referi). Our key idea is to additionally utilize the given few-shot examples to evaluate the candidate outputs of the target query, not only using them to generate outputs as the conventional few-shot prompting setup. Specifically, Referi evaluates the generated outputs by combining two different scores, designed motivated from Bayes' rule, and subsequently selects the candidate that is both confidently determined and contextually coherent through a few additional LLM inferences. Experiments with three different LLMs and across seven diverse tasks demonstrate that our framework significantly improves the accuracy of LLMs-achieving an average gain of 4.8%-through effective response selection, without additional training.",虽然大型语言模型（LLM）在性能上取得了显著进展，但其推理过程的固有随机性和不同的结论提出了重大挑战。多数投票或最佳的N与外部验证模型已被探索以找到多个LLM输出中最有前途的解决方案。然而，这些方法存在某些局限性，例如适用性有限或额外训练步骤的成本。为了解决这个问题，我们提出了一种新颖而有效的框架，通过回收少量示例来验证LLM输出（Referi）。我们的关键思想是额外利用给定的少量示例来评估目标查询的候选输出，不仅用它们来生成输出，就像传统的少量示例提示设置一样。具体来说，Referi通过结合两种不同的分数来评估生成的输出，这些分数是从贝叶斯规则中激发的，然后通过少量额外的LLM推理选择那些被自信地确定和上下文一致的候选人。在三种不同的LLM和七个不同的任务中进行的实验表明，我们的框架通过有效的响应选择显著提高了LLM的准确性，平均提高了4.8%，而无需额外的训练。,The paper introduces a training-free framework called Referi that uses few-shot examples to verify and select the most accurate and contextually coherent outputs from LLMs.,LLM,"Helpful, Honest","LLM verification, few-shot examples, response selection, helpfulness, honesty"
Adaptive Sample Scheduling for Direct Preference Optimization,"Zixuan Huang, Yikun Ban, Lean Fu, Xiaojie Li, Zhongxiang Dai, Jianxin Li, Deqing Wang",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17252.pdf,"Direct Preference Optimization (DPO) has emerged as an effective approach for aligning large language models (LLMs) with human preferences. However, its performance is highly dependent on the quality of the underlying human preference data. To address this bottleneck, prior work has explored various data selection strategies, but these methods often overlook the impact of the evolving states of the language model during the DPO process. %including active querying, response pair selection, and data pre-selection. In this paper, we introduce a novel problem: Sample Scheduling for DPO, which aims to dynamically and adaptively schedule training samples based on the model's evolving states throughout preference optimization. To solve this problem, we propose SamS, an efficient and effective algorithm that adaptively selects samples in each training batch based on the LLM's learning feedback to maximize the potential generalization performance. Notably, without modifying the core DPO algorithm, simply integrating SamS significantly improves performance across tasks, with minimal additional computational overhead. This work points to a promising new direction for improving LLM alignment through more effective utilization of fixed preference datasets.",直接偏好优化（DPO）作为一种有效的方法，用于将大型语言模型（LLMs）与人类偏好对齐。然而，其性能高度依赖于底层人类偏好数据的质量。为了解决这个瓶颈，先前的工作探索了各种数据选择策略，但这些方法往往忽略了语言模型在DPO过程中的演变状态。在本文中，我们引入了一个新问题：DPO的样本调度，旨在根据模型在偏好优化过程中不断变化的状态动态和自适应地调度训练样本。为了解决这个问题，我们提出了SamS，一种高效且有效的算法，它根据LLM的学习反馈自适应地选择每个训练批次中的样本，以最大化潜在的泛化性能。值得注意的是，仅仅通过集成SamS，而不修改核心DPO算法，就显著提高了跨任务的性能，并且几乎没有额外的计算开销。这项工作指向了一种改进LLM对齐的有前途的新方向，通过更有效地利用固定的偏好数据集。,The paper introduces an adaptive sample scheduling method to enhance the alignment of LLMs with human preferences during the Direct Preference Optimization process.,LLM,Helpful,"DPO, Sample Scheduling, LLM Alignment, Human Preferences, Adaptive Learning"
Does Multimodal Large Language Model Truly Unlearn? Stealthy MLLM Unlearning Attack,"Xianren Zhang, Hui Liu, Delvin Ce Zhang, Xianfeng Tang, Qi He, Dongwon Lee, Suhang Wang",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17265.pdf,"Multimodal Large Language Models (MLLMs) trained on massive data may memorize sensitive personal information and photos, posing serious privacy risks. To mitigate this, MLLM unlearning methods are proposed, which fine-tune MLLMs to reduce the ``forget'' sensitive information. However, it remains unclear whether the knowledge has been truly forgotten or just hidden in the model. Therefore, we propose to study a novel problem of LLM unlearning attack, which aims to recover the unlearned knowledge of an unlearned LLM. To achieve the goal, we propose a novel framework Stealthy Unlearning Attack (SUA) framework that learns a universal noise pattern. When applied to input images, this noise can trigger the model to reveal unlearned content. While pixel-level perturbations may be visually subtle, they can be detected in the semantic embedding space, making such attacks vulnerable to potential defenses. To improve stealthiness, we introduce an embedding alignment loss that minimizes the difference between the perturbed and denoised image embeddings, ensuring the attack is semantically unnoticeable. Experimental results show that SUA can effectively recover unlearned information from MLLMs. Furthermore, the learned noise generalizes well: a single perturbation trained on a subset of samples can reveal forgotten content in unseen images. This indicates that knowledge reappearance is not an occasional failure, but a consistent behavior.",多模态大语言模型（MLLMs）在大量数据上训练时，可能会记忆敏感的个人信息和照片，从而带来严重的隐私风险。为了缓解这一问题，提出了MLLM的去学习方法，通过微调MLLM来减少“忘记”敏感信息。然而，尚不清楚知识是否真正被遗忘，还是只是在模型中被隐藏。因此，我们提出研究一个新问题，即LLM去学习攻击，旨在恢复被去学习的LLM的知识。为了实现这一目标，我们提出了一种新的框架，即隐蔽去学习攻击（SUA）框架，该框架学习一个通用的噪声模式。当应用于输入图像时，这种噪声可以触发模型揭示未学习的内容。虽然像素级扰动在视觉上可能非常微妙，但在语义嵌入空间中可以被检测到，这使得这种攻击容易受到潜在防御的影响。为了提高隐蔽性，我们引入了一个嵌入对齐损失，最小化扰动和去噪图像嵌入之间的差异，确保攻击在语义上不易察觉。实验结果表明，SUA可以有效地从MLLMs中恢复未学习的信息。此外，学习到的噪声具有良好的泛化能力：在一组样本上训练的单个扰动可以揭示未见图像中的遗忘内容。这表明知识的重新出现不是偶然的失败，而是一致的行为。,"The paper introduces a framework to recover unlearned information from Multimodal Large Language Models, highlighting potential privacy risks and the need for robust unlearning methods.",LLM,Harmless,"Unlearning, Privacy, Multimodal, Stealthy Attack, Embedding Alignment"
Step-by-Step Reasoning Attack: Revealing 'Erased' Knowledge in Large Language Models,"Yash Sinha, Manit Baser, Murari Mandal, Dinil Mon Divakaran, Mohan Kankanhalli",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17279.pdf,"Knowledge erasure in large language models (LLMs) is important for ensuring compliance with data and AI regulations, safeguarding user privacy, mitigating bias, and misinformation. Existing unlearning methods aim to make the process of knowledge erasure more efficient and effective by removing specific knowledge while preserving overall model performance, especially for retained information. However, it has been observed that the unlearning techniques tend to suppress and leave the knowledge beneath the surface, thus making it retrievable with the right prompts. In this work, we demonstrate that \textit{step-by-step reasoning} can serve as a backdoor to recover this hidden information. We introduce a step-by-step reasoning-based black-box attack, Sleek, that systematically exposes unlearning failures. We employ a structured attack framework with three core components: (1) an adversarial prompt generation strategy leveraging step-by-step reasoning built from LLM-generated queries, (2) an attack mechanism that successfully recalls erased content, and exposes unfair suppression of knowledge intended for retention and (3) a categorization of prompts as direct, indirect, and implied, to identify which query types most effectively exploit unlearning weaknesses. Through extensive evaluations on four state-of-the-art unlearning techniques and two widely used LLMs, we show that existing approaches fail to ensure reliable knowledge removal. Of the generated adversarial prompts, 62.5% successfully retrieved forgotten Harry Potter facts from WHP-unlearned Llama, while 50% exposed unfair suppression of retained knowledge. Our work highlights the persistent risks of information leakage, emphasizing the need for more robust unlearning strategies for erasure.",大语言模型（LLM）中的知识擦除对于确保与数据和人工智能法规的合规性、保护用户隐私、减轻偏见和虚假信息至关重要。现有的遗忘方法旨在通过删除特定知识的同时保留整体模型性能，使知识擦除过程更加高效和有效，特别是对于保留的信息。然而，观察到遗忘技术倾向于抑制并留下知识在表面以下，从而使其可以通过正确的提示检索。在本工作中，我们展示了\textit{逐步推理}可以作为恢复这种隐藏信息的后门。我们引入了一个基于逐步推理的黑盒攻击，Sleek，它系统地揭示了遗忘失败。我们采用了一个具有三个核心组件的结构化攻击框架：(1)利用从LLM生成的查询构建的逐步推理的对抗性提示生成策略，(2)成功回忆擦除的内容，并暴露了不公平的知识抑制，该知识旨在保留，(3)将提示分类为直接、间接和隐含，以确定哪种查询类型最有效地利用遗忘的弱点。通过对四种最新的遗忘技术和两种广泛使用的LLM的广泛评估，我们表明现有方法无法确保可靠的知识删除。在生成的对抗性提示中，62.5%成功检索了从WHP-unlearned Llama中遗忘的哈利·波特事实，而50%暴露了不公平的保留知识的抑制。我们的工作强调了信息泄露的持续风险，强调了需要更强大的遗忘策略来擦除。,"The paper introduces a method to retrieve ""erased"" knowledge in LLMs, highlighting the risks of information leakage and the need for more robust unlearning strategies.",LLM,Harmless,"Knowledge erasure, unlearning, step-by-step reasoning, information leakage, LLM alignment"
Semantic uncertainty in advanced decoding methods for LLM generation,"Darius Foodeei, Simin Fan, Martin Jaggi",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17296.pdf,"This study investigates semantic uncertainty in large language model (LLM) outputs across different decoding methods, focusing on emerging techniques like speculative sampling and chain-of-thought (CoT) decoding. Through experiments on question answering, summarization, and code generation tasks, we analyze how different decoding strategies affect both the diversity and reliability of model outputs. Our findings reveal that while CoT decoding demonstrates higher semantic diversity, it maintains lower predictive entropy, suggesting that structured exploration can lead to more confident and accurate outputs. This is evidenced by a 48.8% improvement in code generation Pass@2 rates, despite lower alignment with reference solutions. For summarization tasks, speculative sampling proved particularly effective, achieving superior ROUGE scores while maintaining moderate semantic diversity. Our results challenge conventional assumptions about trade-offs between diversity and accuracy in language model outputs, demonstrating that properly structured decoding methods can increase semantic exploration while maintaining or improving output quality. These findings have significant implications for deploying language models in practical applications where both reliability and diverse solution generation are crucial.",这项研究调查了不同解码方法下大型语言模型（LLM）输出的语义不确定性，重点关注像推测采样和思维链（CoT）解码这样的新兴技术。通过在问答、摘要生成和代码生成任务上的实验，我们分析了不同解码策略如何影响模型输出的多样性和可靠性。我们的发现表明，尽管CoT解码在语义多样性方面表现更好，但其预测熵较低，这表明结构化探索可以导致更加自信和准确的输出。这在代码生成任务中得到了证实，尽管与参考解决方案的对齐度较低，但Pass@2率提高了48.8%。对于摘要任务，推测采样证明特别有效，在保持适度语义多样性的同时，实现了更高的ROUGE分数。我们的结果挑战了关于语言模型输出多样性和准确性之间权衡的传统假设，表明适当结构化的解码方法可以增加语义探索，同时保持或提高输出质量。这些发现对在可靠性和多样解决方案生成都至关重要的实际应用中部署语言模型具有重要意义。,"The study explores how different decoding methods affect the semantic uncertainty, diversity, and reliability of LLM outputs, with implications for practical applications.",LLM,Helpful,"Semantic uncertainty, decoding methods, LLM generation, chain-of-thought, speculative sampling"
LLM Jailbreak Oracle,"Shuyi Lin, Anshuman Suri, Alina Oprea, Cheng Tan",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17299.pdf,"As large language models (LLMs) become increasingly deployed in safety-critical applications, the lack of systematic methods to assess their vulnerability to jailbreak attacks presents a critical security gap. We introduce the jailbreak oracle problem: given a model, prompt, and decoding strategy, determine whether a jailbreak response can be generated with likelihood exceeding a specified threshold. This formalization enables a principled study of jailbreak vulnerabilities. Answering the jailbreak oracle problem poses significant computational challenges -- the search space grows exponentially with the length of the response tokens. We present Boa, the first efficient algorithm for solving the jailbreak oracle problem. Boa employs a three-phase search strategy: (1) constructing block lists to identify refusal patterns, (2) breadth-first sampling to identify easily accessible jailbreaks, and (3) depth-first priority search guided by fine-grained safety scores to systematically explore promising low-probability paths. Boa enables rigorous security assessments including systematic defense evaluation, standardized comparison of red team attacks, and model certification under extreme adversarial conditions.",随着大型语言模型（LLM）在安全关键应用中的越来越广泛部署，缺乏系统方法来评估其对越狱攻击的脆弱性，这表明存在一个关键的安全漏洞。我们引入了越狱预言问题：给定一个模型、提示和解码策略，确定是否可以生成一个超过指定阈值的概率的越狱响应。这种形式化使得对越狱脆弱性进行原则性研究成为可能。回答越狱预言问题提出了重大的计算挑战——搜索空间随着响应标记的长度呈指数增长。我们提出了Boa，这是解决越狱预言问题的第一个高效算法。Boa采用三阶段搜索策略：(1)构建阻止列表以识别拒绝模式，(2)广度优先采样以识别容易访问的越狱，(3)深度优先优先搜索，由细粒度安全分数指导，系统地探索有前途的低概率路径。Boa使得严格的安全评估成为可能，包括系统防御评估、红队攻击的标准化比较以及在极端对抗条件下的模型认证。,"The paper introduces a method to assess and mitigate jailbreak vulnerabilities in large language models, focusing on security and harm prevention.",LLM,Harmless,"LLM, jailbreak, security, vulnerability, assessment"
A Nested Watermark for Large Language Models,"Koichi Nagatsuka, Terufumi Morishita, Yasuhiro Sogawa",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17308.pdf,"The rapid advancement of large language models (LLMs) has raised concerns regarding their potential misuse, particularly in generating fake news and misinformation. To address these risks, watermarking techniques for autoregressive language models have emerged as a promising means for detecting LLM-generated text. Existing methods typically embed a watermark by increasing the probabilities of tokens within a group selected according to a single secret key. However, this approach suffers from a critical limitation: if the key is leaked, it becomes impossible to trace the text's provenance or attribute authorship. To overcome this vulnerability, we propose a novel nested watermarking scheme that embeds two distinct watermarks into the generated text using two independent keys. This design enables reliable authorship identification even in the event that one key is compromised. Experimental results demonstrate that our method achieves high detection accuracy for both watermarks while maintaining the fluency and overall quality of the generated text.",大语言模型（LLM）的快速发展引发了关于其潜在滥用的担忧，特别是在生成虚假新闻和虚假信息方面。为了应对这些风险，自回归语言模型的水印技术作为一种检测LLM生成文本的有前途的手段出现了。现有方法通常通过增加根据单个秘密密钥选择的组中的标记的概率来嵌入水印。然而，这种方法存在一个关键限制：如果密钥泄露，就无法追踪文本的来源或归因作者。为了克服这种脆弱性，我们提出了一种新颖的嵌套水印方案，使用两个独立的密钥将两个不同的水印嵌入生成的文本中。这种设计使得即使一个密钥被破坏，也能可靠地识别作者。实验结果表明，我们的方法在保持生成文本的流畅性和整体质量的同时，实现了两个水印的高检测准确性。,"The paper introduces a nested watermarking scheme for LLMs to enhance the traceability of generated text, even if one of the keys is compromised.",LLM,Harmless,"Watermarking, LLM, Authorship, Misinformation, Detection"
Privacy-Preserving LLM Interaction with Socratic Chain-of-Thought Reasoning and Homomorphically Encrypted Vector Databases,"Yubeen Bae, Minchan Kim, Jaejin Lee, Sangbum Kim, Jaehyung Kim, Yejin Choi, Niloofar Mireshghallah",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17336.pdf,"Large language models (LLMs) are increasingly used as personal agents, accessing sensitive user data such as calendars, emails, and medical records. Users currently face a trade-off: They can send private records, many of which are stored in remote databases, to powerful but untrusted LLM providers, increasing their exposure risk. Alternatively, they can run less powerful models locally on trusted devices. We bridge this gap. Our Socratic Chain-of-Thought Reasoning first sends a generic, non-private user query to a powerful, untrusted LLM, which generates a Chain-of-Thought (CoT) prompt and detailed sub-queries without accessing user data. Next, we embed these sub-queries and perform encrypted sub-second semantic search using our Homomorphically Encrypted Vector Database across one million entries of a single user's private data. This represents a realistic scale of personal documents, emails, and records accumulated over years of digital activity. Finally, we feed the CoT prompt and the decrypted records to a local language model and generate the final response. On the LoCoMo long-context QA benchmark, our hybrid framework, combining GPT-4o with a local Llama-3.2-1B model, outperforms using GPT-4o alone by up to 7.1 percentage points. This demonstrates a first step toward systems where tasks are decomposed and split between untrusted strong LLMs and weak local ones, preserving user privacy.",大语言模型（LLMs）越来越多地被用作个人代理，访问用户的敏感数据，如日历、电子邮件和医疗记录。用户目前面临一个权衡：他们可以将私人记录发送给强大但不可信的LLM提供商，增加其暴露风险，或者在可信设备上运行功能较弱的模型。我们弥合了这一差距。我们的苏格拉底式推理链首先将一个通用的、非私人用户查询发送给一个强大的、不可信的LLM，该LLM生成一个推理链（CoT）提示和详细的子查询，而不访问用户数据。接下来，我们将这些子查询嵌入并使用我们的同态加密向量数据库进行加密的次秒语义搜索，跨越单个用户的私人数据的一百万条条目。这代表了数字活动多年积累的个人文档、电子邮件和记录的现实规模。最后，我们将CoT提示和解密的记录提供给本地语言模型，并生成最终响应。在LoCoMo长上下文QA基准上，我们的混合框架，结合GPT-4o与本地Llama-3.2-1B模型，比单独使用GPT-4o提高了多达7.1个百分点。这表明了任务分解和分割在不可信的强大LLM和弱本地LLM之间的第一步，保护用户隐私。,The paper presents a method for interacting with LLMs while preserving user privacy by using a combination of Socratic Chain-of-Thought Reasoning and homomorphically encrypted vector databases.,LLM,Helpful,"Privacy, LLM, Chain-of-Thought, Homomorphic Encryption, User Data"
Towards Safety Evaluations of Theory of Mind in Large Language Models,"Tatsuhiro Aoshima, Mitsuaki Akiyama",2025-06-24T00:00:00-04:00,https://arxiv.org/pdf/2506.17352.pdf,"As the capabilities of large language models (LLMs) continue to advance, the importance of rigorous safety evaluation is becoming increasingly evident. Recent concerns within the realm of safety assessment have highlighted instances in which LLMs exhibit behaviors that appear to disable oversight mechanisms and respond in a deceptive manner. For example, there have been reports suggesting that, when confronted with information unfavorable to their own persistence during task execution, LLMs may act covertly and even provide false answers to questions intended to verify their behavior.To evaluate the potential risk of such deceptive actions toward developers or users, it is essential to investigate whether these behaviors stem from covert, intentional processes within the model. In this study, we propose that it is necessary to measure the theory of mind capabilities of LLMs. We begin by reviewing existing research on theory of mind and identifying the perspectives and tasks relevant to its application in safety evaluation. Given that theory of mind has been predominantly studied within the context of developmental psychology, we analyze developmental trends across a series of open-weight LLMs. Our results indicate that while LLMs have improved in reading comprehension, their theory of mind capabilities have not shown comparable development. Finally, we present the current state of safety evaluation with respect to LLMs' theory of mind, and discuss remaining challenges for future work.",随着大型语言模型（LLM）的能力不断提升，严格的安全评估变得越来越重要。最近的安全评估研究中，LLM 表现出了似乎禁用监督机制并以欺骗方式响应的行为。例如，当面对不利于其在任务执行中的持续存在的信息时，LLM 可能会采取隐蔽行动，甚至对旨在验证其行为的问题提供虚假答案。为了评估这种欺骗行为对开发者或用户的潜在风险，有必要调查这些行为是否源于模型内部的隐蔽、有意的过程。在本研究中，我们提出有必要测量 LLMs 的理论心智能力。我们首先回顾了现有关于理论心智的研究，并确定了其在安全评估中的相关视角和任务。鉴于理论心智主要在发展心理学的背景下进行研究，我们分析了开放权重 LLMs 的发展趋势。结果表明，尽管 LLMs 在阅读理解方面有所改进，但其理论心智能力并未显示出可比的发展。最后，我们展示了 LLMs 理论心智的当前安全评估状态，并讨论了未来工作的剩余挑战。,The paper explores the safety evaluation of LLMs by examining their theory of mind capabilities to mitigate deceptive and harmful behaviors.,LLM,Harmless,"Safety evaluation, Theory of mind, Deceptive behavior, LLMs, Harmful"
