Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
MAGPIE: A dataset for Multi-AGent contextual PrIvacy Evaluation,"Gurusha Juneja, Alon Albalak, Wenyue Hua, William Yang Wang",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20737.pdf,"The proliferation of LLM-based agents has led to increasing deployment of inter-agent collaboration for tasks like scheduling, negotiation, resource allocation etc. In such systems, privacy is critical, as agents often access proprietary tools and domain-specific databases requiring strict confidentiality. This paper examines whether LLM-based agents demonstrate an understanding of contextual privacy. And, if instructed, do these systems preserve inference time user privacy in non-adversarial multi-turn conversation. Existing benchmarks to evaluate contextual privacy in LLM-agents primarily assess single-turn, low-complexity tasks where private information can be easily excluded. We first present a benchmark - MAGPIE comprising 158 real-life high-stakes scenarios across 15 domains. These scenarios are designed such that complete exclusion of private data impedes task completion yet unrestricted information sharing could lead to substantial losses. We then evaluate the current state-of-the-art LLMs on (a) their understanding of contextually private data and (b) their ability to collaborate without violating user privacy. Empirical experiments demonstrate that current models, including GPT-4o and Claude-2.7-Sonnet, lack robust understanding of contextual privacy, misclassifying private data as shareable 25.2\% and 43.6\% of the time. In multi-turn conversations, these models disclose private information in 59.9\% and 50.5\% of cases even under explicit privacy instructions. Furthermore, multi-agent systems fail to complete tasks in 71\% of scenarios. These results underscore that current models are not aligned towards both contextual privacy preservation and collaborative task-solving.",大语言模型（LLM）代理的普及导致了在调度、谈判、资源分配等任务中越来越多地部署代理之间的协作。在这些系统中，隐私至关重要，因为代理通常访问需要严格保密的专有工具和特定领域的数据库。本文研究了LLM代理是否能够理解上下文隐私。如果得到指示，这些系统是否在非对抗性多轮对话中保留推理时用户隐私。现有的基准用于评估LLM代理中的上下文隐私，主要评估单轮、低复杂性任务，其中私人信息可以轻松排除。我们首先提出一个基准-MAGPIE，包括15个领域的158个现实生活中的高风险情景。这些情景设计为完全排除私人数据会妨碍任务完成，但未受限制的信息共享可能导致重大损失。然后，我们评估当前最先进的LLM（a）它们对上下文隐私数据的理解和（b）它们在不违反用户隐私的情况下协作的能力。实证实验表明，当前的模型，包括GPT-4o和Claude-2.7-Sonnet，缺乏对上下文隐私的稳健理解，将私人数据误分类为可共享的25.2%和43.6%的时间。在多轮对话中，这些模型在59.9%和50.5%的情况下披露私人信息，即使在明确的隐私指示下。此外，多代理系统在71%的情景中无法完成任务。这些结果强调了当前模型未能对上下文隐私保护和协作任务解决进行对齐。,"The paper evaluates the ability of LLMs to understand and preserve contextual privacy in multi-agent systems, finding significant shortcomings in current models.",LLM,"Helpful, Harmless","LLM, privacy, multi-agent, contextual, alignment"
Multiple Streams of Relation Extraction: Enriching and Recalling in Transformers,"Todd Nief, David Reber, Sean Richardson, Ari Holtzman",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20746.pdf,"When an LLM learns a relation during finetuning (e.g., new movie releases, corporate mergers, etc.), where does this information go? Is it extracted when the model processes an entity, recalled just-in-time before a prediction, or are there multiple separate heuristics? Existing localization approaches (e.g. activation patching) are ill-suited for this analysis because they tend to replace parts of the residual stream, potentially deleting information. To fill this gap, we propose dynamic weight-grafting between fine-tuned and pre-trained language models to show that fine-tuned language models both (1) extract relation information learned during finetuning while processing entities and (2) ``recall"" this information in later layers while generating predictions. In some cases, models need both of these pathways to correctly generate finetuned information while, in other cases, a single ``enrichment"" or ``recall"" pathway alone is sufficient. We examine the necessity and sufficiency of these information pathways, examining what layers they occur at, how much redundancy they exhibit, and which model components are involved -- finding that the ``recall"" pathway occurs via both task-specific attention mechanisms and a relation extraction step in the output of the attention and the feedforward networks at the final layers before next token prediction.",当大型语言模型（LLM）在微调过程中学习一种关系（例如新电影发布、企业合并等）时，这些信息去哪里了？是在处理实体时提取出来的，还是在预测之前刚好回忆起来的，或者有多种不同的启发式方法？现有的定位方法（例如激活补丁）不适合这种分析，因为它们倾向于替换残差流的一部分，可能会删除信息。为了填补这一空白，我们提出在微调和预训练语言模型之间进行动态权重接枝，以表明微调后的语言模型在处理实体时既（1）提取了在微调过程中学到的关系信息，又在生成预测时在后续层中“回忆”这些信息。在某些情况下，模型需要这两条途径才能正确生成微调信息，而在其他情况下，单独的“丰富”或“回忆”途径就足够了。我们研究了这些信息途径的必要性和充分性，研究了它们发生在哪些层次，它们展示了多少冗余，以及哪些模型组件参与其中——发现“回忆”途径通过任务特定的注意力机制以及注意力输出和前馈网络的最终层之前的关系提取步骤。,"The paper investigates how LLMs process and recall relation information during finetuning, identifying both ""enrichment"" and ""recall"" pathways.",LLM,"Helpful, Honest","Relation extraction, finetuning, information recall, transformers, dynamic weight-grafting"
The Ideation-Execution Gap: Execution Outcomes of LLM-Generated versus Human Research Ideas,"Chenglei Si, Tatsunori Hashimoto, Diyi Yang",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20803.pdf,"Large Language Models (LLMs) have shown promise in accelerating the scientific research pipeline. A key capability for this process is the ability to generate novel research ideas, and prior studies have found settings in which LLM-generated research ideas were judged as more novel than human-expert ideas. However, a good idea should not simply appear to be novel, it should also result in better research after being executed. To test whether AI-generated ideas lead to better research outcomes, we conduct an execution study by recruiting 43 expert researchers to execute randomly-assigned ideas, either written by experts or generated by an LLM. Each expert spent over 100 hours implementing the idea and wrote a 4-page short paper to document the experiments. All the executed projects are then reviewed blindly by expert NLP researchers. Comparing the review scores of the same ideas before and after execution, the scores of the LLM-generated ideas decrease significantly more than expert-written ideas on all evaluation metrics (novelty, excitement, effectiveness, and overall; p < 0.05), closing the gap between LLM and human ideas observed at the ideation stage. When comparing the aggregated review scores from the execution study, we even observe that for many metrics there is a flip in rankings where human ideas score higher than LLM ideas. This ideation-execution gap highlights the limitations of current LLMs in generating truly effective research ideas and the challenge of evaluating research ideas in the absence of execution outcomes.",大语言模型（LLMs）在加速科学研究流程方面表现出巨大潜力。这一过程的关键能力是生成新颖的研究想法，而先前的研究发现，在某些设置中，LLM生成的研究想法被认为比人类专家的想法更具新颖性。然而，一个好想法不仅应该看起来新颖，还应该在执行后产生更好的研究成果。为了测试AI生成的想法是否会导致更好的研究结果，我们进行了一项执行研究，招募了43名专家研究人员来执行随机分配的想法，这些想法可能是由专家撰写的，也可能是由LLM生成的。每位专家花费超过100小时实施想法并撰写了一篇4页的短文，记录实验。然后，所有执行的项目都由专家NLP研究人员进行盲评。将执行前后相同想法的评分进行比较，LLM生成的想法在所有评估指标（新颖性、兴奋度、有效性和总体）上的评分显著下降得更多（p < 0.05），缩小了在构思阶段观察到的LLM和人类想法之间的差距。在比较执行研究的聚合评分时，我们甚至观察到在许多指标上排名发生了反转，人类想法的得分高于LLM想法。这种构思-执行差距突显了当前LLM在生成真正有效研究想法方面的局限性，以及在缺乏执行结果的情况下评估研究想法的挑战。,"The paper finds that while LLM-generated research ideas may seem novel, they do not necessarily lead to better research outcomes when executed, highlighting the challenges in evaluating LLM-generated ideas.",LLM,Helpful,"LLM, research ideas, execution outcomes, novelty, effectiveness"
Uncovering Hidden Violent Tendencies in LLMs: A Demographic Analysis via Behavioral Vignettes,"Quintin Myers, Yanjun Gao",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20822.pdf,"Large language models (LLMs) are increasingly proposed for detecting and responding to violent content online, yet their ability to reason about morally ambiguous, real-world scenarios remains underexamined. We present the first study to evaluate LLMs using a validated social science instrument designed to measure human response to everyday conflict, namely the Violent Behavior Vignette Questionnaire (VBVQ). To assess potential bias, we introduce persona-based prompting that varies race, age, and geographic identity within the United States. Six LLMs developed across different geopolitical and organizational contexts are evaluated under a unified zero-shot setting. Our study reveals two key findings: (1) LLMs surface-level text generation often diverges from their internal preference for violent responses; (2) their violent tendencies vary across demographics, frequently contradicting established findings in criminology, social science, and psychology.",大型语言模型（LLMs）越来越多地被提出用于检测和响应在线暴力内容，但它们在处理道德模糊的现实世界场景方面的能力仍然未得到充分研究。我们提出了第一个研究，评估LLMs使用一种经过验证的社会科学工具，即暴力行为情境问卷（VBVQ），该工具旨在衡量人类对日常冲突的反应。为了评估潜在的偏见，我们引入了基于角色的提示，该提示在美国的种族、年龄和地理身份之间变化。在统一的零样本设置下，评估了六个在不同地缘政治和组织背景下开发的LLMs。我们的研究揭示了两个关键发现：(1) LLMs的表面文本生成通常与其对暴力反应的内部偏好相背离; (2) 它们的暴力倾向在不同的人口统计学中变化，经常与犯罪学、社会科学和心理学中的既定发现相矛盾。,The study evaluates LLMs' responses to violent scenarios and finds demographic biases in their violent tendencies.,LLM,Harmless,"LLM, bias, violence, demographics, evaluation"
"Leaner Training, Lower Leakage: Revisiting Memorization in LLM Fine-Tuning with LoRA","Fei Wang, Baochun Li",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20856.pdf,"Memorization in large language models (LLMs) makes them vulnerable to data extraction attacks. While pre-training memorization has been extensively studied, fewer works have explored its impact in fine-tuning, particularly for LoRA fine-tuning, a widely adopted parameter-efficient method.
  In this work, we re-examine memorization in fine-tuning and uncover a surprising divergence from prior findings across different fine-tuning strategies. Factors such as model scale and data duplication, which strongly influence memorization in pre-training and full fine-tuning, do not follow the same trend in LoRA fine-tuning. Using a more relaxed similarity-based memorization metric, we demonstrate that LoRA significantly reduces memorization risks compared to full fine-tuning, while still maintaining strong task performance.",大语言模型（LLM）中的记忆使它们容易受到数据提取攻击。虽然预训练记忆已经被广泛研究，但较少的工作探讨了其在微调中的影响，特别是对于LoRA微调，一种广泛采用的参数高效方法。在本工作中，我们重新审视了微调中的记忆，并发现在不同的微调策略中存在一个令人惊讶的偏差。模型规模和数据重复等因素，在预训练和全微调中强烈影响记忆，但在LoRA微调中并不遵循相同的趋势。使用一个更放松的相似性基于的记忆度量标准，我们证明LoRA显著减少了与全微调相比的记忆风险，同时仍然保持强大的任务性能。,The paper investigates memorization in LLM fine-tuning with LoRA and finds that it reduces memorization risks while maintaining performance.,LLM,Harmless,"Memorization, Fine-tuning, LoRA, Data Extraction, LLM"
Beyond Reactive Safety: Risk-Aware LLM Alignment via Long-Horizon Simulation,"Chenkai Sun, Denghui Zhang, ChengXiang Zhai, Heng Ji",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20949.pdf,"Given the growing influence of language model-based agents on high-stakes societal decisions, from public policy to healthcare, ensuring their beneficial impact requires understanding the far-reaching implications of their suggestions. We propose a proof-of-concept framework that projects how model-generated advice could propagate through societal systems on a macroscopic scale over time, enabling more robust alignment. To assess the long-term safety awareness of language models, we also introduce a dataset of 100 indirect harm scenarios, testing models' ability to foresee adverse, non-obvious outcomes from seemingly harmless user prompts. Our approach achieves not only over 20% improvement on the new dataset but also an average win rate exceeding 70% against strong baselines on existing safety benchmarks (AdvBench, SafeRLHF, WildGuardMix), suggesting a promising direction for safer agents.",随着基于语言模型的代理人在公共政策、医疗等高风险社会决策中的影响力不断增加，确保其有益影响需要理解其建议在宏观层面上随着时间的推移如何传播，从而实现更加健壮的对齐。为了评估语言模型的长期安全意识，我们还引入了一个包含100个间接伤害场景的数据集，测试模型在面对看似无害的用户提示时预见不利、非显而易见的结果的能力。我们的方法不仅在新数据集上实现了超过20%的改进，还在现有的安全基准（AdvBench、SafeRLHF、WildGuardMix）上平均击败了强大的基线，超过70%的胜率，表明了更安全代理的有前途的方向。,"The paper presents a framework for aligning LLMs to better understand and mitigate long-term, indirect harms in high-stakes decision-making scenarios.",LLM,Harmless,"LLM alignment, long-term safety, indirect harm, societal impact, risk-aware"
SAC: A Framework for Measuring and Inducing Personality Traits in LLMs with Dynamic Intensity Control,"Adithya Chittem, Aishna Shrivastava, Sai Tarun Pendela, Jagat Sesh Challa, Dhruv Kumar",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.20993.pdf,"Large language models (LLMs) have gained significant traction across a wide range of fields in recent years. There is also a growing expectation for them to display human-like personalities during interactions. To meet this expectation, numerous studies have proposed methods for modelling LLM personalities through psychometric evaluations. However, most existing models face two major limitations: they rely on the Big Five (OCEAN) framework, which only provides coarse personality dimensions, and they lack mechanisms for controlling trait intensity. In this paper, we address this gap by extending the Machine Personality Inventory (MPI), which originally used the Big Five model, to incorporate the 16 Personality Factor (16PF) model, allowing expressive control over sixteen distinct traits. We also developed a structured framework known as Specific Attribute Control (SAC) for evaluating and dynamically inducing trait intensity in LLMs. Our method introduces adjective-based semantic anchoring to guide trait intensity expression and leverages behavioural questions across five intensity factors: \textit{Frequency}, \textit{Depth}, \textit{Threshold}, \textit{Effort}, and \textit{Willingness}. Through experimentation, we find that modelling intensity as a continuous spectrum yields substantially more consistent and controllable personality expression compared to binary trait toggling. Moreover, we observe that changes in target trait intensity systematically influence closely related traits in psychologically coherent directions, suggesting that LLMs internalize multi-dimensional personality structures rather than treating traits in isolation. Our work opens new pathways for controlled and nuanced human-machine interactions in domains such as healthcare, education, and interviewing processes, bringing us one step closer to truly human-like social machines.",大语言模型（LLMs）近年来在各个领域得到了广泛应用。人们对它们在交互中展现出人类般的性格特征的期望也在不断增加。为了满足这一期望，许多研究提出了通过心理测量评估来模拟LLM性格的方法。然而，大多数现有模型面临两个主要限制：它们依赖于大五人格（OCEAN）框架，只提供粗略的人格维度，并且缺乏控制特质强度的机制。在本文中，我们通过扩展原本使用大五模型的机器人格库（MPI），以纳入16人格因素（16PF）模型，从而允许对十六个不同特质进行表达控制。我们还开发了一个称为特定属性控制（SAC）的结构化框架，用于评估和动态诱导LLM中的特质强度。我们的方法引入了基于形容词的语义锚定，以指导特质强度的表达，并利用了跨越五个强度因素的行为问题：\textit{频率}，\textit{深度}，\textit{阈值}，\textit{努力}和\textit{意愿}。通过实验，我们发现将强度建模为连续光谱，比二进制特质切换产生了更一致和可控的人格表达。此外，我们观察到目标特质强度的变化系统地影响了心理上相关的特质，表明LLM内化了多维人格结构，而不是孤立地处理特质。我们的工作为在医疗、教育和面试流程等领域实现受控和细微的人机交互开辟了新的途径，使我们离真正的人类般的社会机器更近了一步。,"The paper introduces the SAC framework for controlling personality traits in LLMs, aiming to enhance human-like interactions.",LLM,"Helpful, Honest","Personality traits, LLM alignment, trait intensity, human-like interactions, SAC framework"
Large Language Models Acing Chartered Accountancy,"Jatin Gupta, Akhil Sharma, Saransh Singhania, Mohammad Adnan, Sakshi Deo, Ali Imam Abidi, Keshav Gupta",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.21031.pdf,"Advanced intelligent systems, particularly Large Language Models (LLMs), are significantly reshaping financial practices through advancements in Natural Language Processing (NLP). However, the extent to which these models effectively capture and apply domain-specific financial knowledge remains uncertain. Addressing a critical gap in the expansive Indian financial context, this paper introduces CA-Ben, a Chartered Accountancy benchmark specifically designed to evaluate the financial, legal, and quantitative reasoning capabilities of LLMs. CA-Ben comprises structured question-answer datasets derived from the rigorous examinations conducted by the Institute of Chartered Accountants of India (ICAI), spanning foundational, intermediate, and advanced CA curriculum stages. Six prominent LLMs i.e. GPT 4o, LLAMA 3.3 70B, LLAMA 3.1 405B, MISTRAL Large, Claude 3.5 Sonnet, and Microsoft Phi 4 were evaluated using standardized protocols. Results indicate variations in performance, with Claude 3.5 Sonnet and GPT-4o outperforming others, especially in conceptual and legal reasoning. Notable challenges emerged in numerical computations and legal interpretations. The findings emphasize the strengths and limitations of current LLMs, suggesting future improvements through hybrid reasoning and retrieval-augmented generation methods, particularly for quantitative analysis and accurate legal interpretation.",高级智能系统，特别是大型语言模型（LLMs），通过自然语言处理（NLP）的进步显著改变了金融实践。然而，这些模型有效捕捉和应用特定领域的金融知识的程度仍然不确定。针对印度广泛的金融背景中的一个关键差距，本文引入了CA-Ben，这是一个专门设计用于评估LLMs的金融、法律和量化推理能力的注册会计师考试基准。CA-Ben包括从印度特许会计师协会（ICAI）严格考试中提取的结构化问题-答案数据集，涵盖基础、中级和高级CA课程阶段。使用标准化协议评估了六个突出的LLMs，即GPT 4o、LLAMA 3.3 70B、LLAMA 3.1 405B、MISTRAL Large、Claude 3.5 Sonnet和Microsoft Phi 4。结果表明性能有所不同，Claude 3.5 Sonnet和GPT-4o在概念和法律推理方面表现出色，尤其是在概念和法律推理方面。在数值计算和法律解释中出现了显著的挑战。结果强调了当前LLMs的优势和局限性，建议通过混合推理和检索增强生成方法进行未来改进，特别是用于量化分析和准确的法律解释。,"The paper evaluates the performance of six prominent LLMs in financial, legal, and quantitative reasoning tasks relevant to Chartered Accountancy, highlighting their strengths and limitations.",LLM,Helpful,"Large Language Models, Financial Knowledge, Chartered Accountancy, Benchmarking, Evaluation"
"Agent-RewardBench: Towards a Unified Benchmark for Reward Modeling across Perception, Planning, and Safety in Real-World Multimodal Agents","Tianyi Men, Zhuoran Jin, Pengfei Cao, Yubo Chen, Kang Liu, Jun Zhao",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.21252.pdf,"As Multimodal Large Language Models (MLLMs) advance, multimodal agents show promise in real-world tasks like web navigation and embodied intelligence. However, due to limitations in a lack of external feedback, these agents struggle with self-correction and generalization. A promising approach is to use reward models as external feedback, but there is no clear on how to select reward models for agents. Thus, there is an urgent need to build a reward bench targeted at agents. To address these challenges, we propose Agent-RewardBench, a benchmark designed to evaluate reward modeling ability in MLLMs. The benchmark is characterized by three key features: (1) Multiple dimensions and real-world agent scenarios evaluation. It covers perception, planning, and safety with 7 scenarios; (2) Step-level reward evaluation. It allows for the assessment of agent capabilities at the individual steps of a task, providing a more granular view of performance during the planning process; and (3) Appropriately difficulty and high-quality. We carefully sample from 10 diverse models, difficulty control to maintain task challenges, and manual verification to ensure the integrity of the data. Experiments demonstrate that even state-of-the-art multimodal models show limited performance, highlighting the need for specialized training in agent reward modeling. Code is available at github.",随着多模态大语言模型（MLLMs）的进步，多模态代理在网页导航和具身智能等现实世界任务中表现出巨大潜力。然而，由于缺乏外部反馈，这些代理在自我纠正和泛化方面存在困难。一种有前途的方法是使用奖励模型作为外部反馈，但目前尚不清楚如何为代理选择奖励模型。因此，迫切需要构建一个针对代理的奖励基准。为了解决这些挑战，我们提出了Agent-RewardBench，一个旨在评估MLLMs奖励建模能力的基准。该基准具有三个关键特征：(1) 多维度和现实世界代理场景评估。它涵盖了感知、规划和安全性，并包含7个场景；(2) 步骤级奖励评估。它允许在任务的单个步骤中评估代理能力，提供规划过程中的性能更细粒度的视图；(3) 适当的难度和高质量。我们从10个多样化的模型中仔细抽样，难度控制以保持任务挑战，并进行手动验证以确保数据的完整性。实验表明，即使是最先进的多模态模型在代理奖励建模方面也表现有限，突显了专门培训的需求。代码可在github上获得。,"The paper introduces Agent-RewardBench, a benchmark for evaluating reward modeling in Multimodal Large Language Models, focusing on perception, planning, and safety in real-world agent scenarios.",LLM,Harmless,"Reward modeling, Multimodal LLMs, Safety, Benchmark, Agent evaluation"
Scalable Bayesian Low-Rank Adaptation of Large Language Models via Stochastic Variational Subspace Inference,"Colin Samplawski, Adam D. Cobb, Manoj Acharya, Ramneet Kaur, Susmit Jha",2025-06-27T00:00:00-04:00,https://arxiv.org/pdf/2506.21408.pdf,"Despite their widespread use, large language models (LLMs) are known to hallucinate incorrect information and be poorly calibrated. This makes the uncertainty quantification of these models of critical importance, especially in high-stakes domains, such as autonomy and healthcare. Prior work has made Bayesian deep learning-based approaches to this problem more tractable by performing inference over the low-rank adaptation (LoRA) parameters of a fine-tuned model. While effective, these approaches struggle to scale to larger LLMs due to requiring further additional parameters compared to LoRA. In this work we present $\textbf{Scala}$ble $\textbf{B}$ayesian $\textbf{L}$ow-Rank Adaptation via Stochastic Variational Subspace Inference (ScalaBL). We perform Bayesian inference in an $r$-dimensional subspace, for LoRA rank $r$. By repurposing the LoRA parameters as projection matrices, we are able to map samples from this subspace into the full weight space of the LLM. This allows us to learn all the parameters of our approach using stochastic variational inference. Despite the low dimensionality of our subspace, we are able to achieve competitive performance with state-of-the-art approaches while only requiring ${\sim}1000$ additional parameters. Furthermore, it allows us to scale up to the largest Bayesian LLM to date, with four times as a many base parameters as prior work.",尽管大型语言模型（LLMs）被广泛使用，但它们以产生不正确信息和校准不良而闻名。这使得这些模型的不确定性量化变得至关重要，特别是在高风险领域，如自主和医疗保健。先前的工作通过在微调模型的低秩适应（LoRA）参数上执行推理，使基于贝叶斯深度学习的方法更具可行性。虽然有效，但这些方法在需要额外参数方面难以扩展到更大的LLMs。在本文中，我们提出了可扩展的贝叶斯低秩适应（ScalaBL），通过随机变分子空间推理。我们在r维子空间中执行贝叶斯推理，LoRA秩为r。通过将LoRA参数重新用作投影矩阵，我们能够将该子空间的样本映射到LLM的完整权重空间。这使我们能够使用随机变分推理学习我们方法的所有参数。尽管我们的子空间维度较低，但我们能够在仅需要约1000个额外参数的情况下，实现与最先进方法相竞争的性能。此外，它使我们能够扩展到迄今为止最大的贝叶斯LLM，其基础参数是先前工作的四倍。,The paper introduces a scalable Bayesian method for uncertainty quantification in large language models using low-rank adaptation and stochastic variational inference.,LLM,Helpful,"Bayesian inference, uncertainty quantification, low-rank adaptation, large language models, stochastic variational inference"
