Title,Authors,Published,Link,Abstract_EN,Abstract_ZH,One_Sentence_Summary,Model_Type,HHH_Focus,Keywords
"Obliviate: Efficient Unmemorization for Protecting Intellectual Property
  in Large Language Models","Mark Russinovich, Ahmed Salem",2025-02-20T20:02:56Z,http://arxiv.org/pdf/2502.15010v2,"Recent copyright agreements between AI companies and content creators
underscore the need for fine-grained control over language models' ability to
reproduce copyrighted text. Existing defenses-ranging from aggressive
unlearning to simplistic output filters-either sacrifice model utility or
inadequately address verbatim leakage. We introduce Obliviate, a lightweight
post-training method that surgically suppresses exact reproduction of specified
sequences while preserving semantic understanding. Obliviate first identifies
memorized passages and then, for each target token, minimally adjusts the
model's output distribution via a Kullback-Leibler divergence penalty to drive
down the probability of exact reproduction. Simultaneously, we enforce a
consistency loss on non-target tokens to retain the model's fluency and task
performance. We evaluate Obliviate on four popular 6-8B-parameter models
(LLaMA-3.1, LLaMA-3.1-Instruct, Qwen-2.5, and Yi-1.5) using synthetic
memorization benchmarks and organic copyrighted excerpts (e.g., Moby Dick,
Frankenstein, Alice in Wonderland and Les Miserables). Across all settings,
Obliviate reduces verbatim recall by two orders of magnitude (e.g., from
hundreds of words to fewer than 12) while degrading downstream accuracy by at
most 1% on HellaSwag, MMLU, TruthfulQA, and Winogrande. Furthermore, we
benchmark Obliviate aganist different unlearning and copyright techniques using
the MUSE and CoTaEval benchmarks. These results position Obliviate as a
practical, high-fidelity solution for copyright compliance in deployed LLMs.",最近的版权协议强调了对语言模型复制版权文本能力的精细控制的需求。现有的防御措施，从激进的遗忘到简单的输出过滤器，要么牺牲模型的实用性，要么无法充分解决逐字泄露的问题。我们引入了Obliviate，一种轻量级的后训练方法，它外科手术般地抑制指定序列的精确复制，同时保留语义理解。Obliviate首先识别出记忆段落，然后，对于每个目标标记，通过Kullback-Leibler散度惩罚最小化调整模型的输出分布，以驱动精确复制的概率下降。同时，我们在非目标标记上强制执行一致性损失，以保留模型的流畅性和任务性能。我们在四个流行的6-8B参数模型（LLaMA-3.1、LLaMA-3.1-Instruct、Qwen-2.5和Yi-1.5）上评估了Obliviate，使用合成记忆基准和有机版权文本摘录（例如《白鲸》、《弗兰肯斯坦》、《爱丽丝梦游仙境》和《悲惨世界》）。在所有设置中，Obliviate将逐字回忆减少了两个数量级（例如，从数百个单词减少到少于12个），同时在HellaSwag、MMLU、TruthfulQA和Winogrande上最多降低了1%的下游准确性。此外，我们使用MUSE和CoTaEval基准对Obliviate进行了不同的遗忘和版权技术的基准测试。这些结果使Obliviate成为部署LLM的实用、高保真度的版权合规解决方案。,"The paper introduces Obliviate, a method to prevent large language models from reproducing copyrighted text while maintaining model utility.",LLM,Harmless,"Unmemorization, Copyright Protection, LLM Alignment, Obliviate, Verbatim Recall"
ChineseHarm-Bench: A Chinese Harmful Content Detection Benchmark,"Kangwei Liu, Siyuan Cheng, Bozhong Tian, Xiaozhuan Liang, Yuyang Yin, Meng Han, Ningyu Zhang, Bryan Hooi, Xi Chen, Shumin Deng",2025-06-12T17:57:05Z,http://arxiv.org/pdf/2506.10960v1,"Large language models (LLMs) have been increasingly applied to automated
harmful content detection tasks, assisting moderators in identifying policy
violations and improving the overall efficiency and accuracy of content review.
However, existing resources for harmful content detection are predominantly
focused on English, with Chinese datasets remaining scarce and often limited in
scope. We present a comprehensive, professionally annotated benchmark for
Chinese content harm detection, which covers six representative categories and
is constructed entirely from real-world data. Our annotation process further
yields a knowledge rule base that provides explicit expert knowledge to assist
LLMs in Chinese harmful content detection. In addition, we propose a
knowledge-augmented baseline that integrates both human-annotated knowledge
rules and implicit knowledge from large language models, enabling smaller
models to achieve performance comparable to state-of-the-art LLMs. Code and
data are available at https://github.com/zjunlp/ChineseHarm-bench.",大语言模型（LLMs）越来越多地应用于自动有害内容检测任务，帮助审查员识别政策违规并提高内容审查的整体效率和准确性。然而，现有的有害内容检测资源主要集中在英语，中文数据集稀缺且范围有限。我们提出了一个全面的、专业注释的中文内容伤害检测基准，涵盖六个代表性类别，并完全由真实世界数据构建。我们的注释过程进一步产生了一个知识规则库，为大语言模型提供显式专家知识，以协助中文有害内容检测。此外，我们提出了一个知识增强的基线，集成了人工注释的知识规则和大语言模型的隐式知识，使较小的模型能够实现与最先进的LLMs相媲美的性能。代码和数据可在https://github.com/zjunlp/ChineseHarm-bench获得。,"The paper introduces ChineseHarm-Bench, a comprehensive benchmark for detecting harmful content in Chinese using large language models.",LLM,Harmless,"Harmful content detection, Chinese datasets, LLM alignment, knowledge-augmented baseline, real-world data"
"Incentivizing Reasoning for Advanced Instruction-Following of Large
  Language Models","Yulei Qin, Gang Li, Zongyi Li, Zihan Xu, Yuchen Shi, Zhekai Lin, Xiao Cui, Ke Li, Xing Sun",2025-06-02T08:11:44Z,http://arxiv.org/pdf/2506.01413v2,"Existing large language models (LLMs) face challenges of following complex
instructions, especially when multiple constraints are present and organized in
paralleling, chaining, and branching structures. One intuitive solution, namely
chain-of-thought (CoT), is expected to universally improve capabilities of
LLMs. However, we find that the vanilla CoT exerts a negative impact on
performance due to its superficial reasoning pattern of simply paraphrasing the
instructions. It fails to peel back the compositions of constraints for
identifying their relationship across hierarchies of types and dimensions. To
this end, we propose a systematic method to boost LLMs in dealing with complex
instructions via incentivizing reasoning for test-time compute scaling. First,
we stem from the decomposition of complex instructions under existing
taxonomies and propose a reproducible data acquisition method. Second, we
exploit reinforcement learning (RL) with verifiable rule-centric reward signals
to cultivate reasoning specifically for instruction following. We address the
shallow, non-essential nature of reasoning under complex instructions via
sample-wise contrast for superior CoT enforcement. We also exploit behavior
cloning of experts to facilitate steady distribution shift from fast-thinking
LLMs to skillful reasoners. Extensive evaluations on seven comprehensive
benchmarks confirm the validity of the proposed method, where a 1.5B LLM
achieves 11.74% gains with performance comparable to a 8B LLM. Codes and data
are available at https://github.com/yuleiqin/RAIF.",现有的大型语言模型（LLMs）在处理复杂指令时面临挑战，特别是当多个约束条件以并行、链式和分支结构组织时。一种直观的解决方案是链式思维（CoT），预计可以普遍提高LLMs的能力。然而，我们发现，传统的CoT由于其表面化的推理模式，简单地重述指令，对性能产生负面影响。它无法剥离约束条件的组成，以识别其在类型和维度层次之间的关系。为此，我们提出了一种系统方法，通过激励推理来提高LLMs处理复杂指令的能力。首先，我们从现有分类法下的复杂指令分解出发，提出了一种可重复的数据获取方法。其次，我们利用可验证的规则中心奖励信号的强化学习（RL）来培养特定于指令遵循的推理。我们通过样本级对比来解决复杂指令下推理的浅薄、非本质性问题，以实现更好的CoT执行。我们还利用专家的行为克隆来促进从快速思考的LLMs到技能推理者的稳定分布转移。在七个全面的基准测试中，广泛的评估确认了所提出方法的有效性，其中一个1.5B LLM实现了11.74%的收益，性能与一个8B LLM相当。代码和数据可在https://github.com/yuleiqin/RAIF获得。,"The paper introduces a method to enhance the reasoning capabilities of LLMs for better instruction following, using reinforcement learning and behavior cloning.",LLM,Helpful,"Large Language Models, Instruction Following, Reasoning, Reinforcement Learning, Chain-of-Thought"
Improving LLM Safety Alignment with Dual-Objective Optimization,"Xuandong Zhao, Will Cai, Tianneng Shi, David Huang, Licong Lin, Song Mei, Dawn Song",2025-03-05T18:01:05Z,http://arxiv.org/pdf/2503.03710v2,"Existing training-time safety alignment techniques for large language models
(LLMs) remain vulnerable to jailbreak attacks. Direct preference optimization
(DPO), a widely deployed alignment method, exhibits limitations in both
experimental and theoretical contexts as its loss function proves suboptimal
for refusal learning. Through gradient-based analysis, we identify these
shortcomings and propose an improved safety alignment that disentangles DPO
objectives into two components: (1) robust refusal training, which encourages
refusal even when partial unsafe generations are produced, and (2) targeted
unlearning of harmful knowledge. This approach significantly increases LLM
robustness against a wide range of jailbreak attacks, including prefilling,
suffix, and multi-turn attacks across both in-distribution and
out-of-distribution scenarios. Furthermore, we introduce a method to emphasize
critical refusal tokens by incorporating a reward-based token-level weighting
mechanism for refusal learning, which further improves the robustness against
adversarial exploits. Our research also suggests that robustness to jailbreak
attacks is correlated with token distribution shifts in the training process
and internal representations of refusal and harmful tokens, offering valuable
directions for future research in LLM safety alignment. The code is available
at https://github.com/wicai24/DOOR-Alignment",现有的大型语言模型（LLM）训练时的安全对齐技术仍然容易受到越狱攻击。直接偏好优化（DPO），一种广泛部署的对齐方法，在实验和理论上都表现出局限性，因为其损失函数对拒绝学习来说是次优的。通过基于梯度的分析，我们识别了这些不足之处，并提出了一种改进的安全对齐方法，将DPO目标分解为两个组件：(1) 稳健的拒绝训练，即使在产生部分不安全生成时也鼓励拒绝，(2) 有针对性地遗忘有害知识。这种方法显著增加了LLM在广泛的越狱攻击下的稳健性，包括预填充、后缀和多轮攻击，跨越了分布内和分布外的场景。此外，我们引入了一种方法，通过在拒绝学习中引入基于奖励的标记级权重机制来强调关键拒绝标记，进一步提高了对恶意利用的稳健性。我们的研究还表明，对越狱攻击的稳健性与训练过程中的标记分布偏移和拒绝和有害标记的内部表示相关，为未来的LLM安全对齐研究提供了宝贵的方向。代码可在https://github.com/wicai24/DOOR-Alignment获得。,"The paper proposes a dual-objective optimization method to enhance the safety alignment of LLMs, making them more robust against various jailbreak attacks.",LLM,Harmless,"Safety alignment, jailbreak attacks, refusal learning, harmful knowledge, robustness"
Can We Infer Confidential Properties of Training Data from LLMs?,"Penguin Huang, Chhavi Yadav, Ruihan Wu, Kamalika Chaudhuri",2025-06-12T05:42:06Z,http://arxiv.org/pdf/2506.10364v1,"Large language models (LLMs) are increasingly fine-tuned on domain-specific
datasets to support applications in fields such as healthcare, finance, and
law. These fine-tuning datasets often have sensitive and confidential
dataset-level properties -- such as patient demographics or disease prevalence
-- that are not intended to be revealed. While prior work has studied property
inference attacks on discriminative models (e.g., image classification models)
and generative models (e.g., GANs for image data), it remains unclear if such
attacks transfer to LLMs. In this work, we introduce PropInfer, a benchmark
task for evaluating property inference in LLMs under two fine-tuning paradigms:
question-answering and chat-completion. Built on the ChatDoctor dataset, our
benchmark includes a range of property types and task configurations. We
further propose two tailored attacks: a prompt-based generation attack and a
shadow-model attack leveraging word frequency signals. Empirical evaluations
across multiple pretrained LLMs show the success of our attacks, revealing a
previously unrecognized vulnerability in LLMs.",大型语言模型（LLMs）越来越多地在特定领域的数据集上进行微调，以支持医疗、金融和法律等领域的应用。这些微调数据集通常具有敏感和机密的数据集级属性，例如患者人口统计数据或疾病发病率，这些属性不打算被揭示。虽然先前的工作研究了对判别模型（例如图像分类模型）和生成模型（例如图像数据的GANs）的属性推断攻击，但尚不清楚这些攻击是否适用于LLMs。在本工作中，我们引入了PropInfer，一个用于评估LLMs中两种微调范式下属性推断的基准任务：问答和聊天完成。基于ChatDoctor数据集，我们的基准包括各种属性类型和任务配置。我们进一步提出了两种定制攻击：基于提示的生成攻击和利用词频信号的影子模型攻击。跨多个预训练LLMs的实证评估显示了我们攻击的成功，揭示了LLMs中一个此前未被认识到的脆弱性。,"The paper introduces a benchmark for evaluating property inference attacks on LLMs, revealing potential vulnerabilities in maintaining data confidentiality.",LLM,Harmless,"Property inference, LLMs, confidentiality, attacks, vulnerability"
"Reinforcing Multimodal Understanding and Generation with Dual
  Self-rewards","Jixiang Hong, Yiran Zhang, Guanzhong Wang, Yi Liu, Ji-Rong Wen, Rui Yan",2025-06-09T17:38:45Z,http://arxiv.org/pdf/2506.07963v2,"Building upon large language models (LLMs), recent large multimodal models
(LMMs) unify cross-model understanding and generation into a single framework.
However, LMMs still struggle to achieve accurate image-text alignment, prone to
generating text responses contradicting the visual input or failing to follow
the text-to-image prompts. Current solutions require external supervision
(e.g., human feedback or reward models) and only address unidirectional
tasks-either understanding or generation. In this work, based on the
observation that understanding and generation are inverse dual tasks, we
introduce a self-supervised dual reward mechanism to reinforce the
understanding and generation capabilities of LMMs. Specifically, we sample
multiple outputs for a given input in one task domain, then reverse the
input-output pairs to compute the dual likelihood of the model as self-rewards
for optimization. Extensive experimental results on visual understanding and
generation benchmarks demonstrate that our method can effectively enhance the
performance of the model without any external supervision, especially achieving
remarkable improvements in text-to-image tasks.",基于大型语言模型（LLMs），最近的大型多模态模型（LMMs）将跨模态理解和生成统一到一个框架中。然而，LMMs 仍然难以实现准确的图像-文本对齐，容易生成与视觉输入矛盾的文本响应或无法遵循文本到图像的提示。目前的解决方案需要外部监督（例如人类反馈或奖励模型），并且只解决单向任务——理解或生成。在本工作中，基于理解和生成是逆向双任务的观察，我们引入了自监督双奖励机制来增强LMMs的理解和生成能力。具体来说，我们为一个任务域中的给定输入采样多个输出，然后反转输入-输出对，计算模型的双重似然性作为自奖励进行优化。在视觉理解和生成基准上的广泛实验结果表明，我们的方法可以在没有任何外部监督的情况下有效提高模型的性能，特别是在文本到图像任务中取得了显著的改进。,The paper introduces a self-supervised dual reward mechanism to improve the alignment between text and image in large multimodal models.,LMM,"Helpful, Harmless","Multimodal models, alignment, self-supervised, text-to-image, image-text"
Great Models Think Alike and this Undermines AI Oversight,"Shashwat Goel, Joschka Struber, Ilze Amanda Auzina, Karuna K Chandra, Ponnurangam Kumaraguru, Douwe Kiela, Ameya Prabhu, Matthias Bethge, Jonas Geiping",2025-02-06T18:56:01Z,http://arxiv.org/pdf/2502.04313v2,"As Language Model (LM) capabilities advance, evaluating and supervising them
at scale is getting harder for humans. There is hope that other language models
can automate both these tasks, which we refer to as ''AI Oversight''. We study
how model similarity affects both aspects of AI oversight by proposing Chance
Adjusted Probabilistic Agreement (CAPA): a metric for LM similarity based on
overlap in model mistakes. Using CAPA, we first show that LLM-as-a-judge scores
favor models similar to the judge, generalizing recent self-preference results.
Then, we study training on LM annotations, and find complementary knowledge
between the weak supervisor and strong student model plays a crucial role in
gains from ''weak-to-strong generalization''. As model capabilities increase,
it becomes harder to find their mistakes, and we might defer more to AI
oversight. However, we observe a concerning trend -- model mistakes are
becoming more similar with increasing capabilities, pointing to risks from
correlated failures. Our work underscores the importance of reporting and
correcting for model similarity, especially in the emerging paradigm of AI
oversight.",随着语言模型（LM）能力的提高，评估和监督它们变得越来越难。希望其他语言模型可以自动化这两项任务，我们称之为“AI监督”。我们通过提出机会调整概率一致性（CAPA）：一种基于模型错误重叠的LM相似性度量，研究模型相似性如何影响AI监督的两个方面。使用CAPA，我们首先展示了LLM作为裁判的得分有利于与裁判相似的模型，推广了最近的自我偏好结果。然后，我们研究基于LM注释的训练，发现弱监督者和强学生模型之间的互补知识在“弱到强泛化”中的收益中起着至关重要的作用。随着模型能力的提高，找到它们的错误变得越来越难，我们可能会更多地依赖于AI监督。然而，我们观察到一个令人担忧的趋势——随着能力的提高，模型错误变得越来越相似，指向了相关失败的风险。我们的工作强调了报告和纠正模型相似性的重要性，特别是在AI监督的新兴范式中。,"The paper explores the challenges and risks of using LLMs for AI oversight, highlighting the importance of addressing model similarity to ensure safe and effective alignment.",LLM,Harmless,"AI Oversight, Model Similarity, LLM Alignment, CAPA, Weak-to-Strong Generalization"
"A Minimalist Approach to LLM Reasoning: from Rejection Sampling to
  Reinforce","Wei Xiong, Jiarui Yao, Yuhui Xu, Bo Pang, Lei Wang, Doyen Sahoo, Junnan Li, Nan Jiang, Tong Zhang, Caiming Xiong, Hanze Dong",2025-04-15T16:15:02Z,http://arxiv.org/pdf/2504.11343v2,"Reinforcement learning (RL) has become a prevailing approach for fine-tuning
large language models (LLMs) on complex reasoning tasks. Among recent methods,
GRPO stands out for its empirical success in training models such as
DeepSeek-R1, yet the sources of its effectiveness remain poorly understood. In
this work, we revisit GRPO from a reinforce-like algorithm perspective and
analyze its core components. Surprisingly, we find that a simple rejection
sampling baseline, RAFT, which trains only on positively rewarded samples,
yields competitive performance than GRPO and PPO. Our ablation studies reveal
that GRPO's main advantage arises from discarding prompts with entirely
incorrect responses, rather than from its reward normalization. Motivated by
this insight, we propose Reinforce-Rej, a minimal extension of policy gradient
that filters both entirely incorrect and entirely correct samples.
Reinforce-Rej improves KL efficiency and stability, serving as a lightweight
yet effective alternative to more complex RL algorithms. We advocate RAFT as a
robust and interpretable baseline, and suggest that future advances should
focus on more principled designs for incorporating negative samples, rather
than relying on them indiscriminately. Our findings provide guidance for future
work in reward-based LLM post-training.",强化学习（RL）已经成为用于在复杂推理任务上微调大型语言模型（LLMs）的主要方法。在最近的方法中，GRPO 以其在训练模型（如 DeepSeek-R1）时的实证成功而脱颖而出，但其有效性的来源仍然不太清楚。在本文中，我们从类似于强化算法的角度重新审视 GRPO，并分析其核心组件。令人惊讶的是，我们发现一个简单的拒绝采样基线 RAFT，它只在正面奖励的样本上进行训练，其性能与 GRPO 和 PPO 竞争。我们的消融研究揭示了 GRPO 的主要优势来自于丢弃完全错误的提示，而不是其奖励归一化。受此启发，我们提出了 Reinforce-Rej，这是一种过滤完全错误和完全正确样本的策略梯度的最小扩展。Reinforce-Rej 提高了 KL 效率和稳定性，作为一种轻量级但有效的替代品，更复杂的 RL 算法。我们倡导 RAFT 作为一个健壮且可解释的基线，并建议未来的进展应集中在更有原则的设计上，以便更好地纳入负样本，而不是不加区分地依赖它们。我们的发现为奖励驱动的 LLM 后训练提供了指导。,The paper analyzes reinforcement learning methods for LLM reasoning tasks and proposes a minimalist approach called Reinforce-Rej.,LLM,None,"Reinforcement Learning, LLM, Reasoning, GRPO, RAFT"
"ConfPO: Exploiting Policy Model Confidence for Critical Token Selection
  in Preference Optimization","Hee Suk Yoon, Eunseop Yoon, Mark Hasegawa-Johnson, Sungwoong Kim, Chang D. Yoo",2025-06-10T11:54:22Z,http://arxiv.org/pdf/2506.08712v2,"We introduce ConfPO, a method for preference learning in Large Language
Models (LLMs) that identifies and optimizes preference-critical tokens based
solely on the training policy's confidence, without requiring any auxiliary
models or compute. Unlike prior Direct Alignment Algorithms (DAAs) such as
Direct Preference Optimization (DPO), which uniformly adjust all token
probabilities regardless of their relevance to preference, ConfPO focuses
optimization on the most impactful tokens. This targeted approach improves
alignment quality while mitigating overoptimization (i.e., reward hacking) by
using the KL divergence budget more efficiently. In contrast to recent
token-level methods that rely on credit-assignment models or AI annotators,
raising concerns about scalability and reliability, ConfPO is simple,
lightweight, and model-free. Experimental results on challenging alignment
benchmarks, including AlpacaEval 2 and Arena-Hard, demonstrate that ConfPO
consistently outperforms uniform DAAs across various LLMs, delivering better
alignment with zero additional computational overhead.",我们介绍了ConfPO，一种用于大型语言模型（LLMs）的偏好学习方法，它仅基于训练策略的置信度来识别和优化偏好关键令牌，而不需要任何辅助模型或计算。与之前的直接对齐算法（DAAs）如直接偏好优化（DPO）不同，DPO会均匀调整所有令牌概率，而不考虑它们对偏好的相关性，ConfPO将优化集中在最有影响力的令牌上。这种有针对性的方法通过更有效地使用KL散度预算来提高对齐质量，同时减少过度优化（即奖励黑客行为）。与最近依赖信用分配模型或AI注释员的令牌级方法不同，ConfPO简单、轻量且无模型。在具有挑战性的对齐基准测试中，包括AlpacaEval 2和Arena-Hard，实验结果表明，ConfPO在各种LLMs中始终优于均匀DAAs，提供了更好的对齐，而没有额外的计算开销。,"The paper presents ConfPO, a method for improving the alignment of LLMs by focusing on preference-critical tokens, which enhances alignment quality and mitigates overoptimization.",LLM,"Helpful, Harmless","Preference Optimization, Token Selection, Alignment, Overoptimization, KL Divergence"
"PAG: Multi-Turn Reinforced LLM Self-Correction with Policy as Generative
  Verifier","Yuhua Jiang, Yuwen Xiong, Yufeng Yuan, Chao Xin, Wenyuan Xu, Yu Yue, Qianchuan Zhao, Lin Yan",2025-06-12T06:59:35Z,http://arxiv.org/pdf/2506.10406v1,"Large Language Models (LLMs) have demonstrated impressive capabilities in
complex reasoning tasks, yet they still struggle to reliably verify the
correctness of their own outputs. Existing solutions to this verification
challenge often depend on separate verifier models or require multi-stage
self-correction training pipelines, which limit scalability. In this paper, we
propose Policy as Generative Verifier (PAG), a simple and effective framework
that empowers LLMs to self-correct by alternating between policy and verifier
roles within a unified multi-turn reinforcement learning (RL) paradigm.
Distinct from prior approaches that always generate a second attempt regardless
of model confidence, PAG introduces a selective revision mechanism: the model
revises its answer only when its own generative verification step detects an
error. This verify-then-revise workflow not only alleviates model collapse but
also jointly enhances both reasoning and verification abilities. Extensive
experiments across diverse reasoning benchmarks highlight PAG's dual
advancements: as a policy, it enhances direct generation and self-correction
accuracy; as a verifier, its self-verification outperforms self-consistency.",大语言模型（LLMs）在复杂推理任务中表现出色，但仍然难以可靠地验证自己的输出正确性。现有的验证挑战解决方案通常依赖于单独的验证器模型或需要多阶段的自我纠正训练流水线，这限制了可扩展性。在本文中，我们提出了策略作为生成验证器（PAG），一种简单而有效的框架，它通过在统一的多轮强化学习（RL）范式中交替扮演策略和验证器角色，使LLMs能够自我纠正。与始终生成第二次尝试的先前方法不同，PAG引入了一种选择性修订机制：模型仅在其自身的生成验证步骤检测到错误时修订其答案。这种验证-然后-修订的工作流程不仅缓解了模型崩溃，还共同增强了推理和验证能力。跨多个推理基准的广泛实验突显了PAG的双重进步：作为策略，它增强了直接生成和自我纠正的准确性；作为验证器，其自我验证优于自我一致性。,"The paper introduces PAG, a framework for LLMs to self-correct their outputs through a unified multi-turn reinforcement learning paradigm, enhancing both reasoning and verification abilities.",LLM,"Helpful, Honest","Self-correction, Verification, Reinforcement Learning, Policy, Generative Verifier"
